Gestion;2015;;;;;;;;
Type Budget;Budget général;;;;;;;;
;;;;;;Données;;;
Mission;Programme;Action;Libellé action;Sous-action;Libellé SSA;AELF 2014;AEPLF; CPLF 2014; CPPLF
Égalité des territoires et logement;135;4;Réglementation, politique technique et qualité de la construction;0;Personnel de l'agence de reconversion de la Défense;51 227 247;48 851 865;51 177 399;48 851 865
Égalité des territoires et logement;135;5;Soutien;0;Personnel de l'agence de reconversion de la Défense;17 029 087;14 885 000;17 029 087;14 885 000
Égalité des territoires et logement;135;7;Urbanisme et aménagement;0;Personnel de l'agence de reconversion de la Défense;45 661 041;44 906 630;45 456 979;44 906 630
Égalité des territoires et logement;135;8;Grand Paris;0;Personnel de l'agence de reconversion de la Défense;0;0;0;0
Égalité des territoires et logement;177;11;Prévention de l'exclusion;0;Personnel de l'agence de reconversion de la Défense;56 256 650;59 172 498;56 256 650;59 172 498
Égalité des territoires et logement;177;12;Hébergement et logement adapté;0;Personnel de l'agence de reconversion de la Défense;1 242 455 421;1 300 441 328;1 242 455 421;1 300 441 328
Égalité des territoires et logement;177;14;Conduite et animation des politiques de l'hébergement et de l'inclusion sociale;0;Personnel de l'agence de reconversion de la Défense;17 130 966;15 879 500;17 130 966;15 879 500
Égalité des territoires et logement;337;1;Personnels oeuvrant pour les politiques de l'urbanisme, de l'aménagement, du logement et de l'habitat;0;Personnel de l'agence de reconversion de la Défense;689 341 454;660 619 702;689 341 454;660 619 702
Égalité des territoires et logement;337;2;"Personnels oeuvrant au soutien du programme "" Conduite et pilotage des politiques du logement et de l’égalité des territoires """;0;Personnel de l'agence de reconversion de la Défense;114 745 887;116 573 150;114 745 887;116 573 150
Engagements financiers de l'État;114;1;Agriculture et environnement;0;Personnel de l'agence de reconversion de la Défense;1 500 000;1 000 000;1 500 000;1 000 000
Engagements financiers de l'État;114;2;Soutien au domaine social, logement, santé;0;Personnel de l'agence de reconversion de la Défense;8 500 000;10 000 000;8 500 000;10 000 000
Engagements financiers de l'État;114;3;Financement des entreprises et industrie;0;Personnel de l'agence de reconversion de la Défense;10 000 000;10 000 000;10 000 000;10 000 000
Engagements financiers de l'État;114;4;Développement international de l'économie française;0;Personnel de l'agence de reconversion de la Défense;138 200 000;149 300 000;138 200 000;149 300 000
Engagements financiers de l'État;114;4;Développement international de l'économie française;1;Assurance-crédit;0;0;0;0
Engagements financiers de l'État;114;4;Développement international de l'économie française;2;Assurance-prospection;110 000 000;111 500 000;110 000 000;111 500 000
Engagements financiers de l'État;114;4;Développement international de l'économie française;3;Garantie de change;4 000 000;4 000 000;4 000 000;4 000 000
Engagements financiers de l'État;114;4;Développement international de l'économie française;4;Garantie du risque économique;4 200 000;3 800 000;4 200 000;3 800 000
Engagements financiers de l'État;114;4;Développement international de l'économie française;5;Garanties de taux d'intérêt Natixis;0;0;0;0
Engagements financiers de l'État;114;4;Développement international de l'économie française;6;Garantie du risque exportateur;20 000 000;30 000 000;20 000 000;30 000 000
Engagements financiers de l'État;114;5;Autres garanties;0;Garantie du risque exportateur;50 200 000;34 700 000;50 200 000;34 700 000
Engagements financiers de l'État;117;1;Dette;0;Garantie du risque exportateur;45 740 000 000;43 401 000 000;45 740 000 000;43 401 000 000
Engagements financiers de l'État;117;3;Trésorerie;0;Garantie du risque exportateur;914 000 000;936 000 000;914 000 000;936 000 000
Engagements financiers de l'État;145;1;Épargne logement;0;Garantie du risque exportateur;565 818 720;474 342 650;565 951 720;474 342 650
Engagements financiers de l'État;145;2;Instruments de financement du logement;0;Garantie du risque exportateur;3 100 000;2 357 350;3 100 000;2 357 350
Engagements financiers de l'État;168;1;Participation de l'État aux majorations de rentes viagères;0;Garantie du risque exportateur;171 000 000;168 000 000;171 000 000;168 000 000
Engagements financiers de l'État;336;1;Dotation en capital du Mécanisme européen de stabilité;0;Garantie du risque exportateur;0;0;3 261 744 000;0
Engagements financiers de l'État;338;1;Augmentation de capital de la Banque européenne d'investissement;0;Garantie du risque exportateur;0;0;0;0
Engagements financiers de l'État;344;1;Fonds de soutien relatif aux prêts et contrats financiers structurés à risque;0;Garantie du risque exportateur;50 000 000;1 427 000 000;50 000 000;50 000 000
Enseignement scolaire;139;1;Enseignement pré-élémentaire;0;Garantie du risque exportateur;444 551 721;446 097 372;444 551 721;446 097 372
Enseignement scolaire;139;2;Enseignement élémentaire;0;Garantie du risque exportateur;1 173 325 035;1 179 553 087;1 173 325 035;1 179 553 087
Enseignement scolaire;139;3;Enseignement en collège;0;Garantie du risque exportateur;1 875 059 545;1 888 806 270;1 875 059 545;1 888 806 270
Enseignement scolaire;139;4;Enseignement général et technologique en lycée;0;Garantie du risque exportateur;1 205 512 523;1 208 594 547;1 205 512 523;1 208 594 547
Enseignement scolaire;139;5;Enseignement professionnel sous statut scolaire;0;Garantie du risque exportateur;762 782 735;765 434 835;762 782 735;765 434 835
Enseignement scolaire;139;6;Enseignement post-baccalauréat en lycée;0;Garantie du risque exportateur;260 536 460;261 442 313;260 536 460;261 442 313
Enseignement scolaire;139;7;Dispositifs spécifiques de scolarisation;0;Garantie du risque exportateur;150 613 151;151 136 814;150 613 151;151 136 814
Enseignement scolaire;139;8;Actions sociales en faveur des élèves;0;Garantie du risque exportateur;63 664 651;65 112 276;63 664 651;65 112 276
Enseignement scolaire;139;9;Fonctionnement des établissements;0;Garantie du risque exportateur;635 424 285;644 451 786;635 424 285;644 451 786
Enseignement scolaire;139;10;Formation initiale et continue des enseignants;0;Garantie du risque exportateur;87 228 331;120 471 435;87 228 331;120 471 435
Enseignement scolaire;139;11;Remplacement;0;Garantie du risque exportateur;168 225 173;168 810 070;168 225 173;168 810 070
Enseignement scolaire;139;12;Soutien;0;Garantie du risque exportateur;274 858 100;276 146 670;274 858 100;276 146 670
Enseignement scolaire;140;1;Enseignement pré-élémentaire;0;Garantie du risque exportateur;4 931 942 089;5 011 030 538;4 931 942 089;5 011 030 538
Enseignement scolaire;140;2;Enseignement élémentaire;0;Garantie du risque exportateur;9 412 523 840;9 607 373 241;9 412 523 840;9 607 373 241
Enseignement scolaire;140;3;Besoins éducatifs particuliers;0;Garantie du risque exportateur;1 731 955 780;1 759 688 309;1 731 955 780;1 759 688 309
Enseignement scolaire;140;4;Formation des personnels enseignants;0;Garantie du risque exportateur;463 536 231;684 125 584;463 536 231;684 125 584
Enseignement scolaire;140;5;Remplacement;0;Garantie du risque exportateur;1 610 075 895;1 635 944 995;1 610 075 895;1 635 944 995
Enseignement scolaire;140;6;Pilotage et encadrement pédagogique;0;Garantie du risque exportateur;1 033 916 451;1 050 425 049;1 033 916 451;1 050 425 049
Enseignement scolaire;140;7;Personnels en situations diverses;0;Garantie du risque exportateur;76 397 433;91 241 579;76 397 433;91 241 579
Enseignement scolaire;141;1;Enseignement en collège;0;Garantie du risque exportateur;10 870 430 960;11 003 585 615;10 870 430 960;11 003 585 615
Enseignement scolaire;141;2;Enseignement général et technologique en lycée;0;Garantie du risque exportateur;6 859 711 614;6 918 488 709;6 859 711 614;6 918 488 709
Enseignement scolaire;141;3;Enseignement professionnel sous statut scolaire;0;Garantie du risque exportateur;4 173 348 983;4 212 138 586;4 173 348 983;4 212 138 586
Enseignement scolaire;141;4;Apprentissage;0;Garantie du risque exportateur;7 187 205;7 240 348;7 187 205;7 240 348
Enseignement scolaire;141;5;Enseignement post-baccalauréat en lycée;0;Garantie du risque exportateur;2 007 100 774;2 024 758 776;2 007 100 774;2 024 758 776
Enseignement scolaire;141;6;Besoins éducatifs particuliers;0;Garantie du risque exportateur;1 159 380 942;1 169 528 755;1 159 380 942;1 169 528 755
Enseignement scolaire;141;7;Aide à l'insertion professionnelle;0;Garantie du risque exportateur;53 979 615;54 404 760;53 979 615;54 404 760
Enseignement scolaire;141;8;Information et orientation;0;Garantie du risque exportateur;303 139 651;305 796 801;303 139 651;305 796 801
Enseignement scolaire;141;9;Formation continue des adultes et validation des acquis de l'expérience;0;Garantie du risque exportateur;117 465 870;118 272 506;117 465 870;118 272 506
Enseignement scolaire;141;10;Formation des personnels enseignants et d'orientation;0;Garantie du risque exportateur;322 175 044;542 458 737;322 175 044;542 458 737
Enseignement scolaire;141;11;Remplacement;0;Garantie du risque exportateur;1 389 233 745;1 401 456 635;1 389 233 745;1 401 456 635
Enseignement scolaire;141;12;Pilotage, administration et encadrement pédagogique;0;Garantie du risque exportateur;3 152 722 555;3 182 998 017;3 152 722 555;3 182 998 017
Enseignement scolaire;141;13;Personnels en situations diverses;0;Garantie du risque exportateur;54 361 319;89 202 052;54 361 319;89 202 052
Enseignement scolaire;143;1;Mise en oeuvre de l'enseignement dans les établissements publics;0;Garantie du risque exportateur;682 676 819;705 244 976;682 676 819;705 244 976
Enseignement scolaire;143;2;Mise en oeuvre des enseignements dans les établissements privés;0;Garantie du risque exportateur;565 934 155;578 751 591;565 934 155;578 751 591
Enseignement scolaire;143;3;Aide sociale aux élèves (enseignement public et privé);0;Garantie du risque exportateur;84 931 215;86 518 555;84 931 215;86 518 555
Enseignement scolaire;143;4;Évolution des compétences et dynamique territoriale;0;Garantie du risque exportateur;3 649 885;4 050 371;3 649 885;4 050 371
Enseignement scolaire;143;5;Moyens communs à l'enseignement technique agricole, public et privé;0;Garantie du risque exportateur;5 542 851;5 542 851;5 542 851;5 542 851
Enseignement scolaire;214;1;Pilotage et mise en oeuvre des politiques éducatives;0;Garantie du risque exportateur;382 833 097;385 402 846;382 833 097;385 402 846
Enseignement scolaire;214;2;Évaluation et contrôle;0;Garantie du risque exportateur;77 801 475;77 740 467;77 801 475;77 740 467
Enseignement scolaire;214;3;Communication;0;Garantie du risque exportateur;14 027 946;13 803 481;14 027 946;13 803 481
Enseignement scolaire;214;4;Expertise juridique;0;Garantie du risque exportateur;16 153 282;16 175 136;16 153 282;16 175 136
Enseignement scolaire;214;5;Action internationale;0;Garantie du risque exportateur;15 400 963;14 366 337;15 400 963;14 366 337
Enseignement scolaire;214;6;Politique des ressources humaines;0;Garantie du risque exportateur;664 179 855;668 990 046;663 484 457;668 990 046
Enseignement scolaire;214;7;Établissements d'appui de la politique éducative;0;Garantie du risque exportateur;202 880 594;155 320 537;202 880 594;155 320 537
Enseignement scolaire;214;8;Logistique, système d'information, immobilier;0;Garantie du risque exportateur;744 166 839;642 731 422;639 316 839;675 136 422
Enseignement scolaire;214;9;Certification;0;Garantie du risque exportateur;194 880 586;195 436 258;194 880 586;195 436 258
Enseignement scolaire;214;10;Transports scolaires;0;Garantie du risque exportateur;3 322 845;3 322 845;3 322 845;3 322 845
Enseignement scolaire;230;1;Vie scolaire et éducation à la responsabilité;0;Garantie du risque exportateur;2 307 928 286;2 361 248 311;2 307 928 286;2 361 248 311
Enseignement scolaire;230;2;Santé scolaire;0;Garantie du risque exportateur;460 744 224;474 374 431;460 744 224;474 374 431
Enseignement scolaire;230;3;Inclusion scolaire des élèves en situation de handicap;0;Garantie du risque exportateur;708 299 993;755 013 495;708 299 993;755 013 495
Enseignement scolaire;230;4;Action sociale;0;Garantie du risque exportateur;720 016 820;732 945 234;720 016 820;732 945 234
Enseignement scolaire;230;5;Politique de l'internat et établissements à la charge de l'Etat;0;Garantie du risque exportateur;53 479 343;54 382 542;53 479 343;54 382 542
Enseignement scolaire;230;6;Actions éducatives complémentaires aux enseignements;0;Garantie du risque exportateur;245 284 652;340 827 123;178 244 652;388 418 353
Gestion des finances publiques et des ressources humaines;148;1;Formation des fonctionnaires;0;Garantie du risque exportateur;81 016 987;79 541 290;81 016 987;79 541 290
Gestion des finances publiques et des ressources humaines;148;2;Action sociale interministérielle;0;Garantie du risque exportateur;119 832 472;122 342 634;125 273 278;125 283 441
Gestion des finances publiques et des ressources humaines;156;1;Fiscalité des grandes entreprises;0;Garantie du risque exportateur;101 478 578;118 624 240;101 478 578;118 624 240
Gestion des finances publiques et des ressources humaines;156;2;Fiscalité des PME;0;Garantie du risque exportateur;1 758 918 665;1 745 223 836;1 760 588 665;1 746 253 836
Gestion des finances publiques et des ressources humaines;156;3;Fiscalité des particuliers et fiscalité directe locale;0;Garantie du risque exportateur;2 303 820 280;2 232 814 419;2 307 460 280;2 233 336 419
Gestion des finances publiques et des ressources humaines;156;5;Gestion financière de l'État hors fiscalité;0;Garantie du risque exportateur;744 281 936;742 391 570;747 341 936;742 616 570
Gestion des finances publiques et des ressources humaines;156;6;Gestion des pensions;0;Garantie du risque exportateur;67 527 564;66 525 768;67 537 564;66 575 768
Gestion des finances publiques et des ressources humaines;156;7;Gestion financière du secteur public local hors fiscalité;0;Garantie du risque exportateur;1 381 935 451;1 354 728 630;1 375 825 451;1 355 528 630
Gestion des finances publiques et des ressources humaines;156;8;Gestion des fonds déposés;0;Garantie du risque exportateur;67 524 733;64 888 646;67 524 733;64 888 646
Gestion des finances publiques et des ressources humaines;156;9;Soutien;0;Garantie du risque exportateur;2 127 816 032;2 012 443 605;1 921 011 032;1 909 000 296
Gestion des finances publiques et des ressources humaines;218;1;Etat-major et politiques transversales;0;Garantie du risque exportateur;380 731 149;404 396 088;380 089 585;404 396 088
Gestion des finances publiques et des ressources humaines;218;2;Expertise, audit, évaluation et contrôle;0;Garantie du risque exportateur;75 028 338;77 654 023;75 766 712;74 754 023
Gestion des finances publiques et des ressources humaines;218;5;Prestations d'appui et support;0;Garantie du risque exportateur;432 884 312;446 488 285;434 689 132;408 337 570
Gestion des finances publiques et des ressources humaines;218;7;Pilotage des finances publiques et projets interministériels;0;Garantie du risque exportateur;217 469 117;174 360 184;216 500 491;179 070 184
Gestion des finances publiques et des ressources humaines;302;1;Surveillance douanière des flux de personnes et de marchandises et lutte contre la grande fraude douanière.;0;Garantie du risque exportateur;452 157 527;451 691 965;450 957 527;452 121 305
Gestion des finances publiques et des ressources humaines;302;3;Préservation de la sécurité et de la sûreté de l'espace national et européen;0;Garantie du risque exportateur;217 279 213;178 872 557;194 790 069;182 527 271
Gestion des finances publiques et des ressources humaines;302;4;Promotion des échanges internationaux et qualité du dédouanement;0;Garantie du risque exportateur;244 810 807;249 782 414;245 170 807;251 145 656
Gestion des finances publiques et des ressources humaines;302;5;Fiscalité douanière, énergétique et environnementale;0;Garantie du risque exportateur;416 272 262;396 274 293;416 112 262;396 743 912
Gestion des finances publiques et des ressources humaines;302;6;Soutien des services opérationnels;0;Garantie du risque exportateur;300 046 816;297 936 668;288 277 116;304 703 744
Gestion des finances publiques et des ressources humaines;309;2;Contrôles réglementaires;0;Garantie du risque exportateur;6 588 235;9 360 000;7 000 000;9 960 000
Gestion des finances publiques et des ressources humaines;309;3;Audits, expertises, diagnostics;0;Garantie du risque exportateur;1 882 353;3 900 000;2 000 000;4 150 000
Gestion des finances publiques et des ressources humaines;309;4;Maintenance préventive;0;Garantie du risque exportateur;32 000 000;31 980 000;34 000 000;34 030 000
Gestion des finances publiques et des ressources humaines;309;5;Maintenance corrective;0;Garantie du risque exportateur;23 529 412;17 160 000;25 000 000;18 260 000
Gestion des finances publiques et des ressources humaines;309;6;Travaux lourds - Mise en conformité et remise en état;0;Garantie du risque exportateur;94 775 659;93 600 000;100 775 659;99 600 000
Immigration, asile et intégration;104;11;Accueil des étrangers primo arrivants;0;Garantie du risque exportateur;10 985 300;10 765 594;10 985 300;10 765 594
Immigration, asile et intégration;104;12;Accompagnement des étrangers primo-arrivants;0;Garantie du risque exportateur;34 378 334;30 985 478;34 378 334;30 985 478
Immigration, asile et intégration;104;14;Accès à la nationalité française;0;Garantie du risque exportateur;1 256 500;1 159 800;1 820 000;1 722 800
Immigration, asile et intégration;104;15;Accompagnement des réfugiés;0;Garantie du risque exportateur;14 145 566;16 166 128;14 145 566;16 166 128
Immigration, asile et intégration;303;1;Circulation des étrangers et politique des visas;0;Garantie du risque exportateur;1 495 000;1 420 000;1 495 000;1 420 000
Immigration, asile et intégration;303;2;Garantie de l'exercice du droit d'asile;0;Garantie du risque exportateur;498 547 000;509 731 000;498 547 000;509 731 000
Immigration, asile et intégration;303;3;Lutte contre l'immigration irrégulière;0;Garantie du risque exportateur;63 410 000;63 627 000;73 411 000;73 802 000
Immigration, asile et intégration;303;4;Soutien;0;Garantie du risque exportateur;23 205 000;22 104 140;24 004 000;21 503 140
Justice;101;1;Aide juridictionnelle;0;Garantie du risque exportateur;345 406 000;336 265 104;345 406 000;336 265 104
Justice;101;2;Développement de l'accès au droit et du réseau judiciaire de proximité;0;Garantie du risque exportateur;5 498 500;5 000 000;5 498 500;5 000 000
Justice;101;3;Aide aux victimes;0;Garantie du risque exportateur;13 845 666;18 263 735;13 845 666;16 850 000
Justice;101;4;Médiation familiale et espaces de rencontre;0;Garantie du risque exportateur;3 249 000;3 250 000;3 249 000;3 250 000
Justice;101;5;Indemnisation des avoués;0;Garantie du risque exportateur;0;1 700 000;0;1 700 000
Justice;107;1;Garde et contrôle des personnes placées sous main de justice;0;Garantie du risque exportateur;1 760 498 886;2 116 364 824;1 951 208 886;2 060 864 824
Justice;107;2;Accueil et accompagnement des personnes placées sous main de justice;0;Garantie du risque exportateur;819 704 584;2 335 566 451;1 023 104 584;1 068 508 155
Justice;107;4;Soutien et formation;0;Garantie du risque exportateur;262 207 777;273 184 671;255 228 489;267 184 671
Justice;166;1;Traitement et jugement des contentieux civils;0;Garantie du risque exportateur;949 993 595;928 054 748;949 969 018;928 054 748
Justice;166;2;Conduite de la politique pénale et jugement des affaires pénales;0;Garantie du risque exportateur;1 002 639 127;961 552 759;1 002 540 120;961 552 759
Justice;166;3;Cassation;0;Garantie du risque exportateur;58 473 416;58 521 767;58 473 412;58 521 767
Justice;166;5;Enregistrement des décisions judiciaires;0;Garantie du risque exportateur;12 213 840;12 152 746;12 213 840;12 152 746
Justice;166;6;Soutien;0;Garantie du risque exportateur;1 017 262 131;908 314 717;945 587 366;978 404 965
Justice;166;7;Formation;0;Garantie du risque exportateur;111 538 411;111 584 201;111 538 411;111 584 201
Justice;166;8;Support à l'accès au droit et à la justice;0;Garantie du risque exportateur;30 033 589;28 623 546;30 033 589;28 623 546
Justice;182;1;Mise en oeuvre des décisions judiciaires;0;Garantie du risque exportateur;650 779 337;652 308 493;655 424 924;652 824 591
Justice;182;3;Soutien;0;Garantie du risque exportateur;99 381 193;98 012 481;98 735 606;97 596 383
Justice;182;4;Formation;0;Garantie du risque exportateur;29 022 094;29 958 134;29 022 094;27 358 134
Justice;310;1;État major;0;Garantie du risque exportateur;9 664 299;9 805 000;9 664 299;9 805 000
Justice;310;2;Activité normative;0;Garantie du risque exportateur;22 787 373;22 500 000;22 787 373;22 500 000
Justice;310;3;Évaluation, contrôle, études et recherche;0;Garantie du risque exportateur;14 782 735;16 001 365;14 782 735;16 001 365
Justice;310;4;Gestion de l'administration centrale;0;Garantie du risque exportateur;200 698 572;157 526 180;106 385 762;119 766 180
Justice;310;9;Action informatique ministérielle;0;Garantie du risque exportateur;120 570 508;115 800 000;121 770 508;114 900 000
Justice;310;10;Action sociale ministérielle;0;Garantie du risque exportateur;35 372 237;35 800 000;35 372 237;35 800 000
Justice;335;1;Conseil supérieur de la magistrature;0;Garantie du risque exportateur;3 794 566;3 649 921;4 183 707;4 365 842
Médias, livre et industries culturelles;180;1;Relations financières avec l'AFP;0;Garantie du risque exportateur;123 001 014;126 140 282;123 001 014;126 140 282
Médias, livre et industries culturelles;180;2;Aides à la presse;0;Garantie du risque exportateur;134 070 500;130 117 832;134 070 500;130 117 832
Médias, livre et industries culturelles;313;1;France Télévisions;0;Garantie du risque exportateur;112 705 429;160 416 710;112 705 429;160 416 710
Médias, livre et industries culturelles;313;10;Soutien à l'expression radiophonique locale;0;Garantie du risque exportateur;0;29 000 000;0;29 000 000
Médias, livre et industries culturelles;334;1;Livre et lecture;0;Garantie du risque exportateur;305 063 600;261 225 635;251 269 700;258 252 519
Médias, livre et industries culturelles;334;2;Industries culturelles;0;Garantie du risque exportateur;10 528 568;10 302 140;10 528 568;10 302 140
Outre-mer;123;1;Logement;0;Garantie du risque exportateur;272 758 664;247 650 000;243 500 000;243 688 461
Outre-mer;123;2;Aménagement  du territoire;0;Garantie du risque exportateur;145 364 843;145 794 897;164 110 000;173 881 418
Outre-mer;123;3;Continuité territoriale;0;Garantie du risque exportateur;51 450 000;41 152 875;51 450 000;41 152 875
Outre-mer;123;4;Sanitaire, social, culture, jeunesse et sports;0;Garantie du risque exportateur;6 789 807;6 650 000;6 789 807;6 650 000
Outre-mer;123;6;Collectivités territoriales;0;Garantie du risque exportateur;186 120 622;191 472 010;171 258 977;182 434 566
Outre-mer;123;7;Insertion économique et coopération régionales;0;Garantie du risque exportateur;1 920 100;1 000 000;1 920 100;1 000 000
Outre-mer;123;8;Fonds exceptionnel d'investissement;0;Garantie du risque exportateur;50 000 000;40 000 000;25 500 000;26 165 543
Outre-mer;123;9;Appui à l'accès aux financements bancaires;0;Garantie du risque exportateur;28 300 000;28 300 000;6 925 834;9 638 420
Outre-mer;138;1;Soutien aux entreprises;0;Garantie du risque exportateur;1 154 749 559;1 136 309 516;1 147 249 559;1 136 809 516
Outre-mer;138;2;Aide à l'insertion et à la qualification professionnelle;0;Garantie du risque exportateur;244 744 532;253 868 624;235 946 032;240 118 624
Outre-mer;138;3;Pilotage des politiques des outre-mer;0;Garantie du risque exportateur;2 904 000;2 745 377;2 904 000;2 745 377
Politique des territoires;112;1;Attractivité économique et compétitivité des territoires;0;Garantie du risque exportateur;110 385 765;88 920 810;106 533 765;95 576 267
Politique des territoires;112;2;Développement solidaire et équilibré des territoires;0;Garantie du risque exportateur;124 430 785;89 495 000;139 459 583;130 892 971
Politique des territoires;112;4;Instruments de pilotage et d'étude;0;Garantie du risque exportateur;35 106 097;44 111 362;35 106 097;44 111 362
Politique des territoires;147;1;Actions territorialisées et Dispositifs spécifiques de la politique de la ville;0;Garantie du risque exportateur;332 610 327;332 400 000;332 610 327;332 400 000
Politique des territoires;147;2;Revitalisation économique et emploi;0;Garantie du risque exportateur;130 727 591;90 155 000;118 500 364;90 155 000
Politique des territoires;147;3;Stratégie, ressources et évaluation;0;Garantie du risque exportateur;42 103 118;33 199 099;42 130 743;33 482 829
Politique des territoires;147;4;Rénovation urbaine et amélioration du cadre de vie;0;Garantie du risque exportateur;25 000;0;2 936 503;880 000
Politique des territoires;162;2;Eau - Agriculture en Bretagne;0;Garantie du risque exportateur;7 341 830;7 171 830;7 192 220;8 241 188
Politique des territoires;162;4;Programme exceptionnel d'investissements en faveur de la Corse;0;Garantie du risque exportateur;22 052 920;16 344 550;23 053 056;19 105 053
Politique des territoires;162;6;Plan gouvernemental sur le Marais Poitevin - Poitou Charentes;0;Garantie du risque exportateur;4 741 363;4 010 000;5 091 130;3 683 715
Politique des territoires;162;8;Plan chlordécone en Martinique et en Guadeloupe;0;Garantie du risque exportateur;2 692 182;2 626 560;2 692 869;2 626 560
Pouvoirs publics;501;1;Présidence de la République;0;Garantie du risque exportateur;101 660 000;100 000 000;101 660 000;100 000 000
Pouvoirs publics;511;1;Assemblée nationale;0;Garantie du risque exportateur;517 890 000;517 890 000;517 890 000;517 890 000
Pouvoirs publics;521;1;Sénat;0;Garantie du risque exportateur;311 627 700;311 627 700;311 627 700;311 627 700
Pouvoirs publics;521;2;Jardin du Luxembourg;0;Garantie du risque exportateur;11 956 900;11 956 900;11 956 900;11 956 900
Pouvoirs publics;521;3;Musée du Luxembourg;0;Garantie du risque exportateur;0;0;0;0
Pouvoirs publics;531;1;Conseil constitutionnel;0;Garantie du risque exportateur;10 776 000;10 190 000;10 776 000;10 190 000
Pouvoirs publics;532;1;Haute Cour;0;Garantie du risque exportateur;0;0;0;0
Pouvoirs publics;533;1;Cour de justice de la République;0;Garantie du risque exportateur;866 600;861 500;866 600;861 500
Pouvoirs publics;541;1;La chaîne parlementaire - Assemblée nationale;0;Garantie du risque exportateur;16 641 162;16 641 162;16 641 162;16 641 162
Pouvoirs publics;541;2;Public Sénat;0;Garantie du risque exportateur;18 569 000;18 848 000;18 569 000;18 848 000
Pouvoirs publics;542;1;Indemnités des représentants français au Parlement européen;0;Garantie du risque exportateur;0;0;0;0
Crédits non répartis;551;1;Provision relative aux rémunérations publiques;0;Garantie du risque exportateur;0;0;0;0
Crédits non répartis;552;1;Dépenses accidentelles et imprévisibles;0;Garantie du risque exportateur;335 000 000;465 278 296;35 000 000;165 278 296
Recherche et enseignement supérieur;142;1;Enseignement supérieur;0;Garantie du risque exportateur;276 120 283;297 757 233;276 120 283;294 257 233
Recherche et enseignement supérieur;142;2;Recherche, développement et transfert de technologie;0;Garantie du risque exportateur;35 886 648;36 312 128;35 886 648;36 312 128
Recherche et enseignement supérieur;150;1;Formation initiale et continue du baccalauréat à la licence;0;Garantie du risque exportateur;2 842 803 786;2 882 344 011;2 842 803 786;2 882 344 011
Recherche et enseignement supérieur;150;2;Formation initiale et continue de niveau master;0;Garantie du risque exportateur;2 375 790 047;2 381 144 391;2 375 790 047;2 381 144 391
Recherche et enseignement supérieur;150;3;Formation initiale et continue de niveau doctorat;0;Garantie du risque exportateur;353 674 136;351 647 169;353 674 136;351 647 169
Recherche et enseignement supérieur;150;4;Établissements d'enseignement privés;0;Garantie du risque exportateur;79 665 852;78 895 852;79 665 852;78 895 852
Recherche et enseignement supérieur;150;5;Bibliothèques et documentation;0;Garantie du risque exportateur;433 532 960;431 549 636;433 532 960;431 549 636
Recherche et enseignement supérieur;150;13;Diffusion des savoirs et musées;0;Garantie du risque exportateur;107 955 691;106 364 231;107 955 691;106 364 231
Recherche et enseignement supérieur;150;14;Immobilier;0;Garantie du risque exportateur;1 079 144 924;1 159 007 003;1 323 466 591;1 244 881 167
Recherche et enseignement supérieur;150;15;Pilotage et support du programme;0;Garantie du risque exportateur;1 496 155 135;1 512 741 627;1 496 155 135;1 512 741 627
Recherche et enseignement supérieur;150;17;Recherche;0;Garantie du risque exportateur;0;3 798 175 392;0;3 798 175 392
Recherche et enseignement supérieur;172;1;Pilotage et animation;0;Garantie du risque exportateur;142 743 443;142 261 481;142 743 443;142 261 481
Recherche et enseignement supérieur;172;2;Agence nationale de la recherche;0;Garantie du risque exportateur;605 154 491;605 154 491;605 154 491;610 034 429
Recherche et enseignement supérieur;172;11;Recherches interdisciplinaires et transversales;0;Garantie du risque exportateur;62 420 918;62 938 298;62 420 918;62 938 298
Recherche et enseignement supérieur;172;12;Diffusion, valorisation et transfert des connaissances et des technologies;0;Garantie du risque exportateur;153 472 088;149 113 807;153 472 088;149 113 807
Recherche et enseignement supérieur;172;13;Grandes infrastructures de recherche;0;Garantie du risque exportateur;291 897 000;290 433 000;291 897 000;290 433 000
Recherche et enseignement supérieur;172;14;Moyens généraux et d'appui à la recherche;0;Garantie du risque exportateur;778 948 917;781 029 768;778 948 917;781 029 768
Recherche et enseignement supérieur;172;15;Recherches scientifiques et technologiques en sciences de la vie et de la santé;0;Garantie du risque exportateur;1 217 934 845;1 217 124 182;1 217 934 845;1 217 124 182
Recherche et enseignement supérieur;172;16;Recherches scientifiques et technologiques en sciences et techniques de l'information;0;Garantie du risque exportateur;985 814 036;985 468 687;985 814 036;985 468 687
Recherche et enseignement supérieur;172;17;Recherches scientifiques et technologiques dans le domaine de l'énergie;0;Garantie du risque exportateur;579 014 665;579 914 926;579 014 665;579 914 926
Recherche et enseignement supérieur;172;18;Recherches scientifiques et technologiques dans le domaine de l'environnement;0;Garantie du risque exportateur;1 094 882 020;1 100 882 560;1 094 882 020;1 100 882 560
Recherche et enseignement supérieur;172;19;Recherches scientifiques et technologiques en sciences humaines et sciences sociales;0;Garantie du risque exportateur;418 968 730;405 758 402;418 968 730;405 758 402
Recherche et enseignement supérieur;186;1;Recherche culturelle;0;Garantie du risque exportateur;8 786 376;8 786 376;8 786 376;8 786 376
Recherche et enseignement supérieur;186;3;Culture scientifique et technique;0;Garantie du risque exportateur;103 853 322;108 518 322;105 753 322;108 353 322
