Gestion;2015;;;;;;;;
Type Budget;Budget général;;;;;;;;
;;;;;;Données;;;
Mission;Programme;Action;Libellé action;Sous-action;Libellé SSA;AELF 2014;AEPLF; CPLF 2014; CPPLF
Défense;178;4;Préparation des forces aériennes;4;Activités des forces aériennes stratégiques;45 030 900;140 514 871;45 030 900;137 764 871
Défense;178;4;Préparation des forces aériennes;5;Ressources humaines des forces aériennes;2 598 729 135;71 655 707;2 598 729 135;71 116 195
Défense;178;4;Préparation des forces aériennes;6;Entretien et équipements des forces aériennes;1 547 839 617;1 676 667 190;1 435 805 293;1 377 515 568
Défense;178;4;Préparation des forces aériennes;9;Service industriel aéronautique (SIAé);0;0;0;0
Défense;178;5;Logistique et soutien interarmées;0;Service industriel aéronautique (SIAé);4 057 596 390;1 464 237 938;3 852 413 904;1 256 308 100
Défense;178;5;Logistique et soutien interarmées;80;Fonction santé;1 032 315 777;238 995 948;934 418 659;139 207 720
Défense;178;5;Logistique et soutien interarmées;81;Fonction pétrolière;157 968 274;32 633 336;157 661 397;31 834 608
Défense;178;5;Logistique et soutien interarmées;82;Soutien des forces par les bases de défense;2 355 347 306;839 990 275;2 244 362 067;734 479 400
Défense;178;5;Logistique et soutien interarmées;83;Soutiens complémentaires;142 260 557;132 642 838;146 460 557;136 160 718
Défense;178;5;Logistique et soutien interarmées;84;Service interarmées des munitions;90 251 687;9 328 802;90 197 632;9 098 764
Défense;178;5;Logistique et soutien interarmées;85;Service du commissariat aux armées;279 452 789;210 646 739;279 313 592;205 526 890
Défense;178;6;Surcoûts liés aux opérations extérieures;0;Service du commissariat aux armées;450 000 000;280 000 000;450 000 000;280 000 000
Défense;178;7;Surcoûts liés aux opérations intérieures;0;Service du commissariat aux armées;11 000 000;0;11 000 000;0
Défense;212;4;Politique immobilière;0;Service du commissariat aux armées;1 787 738 543;1 705 281 522;1 225 421 473;1 051 380 515
Défense;212;5;Systèmes d'information, d'administration et de gestion;0;Service du commissariat aux armées;132 305 420;148 720 305;132 190 593;113 449 136
Défense;212;6;Politiques des ressources humaines;0;Service du commissariat aux armées;525 970 580;129 182 990;522 370 580;129 119 990
Défense;212;6;Politiques des ressources humaines;3;Reconversion;202 429 079;32 711 802;198 829 079;32 648 802
Défense;212;6;Politiques des ressources humaines;4;Action sociale et autres politiques de ressources humaines (hors rémunérations des agents);323 541 501;96 471 188;323 541 501;96 471 188
Défense;212;8;Politique culturelle et éducative;0;Action sociale et autres politiques de ressources humaines (hors rémunérations des agents);69 146 464;28 796 300;68 737 204;28 396 300
Défense;212;8;Politique culturelle et éducative;1;Actions culturelles et mise en valeur du patrimoine;26 197 384;23 599 013;26 197 384;23 599 013
Défense;212;8;Politique culturelle et éducative;2;Gestion et communication des archives historiques de la défense;42 949 080;5 197 287;42 539 820;4 797 287
Défense;212;10;Restructurations;0;Gestion et communication des archives historiques de la défense;306 549 674;144 947 669;334 577 633;193 879 073
Défense;212;11;Pilotage, soutien et communication;0;Gestion et communication des archives historiques de la défense;744 805 581;440 267 880;695 358 859;444 594 876
Défense;212;50;"Recherche et exploitation du renseignement intéressant la sécurité de la France - Personnel travaillant  pour le programme ""Environnement et prospective de la politique de défense""";0;Gestion et communication des archives historiques de la défense;0;472 224 452;0;472 224 452
Défense;212;50;"Recherche et exploitation du renseignement intéressant la sécurité de la France - Personnel travaillant  pour le programme ""Environnement et prospective de la politique de défense""";1;Renseignement extérieur;0;402 967 947;0;402 967 947
Défense;212;50;"Recherche et exploitation du renseignement intéressant la sécurité de la France - Personnel travaillant  pour le programme ""Environnement et prospective de la politique de défense""";2;Renseignement de sécurité et de défense;0;69 256 505;0;69 256 505
Défense;212;51;"Prospective de défense - Personnel travaillant  pour le programme ""Environnement et prospective de la politique de défense""";0;Renseignement de sécurité et de défense;0;85 041 291;0;85 041 291
Défense;212;51;"Prospective de défense - Personnel travaillant  pour le programme ""Environnement et prospective de la politique de défense""";1;Gestion des moyens et subventions;0;5 115 610;0;5 115 610
Défense;212;51;"Prospective de défense - Personnel travaillant  pour le programme ""Environnement et prospective de la politique de défense""";2;Prospective des systèmes de force et soutien à l'industrie;0;79 925 681;0;79 925 681
Défense;212;52;"Relations internationales - Personnel travaillant  pour le programme ""Environnement et prospective de la politique de défense""";0;Prospective des systèmes de force et soutien à l'industrie;0;71 910 467;0;71 910 467
Défense;212;52;"Relations internationales - Personnel travaillant  pour le programme ""Environnement et prospective de la politique de défense""";1;Soutien aux exportations;0;0;0;0
Défense;212;52;"Relations internationales - Personnel travaillant  pour le programme ""Environnement et prospective de la politique de défense""";2;Diplomatie de défense;0;71 910 467;0;71 910 467
Défense;212;53;"Préparation et conduite des opérations d'armement - Personnel travaillant  pour le programme  ""Équipement des forces """;0;Diplomatie de défense;0;1 893 025 191;0;1 893 025 191
Défense;212;53;"Préparation et conduite des opérations d'armement - Personnel travaillant  pour le programme  ""Équipement des forces """;1;Soutien aux opérations d'armement;0;1 893 025 191;0;1 893 025 191
Défense;212;53;"Préparation et conduite des opérations d'armement - Personnel travaillant  pour le programme  ""Équipement des forces """;2;Soutien - expérimentation-terre;0;0;0;0
Défense;212;53;"Préparation et conduite des opérations d'armement - Personnel travaillant  pour le programme  ""Équipement des forces """;3;Soutien - expérimentation-marine;0;0;0;0
Défense;212;53;"Préparation et conduite des opérations d'armement - Personnel travaillant  pour le programme  ""Équipement des forces """;4;Soutien - expérimentation-air;0;0;0;0
Défense;212;54;"Planification des moyens et conduite des opérations - Personnel travaillant  pour le programme ""Préparation et emploi des forces""";0;Soutien - expérimentation-air;0;1 076 546 677;0;1 076 546 677
Défense;212;54;"Planification des moyens et conduite des opérations - Personnel travaillant  pour le programme ""Préparation et emploi des forces""";1;Commandement des armées;0;116 675 662;0;116 675 662
Défense;212;54;"Planification des moyens et conduite des opérations - Personnel travaillant  pour le programme ""Préparation et emploi des forces""";2;Organismes interarmées à vocation opérationnelle;0;70 024 291;0;70 024 291
Défense;212;54;"Planification des moyens et conduite des opérations - Personnel travaillant  pour le programme ""Préparation et emploi des forces""";3;Organismes interarmées à vocation prospective et maitrise des armements;0;46 682 861;0;46 682 861
Défense;212;54;"Planification des moyens et conduite des opérations - Personnel travaillant  pour le programme ""Préparation et emploi des forces""";4;Enseignement interarmées;0;93 365 721;0;93 365 721
Défense;212;54;"Planification des moyens et conduite des opérations - Personnel travaillant  pour le programme ""Préparation et emploi des forces""";5;Participations organismes multinationaux et étrangers;0;140 048 583;0;140 048 583
Défense;212;54;"Planification des moyens et conduite des opérations - Personnel travaillant  pour le programme ""Préparation et emploi des forces""";6;Renseignement d'intérêt militaire;0;127 528 362;0;127 528 362
Défense;212;54;"Planification des moyens et conduite des opérations - Personnel travaillant  pour le programme ""Préparation et emploi des forces""";7;Systèmes d'information et de communication;0;482 221 197;0;482 221 197
Défense;212;55;"Préparation des forces terrestres - Personnel travaillant pour le programme ""Préparation et emploi des forces""";0;Systèmes d'information et de communication;0;5 944 952 136;0;5 944 952 136
Défense;212;55;"Préparation des forces terrestres - Personnel travaillant pour le programme ""Préparation et emploi des forces""";1;Ressources humaines des forces terrestres;0;5 944 952 136;0;5 944 952 136
Défense;212;56;"Préparation des forces navales - Personnel travaillant pour le programme ""Préparation et emploi des forces""";0;Ressources humaines des forces terrestres;0;2 415 975 913;0;2 415 975 913
Défense;212;56;"Préparation des forces navales - Personnel travaillant pour le programme ""Préparation et emploi des forces""";1;Ressources humaines des forces navales;0;2 415 975 913;0;2 415 975 913
Défense;212;56;"Préparation des forces navales - Personnel travaillant pour le programme ""Préparation et emploi des forces""";2;Rémunérations des ouvriers de l'Etat de la DCNS;0;0;0;0
Défense;212;57;"Préparation des forces aériennes- Personnel travaillant pour le programme ""Préparation et emploi des forces""";0;Rémunérations des ouvriers de l'Etat de la DCNS;0;2 461 978 115;0;2 461 978 115
Défense;212;57;"Préparation des forces aériennes- Personnel travaillant pour le programme ""Préparation et emploi des forces""";1;Ressources humaines des forces aériennes;0;2 461 978 115;0;2 461 978 115
Défense;212;57;"Préparation des forces aériennes- Personnel travaillant pour le programme ""Préparation et emploi des forces""";2;Service industriel aéronautique(SIAé);0;0;0;0
Défense;212;58;"Logistique et soutien interarmées - Personnel travaillant pour le programme ""Préparation et emploi des forces""";0;Service industriel aéronautique(SIAé);0;2 710 082 374;0;2 710 082 374
Défense;212;58;"Logistique et soutien interarmées - Personnel travaillant pour le programme ""Préparation et emploi des forces""";1;Fonction pétrolière;0;121 802 258;0;121 802 258
Défense;212;58;"Logistique et soutien interarmées - Personnel travaillant pour le programme ""Préparation et emploi des forces""";2;Soutien des forces par les bases de défense;0;1 481 958 332;0;1 481 958 332
Défense;212;58;"Logistique et soutien interarmées - Personnel travaillant pour le programme ""Préparation et emploi des forces""";3;Soutiens complémentaires;0;16 964 172;0;16 964 172
Défense;212;58;"Logistique et soutien interarmées - Personnel travaillant pour le programme ""Préparation et emploi des forces""";4;Service interarmées des munitions;0;78 017 024;0;78 017 024
Défense;212;58;"Logistique et soutien interarmées - Personnel travaillant pour le programme ""Préparation et emploi des forces""";5;Service du commissariat des armées;0;243 337 477;0;243 337 477
Défense;212;58;"Logistique et soutien interarmées - Personnel travaillant pour le programme ""Préparation et emploi des forces""";6;Fonction santé;0;768 003 111;0;768 003 111
Défense;212;59;"Surcoûts liés aux opérations - Personnel travaillant pour le programme ""Préparation et emploi des forces""";0;Fonction santé;0;181 000 000;0;181 000 000
Défense;212;59;"Surcoûts liés aux opérations - Personnel travaillant pour le programme ""Préparation et emploi des forces""";1;Surcoûts liés aux opérations extérieures;0;170 000 000;0;170 000 000
Défense;212;59;"Surcoûts liés aux opérations - Personnel travaillant pour le programme ""Préparation et emploi des forces""";2;Surcoûts liés aux opérations intérieures;0;11 000 000;0;11 000 000
Défense;212;60;"Politique immobilière - Personnel travaillant pour l'action ""Politique immobilière""";0;Surcoûts liés aux opérations intérieures;0;312 965 158;0;312 965 158
Défense;212;61;"Politiques des ressources humaines - Personnel travaillant pour l'action ""Politiques des ressources""";0;Surcoûts liés aux opérations intérieures;0;319 487 564;0;319 487 564
Défense;212;61;"Politiques des ressources humaines - Personnel travaillant pour l'action ""Politiques des ressources""";1;Actions sociales et autres politiques des ressources humaines;0;180 152 628;0;180 152 628
Défense;212;61;"Politiques des ressources humaines - Personnel travaillant pour l'action ""Politiques des ressources""";2;Reconversion des personnels militaires - Chômage;0;116 149 924;0;116 149 924
Défense;212;61;"Politiques des ressources humaines - Personnel travaillant pour l'action ""Politiques des ressources""";3;Reconversion des personnels civils - Chômage;0;23 185 012;0;23 185 012
Défense;212;62;"Politique culturelle et éducative - gestion et communication des archives historiques de la défense - Personnel travaillant pour l'action ""Politique culturelle et éducative""";0;Reconversion des personnels civils - Chômage;0;37 414 491;0;37 414 491
Défense;212;63;"Restructurations - Personnel travaillant pour l'action ""Restructurations""";0;Reconversion des personnels civils - Chômage;0;180 854 630;0;180 854 630
Défense;212;63;"Restructurations - Personnel travaillant pour l'action ""Restructurations""";1;Restructurations Personnels civils;0;61 392 110;0;61 392 110
Défense;212;63;"Restructurations - Personnel travaillant pour l'action ""Restructurations""";2;Restructurations Personnels militaires;0;119 462 520;0;119 462 520
Défense;212;64;"Pilotage, soutien et communication -  Personnel travaillant pour l'action ""Pilotage, soutien et communication""";0;Restructurations Personnels militaires;0;485 027 347;0;485 027 347
Défense;212;64;"Pilotage, soutien et communication -  Personnel travaillant pour l'action ""Pilotage, soutien et communication""";1;Personnel du SGA employeur;0;303 265 237;0;303 265 237
Défense;212;64;"Pilotage, soutien et communication -  Personnel travaillant pour l'action ""Pilotage, soutien et communication""";2;Personnel des cabinets et des organismes rattachés;0;72 275 124;0;72 275 124
Défense;212;64;"Pilotage, soutien et communication -  Personnel travaillant pour l'action ""Pilotage, soutien et communication""";3;Effectifs sortants remboursés;0;0;0;0
Défense;212;64;"Pilotage, soutien et communication -  Personnel travaillant pour l'action ""Pilotage, soutien et communication""";4;Effectifs sortants non remboursés;0;10 833 400;0;10 833 400
Défense;212;64;"Pilotage, soutien et communication -  Personnel travaillant pour l'action ""Pilotage, soutien et communication""";5;Présidence de la République;0;0;0;0
Défense;212;64;"Pilotage, soutien et communication -  Personnel travaillant pour l'action ""Pilotage, soutien et communication""";6;Ecole des mousses et classes préparatoires des lycées de la défense;0;1 989 361;0;1 989 361
Défense;212;64;"Pilotage, soutien et communication -  Personnel travaillant pour l'action ""Pilotage, soutien et communication""";7;Personnel de l'action sociale;0;57 056 665;0;57 056 665
Défense;212;64;"Pilotage, soutien et communication -  Personnel travaillant pour l'action ""Pilotage, soutien et communication""";8;Personnel de l'agence de reconversion de la Défense;0;39 607 560;0;39 607 560
Défense;212;65;"Journée défense et citoyenneté - Personnel travaillant pour le programme ""Liens entre la Nation et son armée""";0;Personnel de l'agence de reconversion de la Défense;0;73 333 775;0;73 333 775
Direction de l'action du Gouvernement;129;1;Coordination du travail gouvernemental;0;Personnel de l'agence de reconversion de la Défense;136 773 511;137 681 565;139 373 541;137 681 565
Direction de l'action du Gouvernement;129;2;Coordination de la sécurité et de la défense;0;Personnel de l'agence de reconversion de la Défense;242 148 587;261 487 201;244 196 292;293 302 183
Direction de l'action du Gouvernement;129;3;Coordination de la politique européenne;0;Personnel de l'agence de reconversion de la Défense;15 992 625;16 425 191;15 992 625;16 425 191
Direction de l'action du Gouvernement;129;10;Soutien;0;Personnel de l'agence de reconversion de la Défense;74 585 869;77 197 609;78 246 606;81 065 566
Direction de l'action du Gouvernement;129;11;Stratégie et prospective;0;Personnel de l'agence de reconversion de la Défense;26 493 323;26 271 828;26 493 323;26 271 828
Direction de l'action du Gouvernement;129;13;Ordre de la Légion d'honneur;0;Personnel de l'agence de reconversion de la Défense;25 606 353;27 027 946;25 606 353;27 027 946
Direction de l'action du Gouvernement;129;14;Ordre de la Libération;0;Personnel de l'agence de reconversion de la Défense;1 354 652;1 384 652;1 354 652;1 384 652
Direction de l'action du Gouvernement;129;15;Mission interministérielle de lutte contre les drogues et les conduites addictives;0;Personnel de l'agence de reconversion de la Défense;20 661 060;19 634 250;20 661 060;19 634 250
Direction de l'action du Gouvernement;308;2;Commission nationale de l'informatique et des libertés;0;Personnel de l'agence de reconversion de la Défense;15 885 711;22 996 339;17 934 431;18 906 566
Direction de l'action du Gouvernement;308;3;Conseil supérieur de l'audiovisuel;0;Personnel de l'agence de reconversion de la Défense;31 013 447;38 035 396;35 763 447;38 035 396
Direction de l'action du Gouvernement;308;5;Contrôleur général des lieux de privation de liberté;0;Personnel de l'agence de reconversion de la Défense;5 170 567;4 781 456;4 555 449;4 921 415
Direction de l'action du Gouvernement;308;6;Autres autorités indépendantes;0;Personnel de l'agence de reconversion de la Défense;3 095 581;3 323 741;3 095 581;3 323 741
Direction de l'action du Gouvernement;308;7;Sécurité et protection des libertés;0;Personnel de l'agence de reconversion de la Défense;806 704;788 147;806 704;788 147
Direction de l'action du Gouvernement;308;9;Défenseur des droits;0;Personnel de l'agence de reconversion de la Défense;39 199 277;25 349 095;29 472 667;29 238 117
Direction de l'action du Gouvernement;308;10;Haute autorité pour la transparence de la vie publique;0;Personnel de l'agence de reconversion de la Défense;3 747 946;3 136 711;2 847 946;3 636 711
Direction de l'action du Gouvernement;333;1;Fonctionnement courant des directions départementales interministérielles;0;Personnel de l'agence de reconversion de la Défense;91 500 000;89 890 716;91 500 000;89 890 716
Direction de l'action du Gouvernement;333;2;Loyers et charges immobilières des administrations déconcentrées;0;Personnel de l'agence de reconversion de la Défense;395 810 726;403 904 686;350 510 191;348 984 000
Direction de l'action du Gouvernement;333;3;Emplois déconcentrés des services du Premier ministre;0;Personnel de l'agence de reconversion de la Défense;106 827 046;106 452 621;106 827 046;106 452 621
Écologie, développement et mobilité durables;113;1;Sites, paysages, publicité;0;Personnel de l'agence de reconversion de la Défense;7 156 698;6 000 000;6 168 898;6 000 000
Écologie, développement et mobilité durables;113;2;logistique, formation et contentieux;0;Personnel de l'agence de reconversion de la Défense;6 480 499;5 933 672;6 136 414;5 933 672
Écologie, développement et mobilité durables;113;7;Gestion des milieux et biodiversité;0;Personnel de l'agence de reconversion de la Défense;263 524 711;265 093 735;261 727 460;263 993 735
Écologie, développement et mobilité durables;159;1;Production de l'information géographique;0;Personnel de l'agence de reconversion de la Défense;81 168 800;82 025 000;81 168 800;82 025 000
Écologie, développement et mobilité durables;159;2;Recherche dans le domaine de l'information géographique;0;Personnel de l'agence de reconversion de la Défense;15 231 229;14 475 000;15 231 229;14 475 000
Écologie, développement et mobilité durables;159;3;Pilotage de la politique d'information géographique;0;Personnel de l'agence de reconversion de la Défense;560 000;532 000;560 000;532 000
Écologie, développement et mobilité durables;170;1;Observation et prévision météorologiques;0;Personnel de l'agence de reconversion de la Défense;185 352 497;183 152 000;185 352 497;183 152 000
Écologie, développement et mobilité durables;170;2;Recherche dans le domaine météorologique;0;Personnel de l'agence de reconversion de la Défense;22 908 736;22 628 000;22 908 736;22 628 000
Écologie, développement et mobilité durables;174;1;Politique de l'énergie;0;Personnel de l'agence de reconversion de la Défense;5 828 000;5 507 500;6 188 324;5 952 691
Écologie, développement et mobilité durables;174;4;Gestion économique et sociale de l'après-mines;0;Personnel de l'agence de reconversion de la Défense;548 523 962;503 697 000;553 423 962;506 797 000
Écologie, développement et mobilité durables;174;5;Lutte contre le changement climatique;0;Personnel de l'agence de reconversion de la Défense;34 531 344;31 160 000;34 531 344;31 160 000
Écologie, développement et mobilité durables;174;6;Soutien;0;Personnel de l'agence de reconversion de la Défense;1 647 446;1 263 647;1 647 446;1 263 647
Écologie, développement et mobilité durables;181;1;Prévention des risques technologiques et des pollutions;0;Personnel de l'agence de reconversion de la Défense;248 209 343;167 923 412;110 409 343;107 855 412
Écologie, développement et mobilité durables;181;9;Contrôle de la sûreté nucléaire et de la radioprotection;0;Personnel de l'agence de reconversion de la Défense;54 145 071;54 170 170;59 160 343;59 185 442
Écologie, développement et mobilité durables;181;10;Prévention des risques naturels et hydrauliques;0;Personnel de l'agence de reconversion de la Défense;37 840 000;40 155 000;37 840 000;40 155 000
Écologie, développement et mobilité durables;181;11;Gestion de l'après-mine et travaux de mise en sécurité, indemnisations et expropriations sur les sites;0;Personnel de l'agence de reconversion de la Défense;41 800 000;41 800 000;41 800 000;41 800 000
Écologie, développement et mobilité durables;203;1;Développement des infrastructures routières;0;Personnel de l'agence de reconversion de la Défense;0;0;0;0
Écologie, développement et mobilité durables;203;10;Infrastructures de transports collectifs et ferroviaires;0;Personnel de l'agence de reconversion de la Défense;2 886 233 825;2 476 968 610;2 886 233 825;2 476 968 610
Écologie, développement et mobilité durables;203;11;Infrastructures fluviales, portuaires et aéroportuaires;0;Personnel de l'agence de reconversion de la Défense;324 912 844;318 098 595;338 198 188;325 098 595
Écologie, développement et mobilité durables;203;12;Entretien et exploitation du réseau routier national;0;Personnel de l'agence de reconversion de la Défense;331 921 078;332 094 078;337 381 078;337 784 078
Écologie, développement et mobilité durables;203;13;Soutien, régulation, contrôle et sécurité des services de transports terrestres;0;Personnel de l'agence de reconversion de la Défense;48 973 937;48 797 536;53 973 937;53 797 536
Écologie, développement et mobilité durables;203;14;Soutien, régulation et contrôle dans les domaines des transports fluviaux, maritimes et aériens;0;Personnel de l'agence de reconversion de la Défense;23 745 042;24 175 126;27 945 042;30 095 126
Écologie, développement et mobilité durables;203;15;Stratégie et soutien;0;Personnel de l'agence de reconversion de la Défense;18 942 607;18 250 000;18 942 607;18 250 000
Écologie, développement et mobilité durables;205;1;Sécurité et sûreté maritimes;0;Personnel de l'agence de reconversion de la Défense;26 138 328;26 077 418;26 607 347;26 517 418
Écologie, développement et mobilité durables;205;2;Gens de mer et enseignement maritime;0;Personnel de l'agence de reconversion de la Défense;30 201 719;30 205 719;30 201 719;30 205 719
Écologie, développement et mobilité durables;205;3;Flotte de commerce;0;Personnel de l'agence de reconversion de la Défense;71 065 000;69 815 200;71 065 000;69 815 200
Écologie, développement et mobilité durables;205;4;Action interministérielle de la mer;0;Personnel de l'agence de reconversion de la Défense;10 150 304;10 099 359;10 235 304;10 221 343
Écologie, développement et mobilité durables;205;5;Soutien au programme;0;Personnel de l'agence de reconversion de la Défense;6 054 729;7 459 705;6 454 729;6 459 705
Écologie, développement et mobilité durables;205;6;Gestion durable des Pêches et de  l'Aquaculture;0;Personnel de l'agence de reconversion de la Défense;48 047 000;47 930 616;48 047 000;47 930 616
Écologie, développement et mobilité durables;217;1;Stratégie, expertise et études en matière de développement durable;0;Personnel de l'agence de reconversion de la Défense;249 718 472;247 642 967;249 718 472;247 642 967
Écologie, développement et mobilité durables;217;2;Fonction juridique;0;Personnel de l'agence de reconversion de la Défense;2 892 798;2 809 211;2 892 798;2 809 211
Écologie, développement et mobilité durables;217;3;Politique et programmation de l'immobilier et des moyens de fonctionnement;0;Personnel de l'agence de reconversion de la Défense;536 767 329;682 178 375;164 659 569;158 612 692
Écologie, développement et mobilité durables;217;4;Politique et gestion des systèmes d'information et des réseaux informatiques;0;Personnel de l'agence de reconversion de la Défense;25 423 737;24 992 714;25 423 737;24 992 714
Écologie, développement et mobilité durables;217;5;Politique des ressources humaines et formation;0;Personnel de l'agence de reconversion de la Défense;207 570 928;217 933 851;207 570 928;217 933 851
Écologie, développement et mobilité durables;217;6;Action européenne et internationale;0;Personnel de l'agence de reconversion de la Défense;9 111 921;8 848 636;9 111 921;8 848 636
Écologie, développement et mobilité durables;217;7;"Personnels oeuvrant pour les politiques du programme ""Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables""";0;Personnel de l'agence de reconversion de la Défense;494 953 072;501 024 880;494 953 072;501 024 880
Écologie, développement et mobilité durables;217;8;"Personnels oeuvrant pour les politiques du programme ""Infrastructures et services de transports""";0;Personnel de l'agence de reconversion de la Défense;630 111 161;618 093 708;630 111 161;618 093 708
Écologie, développement et mobilité durables;217;9;"Personnels oeuvrant pour les politiques du programme ""Sécurité et éducation routières""";0;Personnel de l'agence de reconversion de la Défense;39 337 655;38 781 295;39 337 655;38 781 295
Écologie, développement et mobilité durables;217;11;"Personnels oeuvrant pour les politiques du programme ""Sécurité et affaires maritimes""";0;Personnel de l'agence de reconversion de la Défense;182 254 227;184 216 321;182 254 227;184 216 321
Écologie, développement et mobilité durables;217;13;"Personnels oeuvrant pour les politiques du programme ""Paysages, eau et biodiversité""";0;Personnel de l'agence de reconversion de la Défense;214 083 832;213 580 190;214 083 832;213 580 190
Écologie, développement et mobilité durables;217;15;Personnels relevant du ministère du logement et de l'égalité des territoires;0;Personnel de l'agence de reconversion de la Défense;0;0;0;0
Écologie, développement et mobilité durables;217;16;"Personnels oeuvrant pour les politiques du programme ""Prévention des risques""";0;Personnel de l'agence de reconversion de la Défense;223 785 981;233 720 377;223 785 981;233 720 377
Écologie, développement et mobilité durables;217;18;Personnels relevant de programmes d'autres ministères;0;Personnel de l'agence de reconversion de la Défense;0;0;0;0
Écologie, développement et mobilité durables;217;22;Personnels transférés aux collectivités territoriales;0;Personnel de l'agence de reconversion de la Défense;15 721 692;9 091 745;15 721 692;9 091 745
Écologie, développement et mobilité durables;217;23;"Personnels oeuvrant pour les politiques des programmes ""énergie, climat et après-mines""";0;Personnel de l'agence de reconversion de la Défense;54 708 916;55 732 443;54 708 916;55 732 443
Écologie, développement et mobilité durables;217;24;Personnels oeuvrant dans le domaine des transports aériens;0;Personnel de l'agence de reconversion de la Défense;2 041 143;2 038 783;2 041 143;2 038 783
Écologie, développement et mobilité durables;217;25;Commission nationale du débat public;0;Personnel de l'agence de reconversion de la Défense;2 426 251;2 426 251;2 426 251;2 426 251
Écologie, développement et mobilité durables;217;26;Autorité de contrôle des nuisances aéroportuaires (ACNUSA);0;Personnel de l'agence de reconversion de la Défense;1 597 058;1 597 058;1 597 058;1 597 058
Économie;134;2;Commerce, artisanat et services;0;Personnel de l'agence de reconversion de la Défense;87 861 453;77 262 608;87 861 453;66 804 440
Économie;134;3;Actions en faveur des entreprises industrielles;0;Personnel de l'agence de reconversion de la Défense;184 854 596;151 240 887;194 554 744;167 314 562
Économie;134;4;Développement des télécommunications, des postes et de la société de l'information;0;Personnel de l'agence de reconversion de la Défense;194 556 321;173 083 402;194 556 321;173 083 402
Économie;134;7;Développement international des entreprises et attractivité du territoire;0;Personnel de l'agence de reconversion de la Défense;97 110 000;108 770 209;97 110 000;108 770 209
Économie;134;8;Expertise, conseil et inspection;0;Personnel de l'agence de reconversion de la Défense;18 630 865;18 930 127;18 630 865;18 930 127
Économie;134;13;Régulation des communications électroniques et des postes (ARCEP);0;Personnel de l'agence de reconversion de la Défense;22 794 053;22 700 239;22 794 053;22 700 239
Économie;134;14;Régulation et contrôle des marchés de l'énergie (CRE);0;Personnel de l'agence de reconversion de la Défense;18 886 332;19 043 410;18 886 332;19 043 410
Économie;134;15;Mise en oeuvre du droit de la concurrence (Autorité de la concurrence);0;Personnel de l'agence de reconversion de la Défense;20 701 450;20 244 535;20 701 450;20 244 535
Économie;134;16;Régulation concurrentielle des marchés;0;Personnel de l'agence de reconversion de la Défense;72 025 466;73 951 609;72 023 117;73 951 609
Économie;134;17;Protection économique du consommateur;0;Personnel de l'agence de reconversion de la Défense;121 924 123;123 101 087;120 561 047;123 101 087
Économie;134;18;Sécurité du consommateur;0;Personnel de l'agence de reconversion de la Défense;45 223 685;45 580 237;45 222 210;45 580 237
Économie;134;20;Financement des entreprises;0;Personnel de l'agence de reconversion de la Défense;43 250 863;30 098 673;43 250 863;30 098 673
Économie;134;21;Développement du tourisme;0;Personnel de l'agence de reconversion de la Défense;34 948 717;3 594 760;37 032 710;4 882 645
Économie;220;1;Infrastructure statistique;0;Personnel de l'agence de reconversion de la Défense;150 477 955;140 665 489;150 543 988;140 519 458
Économie;220;2;Information sur les entreprises et synthèses économiques;0;Personnel de l'agence de reconversion de la Défense;52 521 763;51 838 355;52 709 762;51 948 471
Économie;220;3;Information démographique et sociale;0;Personnel de l'agence de reconversion de la Défense;68 666 782;65 469 481;69 144 653;65 733 331
Économie;220;5;Soutien;0;Personnel de l'agence de reconversion de la Défense;133 556 724;138 123 763;128 413 146;136 237 848
Économie;220;6;Action régionale;0;Personnel de l'agence de reconversion de la Défense;56 087 059;55 063 410;56 137 191;55 092 773
Économie;305;1;Définition et mise en oeuvre de la politique économique et financière de la France dans le cadre national, international et européen;0;Personnel de l'agence de reconversion de la Défense;383 994 171;373 759 844;383 994 171;373 759 844
Économie;305;2;Développement international de l'économie française;0;Personnel de l'agence de reconversion de la Défense;91 862 854;84 265 685;91 862 854;84 265 685
Économie;305;3;Elaboration de la législation fiscale;0;Personnel de l'agence de reconversion de la Défense;15 732 297;15 782 153;15 732 297;15 782 153
Économie;343;1;Réseaux d'initiative publique;0;Personnel de l'agence de reconversion de la Défense;0;1 412 000 000;0;0
Égalité des territoires et logement;109;1;Aides personnelles;0;Personnel de l'agence de reconversion de la Défense;5 087 688 259;10 967 854 015;5 087 688 259;10 967 854 015
Égalité des territoires et logement;109;2;Information relative au logement et accompagnement des publics en difficulté;0;Personnel de l'agence de reconversion de la Défense;8 094 500;8 000 000;8 094 500;8 000 000
Égalité des territoires et logement;109;3;Sécurisation des risques locatifs;0;Personnel de l'agence de reconversion de la Défense;9 000 000;9 300 000;9 000 000;9 300 000
Égalité des territoires et logement;135;1;Construction locative et amélioration du parc;0;Personnel de l'agence de reconversion de la Défense;451 647 256;405 000 000;276 829 666;171 400 000
Égalité des territoires et logement;135;2;Soutien à l'accession à la propriété;0;Personnel de l'agence de reconversion de la Défense;4 100 000;3 895 000;4 100 000;3 895 000
Égalité des territoires et logement;135;3;Lutte contre l'habitat indigne;0;Personnel de l'agence de reconversion de la Défense;6 502 500;4 800 000;6 502 500;4 800 000
