Gestion;2016;;;;;;;;;;;;;;;;;;;;
Type Budget;Budget général;;;;;;;;;;;;;;;;;;;;
;;;;;;Données;;;;;;;;;;;;;;;
Mission;Programme;Action;Libellé action;Sous-action;Libellé SSA;AELF 2015;AEPLF;AEAMT;AELF; CPLF 2015; CPPLF;CPAMT;CPLF;;;;;;;;
Santé;204;14;Prévention des maladies chroniques et qualité de vie des malades;0;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;62 662 340;54 351 796;0;54 351 796;62 662 340;54 351 796;0;54 351 796;;;;;;;;
Santé;204;15;Prévention des risques liés à l'environnement, au travail et à l'alimentation;0;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;18 211 266;19 208 187;0;19 208 187;18 211 266;19 208 187;0;19 208 187;;;;;;;;
Santé;204;16;Réponse aux alertes et gestion des urgences, des situations exceptionnelles et des crises sanitaires;0;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;11 561 045;11 300 197;0;11 300 197;11 561 045;11 300 197;0;11 300 197;;;;;;;;
Santé;204;17;Qualité, sécurité et gestion des produits de santé et du corps humain;0;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;138 622 075;134 628 290;0;134 628 290;138 622 075;134 628 290;0;134 628 290;;;;;;;;
Santé;204;18;Projets régionaux de santé;0;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;124 235 758;124 543 886;0;124 543 886;124 235 758;124 543 886;0;124 543 886;;;;;;;;
Santé;204;19;Modernisation de l'offre de soins;0;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;34 650 000;34 682 500;0;34 682 500;34 650 000;35 982 500;0;35 982 500;;;;;;;;
Sécurités;152;01;Ordre et sécurité publics;0;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;3 191 545 501;3 145 428 410;0;3 145 428 410;3 191 545 501;3 145 428 410;0;3 145 428 410;;;;;;;;
Sécurités;152;02;Sécurité routière;0;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;767 433 128;744 522 072;0;744 522 072;767 433 128;744 522 072;0;744 522 072;;;;;;;;
Sécurités;152;03;Missions de police judiciaire et concours à la justice;0;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;1 779 199 594;1 896 342 096;0;1 896 342 096;1 779 199 594;1 896 342 096;0;1 896 342 096;;;;;;;;
Sécurités;152;04;Commandement, ressources humaines et logistique;0;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;2 179 504 579;2 350 358 768;0;2 350 358 768;2 163 357 179;2 202 491 329;0;2 202 491 329;;;;;;;;
Sécurités;152;05;Exercice des missions militaires;0;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;156 640 411;133 194 746;0;133 194 746;156 640 411;133 194 746;0;133 194 746;;;;;;;;
Sécurités;161;11;Prévention et gestion de crises;0;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;27 637 068;25 873 059;0;25 873 059;32 787 823;31 056 821;0;31 056 821;;;;;;;;
Sécurités;161;12;Préparation et interventions spécialisées des moyens nationaux;0;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;234 599 606;245 678 557;0;245 678 557;254 620 702;265 606 478;0;265 606 478;;;;;;;;
Sécurités;161;13;Soutien aux acteurs de la sécurité civile;0;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;129 225 881;131 272 647;0;131 272 647;142 576 026;140 478 835;0;140 478 835;;;;;;;;
Sécurités;161;14;Fonctionnement, soutien et logistique;0;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;3 199 917;4 442 879;0;4 442 879;3 199 917;4 442 879;0;4 442 879;;;;;;;;
Sécurités;176;01;Ordre public et protection de la souveraineté;0;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;1 145 224 927;1 152 464 276;0;1 152 464 276;1 145 224 927;1 152 464 276;0;1 152 464 276;;;;;;;;
Sécurités;176;02;Sécurité et paix publiques;0;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;3 091 919 032;2 998 756 012;0;2 998 756 012;3 091 919 032;2 998 756 012;0;2 998 756 012;;;;;;;;
Sécurités;176;03;Sécurité routière;0;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;501 077 183;460 624 342;0;460 624 342;501 077 183;460 624 342;0;460 624 342;;;;;;;;
Sécurités;176;04;Police des étrangers et sûreté des transports internationaux;0;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;649 691 980;727 254 045;0;727 254 045;649 691 980;727 254 045;0;727 254 045;;;;;;;;
Sécurités;176;05;Missions de police judiciaire et concours à la justice;0;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;2 463 062 869;2 514 452 102;0;2 514 452 102;2 463 062 869;2 514 452 102;0;2 514 452 102;;;;;;;;
Sécurités;176;06;Commandement, ressources humaines et logistique;0;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;1 805 168 325;1 916 175 421;0;1 916 175 421;1 839 188 611;1 918 705 985;0;1 918 705 985;;;;;;;;
Sécurités;207;01;Observation, prospective, réglementation et soutien au programme;0;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;3 304 000;2 954 000;0;2 954 000;3 304 000;2 954 000;0;2 954 000;;;;;;;;
Sécurités;207;02;Démarches interministérielles et communication;0;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;16 580 446;14 971 846;0;14 971 846;16 580 446;14 971 846;0;14 971 846;;;;;;;;
Sécurités;207;03;Éducation routière;0;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;21 579 000;21 530 000;0;21 530 000;21 579 000;21 530 000;0;21 530 000;;;;;;;;
Solidarité, insertion et égalité des chances;124;10;Fonctionnement des services;0;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;19 975 723;18 767 573;0;18 767 573;19 975 723;18 748 742;0;18 748 742;;;;;;;;
Solidarité, insertion et égalité des chances;124;11;Systèmes d'information;0;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;27 300 000;27 895 000;0;27 895 000;27 300 000;27 895 000;0;27 895 000;;;;;;;;
Solidarité, insertion et égalité des chances;124;12;Affaires immobilières;0;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;77 783 815;63 408 134;0;63 408 134;73 682 128;73 746 553;0;73 746 553;;;;;;;;
Solidarité, insertion et égalité des chances;124;14;Communication;0;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;5 759 644;5 741 644;0;5 741 644;5 759 644;5 741 644;0;5 741 644;;;;;;;;
Solidarité, insertion et égalité des chances;124;15;Affaires européennes et internationales;0;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;6 431 876;5 953 048;0;5 953 048;6 431 876;5 953 048;0;5 953 048;;;;;;;;
Solidarité, insertion et égalité des chances;124;16;Statistiques, études et recherche;0;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;9 958 176;9 955 176;0;9 955 176;9 958 176;9 955 176;0;9 955 176;;;;;;;;
Solidarité, insertion et égalité des chances;124;17;Financement des agences régionales de santé;0;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;599 377 966;598 427 957;0;598 427 957;599 377 966;598 427 957;0;598 427 957;;;;;;;;
Solidarité, insertion et égalité des chances;124;18;Personnels mettant en oeuvre les politiques sociales et de la santé;0;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;245 766 091;233 826 087;0;233 826 087;245 766 091;233 826 087;0;233 826 087;;;;;;;;
Solidarité, insertion et égalité des chances;124;19;Personnels mettant en oeuvre les politiques du sport, de la jeunesse, de l'éducation populaire et de la vie associative;0;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;298 305 083;321 964 012;0;321 964 012;298 305 083;321 964 012;0;321 964 012;;;;;;;;
Solidarité, insertion et égalité des chances;124;20;Personnels mettant en oeuvre les politiques pour les droits des femmes;0;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;14 015 907;14 275 529;0;14 275 529;14 015 907;14 275 529;0;14 275 529;;;;;;;;
Solidarité, insertion et égalité des chances;124;21;Personnels mettant en uvre les politiques de la ville, du logement et de l'hébergement;0;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;43 615 253;43 345 860;0;43 345 860;43 615 253;43 345 860;0;43 345 860;;;;;;;;
Solidarité, insertion et égalité des chances;124;22;Personnels transversaux et de soutien;0;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;125 680 704;115 116 805;0;115 116 805;125 680 704;115 116 805;0;115 116 805;;;;;;;;
Solidarité, insertion et égalité des chances;124;23;Autres dépenses de personnel;0;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;21 847 547;26 806 581;0;26 806 581;21 847 547;26 806 581;0;26 806 581;;;;;;;;
Solidarité, insertion et égalité des chances;137;11;Actions et expérimentations pour la culture de l'égalité et en faveur de l'égalité professionnelle, politique et sociale;0;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;2 115 054;5 023 900;0;5 023 900;2 115 054;5 023 900;0;5 023 900;;;;;;;;
Solidarité, insertion et égalité des chances;137;12;Promotion des droits, prévention et lutte contre les violences sexistes;0;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;15 175 561;15 754 300;0;15 754 300;15 175 561;15 754 300;0;15 754 300;;;;;;;;
Solidarité, insertion et égalité des chances;137;13;Soutien du programme égalité entre les femmes et les hommes;0;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;1 387 984;1 195 500;0;1 195 500;1 387 984;1 195 500;0;1 195 500;;;;;;;;
Solidarité, insertion et égalité des chances;137;14;Actions de soutien, d'expérimentation en faveur de légalité entre les femmes et les hommes ;0;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;4 378 713;0;0;0;4 378 713;0;0;0;;;;;;;;
Solidarité, insertion et égalité des chances;137;15;Prévention et lutte contre la prostitution et la traite des êtres humains;0;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;2 237 709;4 983 960;0;4 983 960;2 237 709;4 983 960;0;4 983 960;;;;;;;;
Solidarité, insertion et égalité des chances;157;01;Évaluation et orientation personnalisée des personnes handicapées;0;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;56 809 003;57 628 793;0;57 628 793;56 809 003;57 628 793;0;57 628 793;;;;;;;;
Solidarité, insertion et égalité des chances;157;02;Incitation à l'activité professionnelle;0;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;2 747 970 166;2 754 625 601;0;2 754 625 601;2 747 970 166;2 754 625 601;0;2 754 625 601;;;;;;;;
Solidarité, insertion et égalité des chances;157;03;Ressources d'existence;0;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;8 762 746 801;8 762 804 674;0;8 762 804 674;8 762 746 801;8 762 804 674;0;8 762 804 674;;;;;;;;
Solidarité, insertion et égalité des chances;157;04;Compensation des conséquences du handicap;0;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;16 938 099;16 392 045;0;16 392 045;16 938 099;16 392 045;0;16 392 045;;;;;;;;
Solidarité, insertion et égalité des chances;157;05;Personnes âgées;0;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;3 024 807;2 360 000;0;2 360 000;3 024 807;2 360 000;0;2 360 000;;;;;;;;
Solidarité, insertion et égalité des chances;157;06;Pilotage du programme;0;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;3 762 116;3 740 139;0;3 740 139;3 762 116;3 740 139;0;3 740 139;;;;;;;;
Solidarité, insertion et égalité des chances;304;11;Prime d'activité et autres dispositifs;0;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;2 329 082 434;4 376 000 000;0;4 376 000 000;2 329 082 434;4 376 000 000;0;4 376 000 000;;;;;;;;
Solidarité, insertion et égalité des chances;304;12;Economie sociale et solidaire;0;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;4 739 758;0;0;0;4 739 758;0;0;0;;;;;;;;
Solidarité, insertion et égalité des chances;304;13;Autres expérimentations;0;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;896 971;811 639;0;811 639;896 971;811 639;0;811 639;;;;;;;;
Solidarité, insertion et égalité des chances;304;14;Aide alimentaire;0;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;33 640 242;34 662 080;0;34 662 080;33 640 242;34 662 080;0;34 662 080;;;;;;;;
Solidarité, insertion et égalité des chances;304;15;Qualification en travail social;0;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;5 240 265;6 523 335;0;6 523 335;5 240 265;6 523 335;0;6 523 335;;;;;;;;
Solidarité, insertion et égalité des chances;304;16;Protection juridique des majeurs;0;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;241 268 910;637 359 975;0;637 359 975;241 268 910;637 359 975;0;637 359 975;;;;;;;;
Solidarité, insertion et égalité des chances;304;17;Protection et accompagnement des enfants, des jeunes et des familles vulnérables;0;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;15 761 288;14 506 792;0;14 506 792;15 761 288;14 506 792;0;14 506 792;;;;;;;;
Solidarité, insertion et égalité des chances;304;18;Aide à la réinsertion familiale et sociale des anciens migrants dans leur pays dorigine (ARFS);0;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;0;60 000 000;0;60 000 000;0;60 000 000;0;60 000 000;;;;;;;;
Sport, jeunesse et vie associative;163;01;Développement de la vie associative;0;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;17 714 274;19 481 854;0;19 481 854;17 714 274;19 481 854;0;19 481 854;;;;;;;;
Sport, jeunesse et vie associative;163;02;Actions en faveur de la jeunesse et de l'éducation populaire;0;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;70 920 823;69 953 830;0;69 953 830;70 920 823;69 953 830;0;69 953 830;;;;;;;;
Sport, jeunesse et vie associative;163;04;Développement du service civique;0;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;148 551 955;301 629 368;0;301 629 368;148 551 955;301 629 368;0;301 629 368;;;;;;;;
Sport, jeunesse et vie associative;219;01;Promotion du sport pour le plus grand nombre;0;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;14 107 417;7 609 117;0;7 609 117;14 107 417;7 609 117;0;7 609 117;;;;;;;;
Sport, jeunesse et vie associative;219;02;Développement du sport de haut niveau;0;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;158 611 460;169 574 029;0;169 574 029;170 442 083;176 204 885;0;176 204 885;;;;;;;;
Sport, jeunesse et vie associative;219;03;Prévention par le sport et protection des sportifs;0;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;18 757 177;18 753 177;0;18 753 177;18 757 177;18 753 177;0;18 753 177;;;;;;;;
Sport, jeunesse et vie associative;219;04;Promotion des métiers du sport;0;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;27 550 933;27 919 942;0;27 919 942;27 550 933;27 919 942;0;27 919 942;;;;;;;;
Travail et emploi;102;01;Amélioration de lefficacité du service public de lemploi;0;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;3 422 386 030;3 308 463 529;0;3 308 463 529;3 422 386 030;3 308 463 529;0;3 308 463 529;;;;;;;;
Travail et emploi;102;01;Amélioration de lefficacité du service public de lemploi;1;Indemnisation des demandeurs d'emploi;1 877 371 030;1 788 463 529;0;1 788 463 529;1 877 371 030;1 788 463 529;0;1 788 463 529;;;;;;;;
Travail et emploi;102;01;Amélioration de lefficacité du service public de lemploi;2;Coordination du service public de l'emploi;1 545 015 000;1 520 000 000;0;1 520 000 000;1 545 015 000;1 520 000 000;0;1 520 000 000;;;;;;;;
Travail et emploi;102;02;Amélioration des dispositifs en faveur de lemploi des personnes les plus éloignées du marché du travail;0;Coordination du service public de l'emploi;4 518 370 588;3 949 503 445;0;3 949 503 445;4 217 467 730;4 206 545 851;0;4 206 545 851;;;;;;;;
Travail et emploi;102;02;Amélioration des dispositifs en faveur de lemploi des personnes les plus éloignées du marché du travail;1;Insertion dans l'emploi au moyen de contrats aidés;3 439 732 023;2 198 270 698;0;2 198 270 698;3 146 491 825;2 480 514 224;0;2 480 514 224;;;;;;;;
Travail et emploi;102;02;Amélioration des dispositifs en faveur de lemploi des personnes les plus éloignées du marché du travail;2;Accompagnement des publics les plus en difficultés;1 078 638 565;1 751 232 747;0;1 751 232 747;1 070 975 905;1 726 031 627;0;1 726 031 627;;;;;;;;
Travail et emploi;103;01;Anticipation et accompagnement des conséquences des mutations économiques sur l'emploi;0;Accompagnement des publics les plus en difficultés;788 623 660;605 965 204;0;605 965 204;556 923 660;548 242 932;0;548 242 932;;;;;;;;
Travail et emploi;103;01;Anticipation et accompagnement des conséquences des mutations économiques sur l'emploi;1;Anticipation des mutations et gestion active des ressources humaines;471 645 600;123 365 204;0;123 365 204;239 945 600;141 302 756;0;141 302 756;;;;;;;;
Travail et emploi;103;01;Anticipation et accompagnement des conséquences des mutations économiques sur l'emploi;2;Implication des branches et des entreprises dans la prévention du licenciement et le reclassement des salariés;316 978 060;482 600 000;0;482 600 000;316 978 060;406 940 176;0;406 940 176;;;;;;;;
Travail et emploi;103;02;Amélioration de l'insertion dans l'emploi par l'adaptation des qualifications et la reconnaissance des compétences;0;Implication des branches et des entreprises dans la prévention du licenciement et le reclassement des salariés;1 526 827 892;1 727 772 288;0;1 727 772 288;1 526 827 893;1 641 612 503;0;1 641 612 503;;;;;;;;
Travail et emploi;103;02;Amélioration de l'insertion dans l'emploi par l'adaptation des qualifications et la reconnaissance des compétences;3;Reconnaissance des compétences acquises par les personnes;2 907 909;2 907 909;0;2 907 909;2 907 909;2 907 909;0;2 907 909;;;;;;;;
Travail et emploi;103;02;Amélioration de l'insertion dans l'emploi par l'adaptation des qualifications et la reconnaissance des compétences;4;Amélioration de l'accès à la qualification par le développement de l'alternance et de la certification;1 523 919 983;1 724 864 379;0;1 724 864 379;1 523 919 984;1 638 704 594;0;1 638 704 594;;;;;;;;
Travail et emploi;103;03;Développement de l'emploi;0;Amélioration de l'accès à la qualification par le développement de l'alternance et de la certification;795 653 913;886 194 167;0;886 194 167;792 158 499;882 935 450;0;882 935 450;;;;;;;;
Travail et emploi;103;03;Développement de l'emploi;1;Baisse du coût du travail pour faciliter le développement de territoires et de secteurs à forts potentiels d'emploi;632 587 692;823 756 930;0;823 756 930;632 587 692;823 756 930;0;823 756 930;;;;;;;;
Travail et emploi;103;03;Développement de l'emploi;2;Promotion de l'activité;163 066 221;62 437 237;0;62 437 237;159 570 807;59 178 520;0;59 178 520;;;;;;;;
Travail et emploi;111;01;Santé et sécurité au travail;0;Promotion de l'activité;26 119 400;25 956 800;0;25 956 800;26 519 400;25 296 800;0;25 296 800;;;;;;;;
Travail et emploi;111;02;Qualité et effectivité du droit;0;Promotion de l'activité;9 926 667;11 130 000;0;11 130 000;9 703 333;11 083 333;0;11 083 333;;;;;;;;
Travail et emploi;111;03;Dialogue social et démocratie sociale;0;Promotion de l'activité;97 513 751;19 821 524;0;19 821 524;45 415 358;55 437 853;0;55 437 853;;;;;;;;
Travail et emploi;111;04;Lutte contre le travail illégal;0;Promotion de l'activité;0;0;0;0;0;0;0;0;;;;;;;;
Travail et emploi;155;07;Fonds social européen - Assistance technique;0;Promotion de l'activité;0;0;0;0;0;0;0;0;;;;;;;;
Travail et emploi;155;08;Fonctionnement des services;0;Promotion de l'activité;36 892 792;35 096 471;0;35 096 471;34 232 319;33 208 588;0;33 208 588;;;;;;;;
Travail et emploi;155;09;Systèmes d'information;0;Promotion de l'activité;29 940 000;29 290 000;0;29 290 000;28 360 000;27 710 000;0;27 710 000;;;;;;;;
Travail et emploi;155;10;Affaires immobilières;0;Promotion de l'activité;19 082 011;13 389 142;0;13 389 142;29 097 851;28 955 063;0;28 955 063;;;;;;;;
Travail et emploi;155;11;Communication;0;Promotion de l'activité;4 527 091;3 873 380;0;3 873 380;4 527 091;3 946 758;0;3 946 758;;;;;;;;
Travail et emploi;155;12;Etudes, statistiques évaluation et recherche;0;Promotion de l'activité;12 330 000;12 413 019;0;12 413 019;12 240 000;12 339 152;0;12 339 152;;;;;;;;
Travail et emploi;155;13;Politique des ressources humaines;0;Promotion de l'activité;32 962 101;32 375 355;0;32 375 355;33 218 601;32 773 445;0;32 773 445;;;;;;;;
Travail et emploi;155;14;Personnels mettant en oeuvre les politiques d'accès et retour à l'emploi;0;Promotion de l'activité;97 308 296;96 549 623;0;96 549 623;97 308 296;96 549 623;0;96 549 623;;;;;;;;
Travail et emploi;155;15;Personnels mettant en oeuvre les politiques d'accompagnement des mutations économiques et développement de l'emploi;0;Promotion de l'activité;93 295 278;96 070 585;0;96 070 585;93 295 278;96 070 585;0;96 070 585;;;;;;;;
Travail et emploi;155;16;Personnels mettant en oeuvre les politiques d'amélioration de la qualité de l'emploi et des relations du travail;0;Promotion de l'activité;288 201 820;288 831 263;0;288 831 263;288 201 820;288 831 263;0;288 831 263;;;;;;;;
Travail et emploi;155;17;Personnels de statistiques, études et recherche;0;Promotion de l'activité;21 778 813;21 234 744;0;21 234 744;21 778 813;21 234 744;0;21 234 744;;;;;;;;
Travail et emploi;155;18;Personnels transversaux et de soutien;0;Promotion de l'activité;127 906 553;121 304 802;0;121 304 802;127 906 553;121 304 802;0;121 304 802;;;;;;;;
