Phase;Type de mission;Mission;Code Programme;Programme;Code Action;Action;Code Sous-Action;Sous-Action;AE PLF 2019;CP PLF 2019;Code Ministère;Ministère
PLF 2019;Budget général;Écologie, développement et mobilité durables;203;Infrastructures et services de transports;4;Routes - Entretien;;;335 857 189;317 718 400;23;Transition écologique et solidaire
PLF 2019;Budget général;Écologie, développement et mobilité durables;203;Infrastructures et services de transports;41;Ferroviaire;;;2 430 349 731;2 431 309 731;23;Transition écologique et solidaire
PLF 2019;Budget général;Écologie, développement et mobilité durables;203;Infrastructures et services de transports;42;Voies navigables;;;251 415 663;251 415 663;23;Transition écologique et solidaire
PLF 2019;Budget général;Écologie, développement et mobilité durables;203;Infrastructures et services de transports;43;Ports;;;99 774 836;99 774 836;23;Transition écologique et solidaire
PLF 2019;Budget général;Écologie, développement et mobilité durables;203;Infrastructures et services de transports;44;Transports collectifs;;;162 551 745;22 551 745;23;Transition écologique et solidaire
PLF 2019;Budget général;Écologie, développement et mobilité durables;203;Infrastructures et services de transports;45;Transports combinés;;;27 109 039;32 109 039;23;Transition écologique et solidaire
PLF 2019;Budget général;Écologie, développement et mobilité durables;203;Infrastructures et services de transports;47;Fonctions support;;;17 801 600;17 801 600;23;Transition écologique et solidaire
PLF 2019;Budget général;Écologie, développement et mobilité durables;203;Infrastructures et services de transports;50;Transport routier;;;5 641 831;5 641 831;23;Transition écologique et solidaire
PLF 2019;Budget général;Écologie, développement et mobilité durables;203;Infrastructures et services de transports;51;Sécurité ferroviaire;;;;;23;Transition écologique et solidaire
PLF 2019;Budget général;Écologie, développement et mobilité durables;203;Infrastructures et services de transports;52;Transport aérien;;;54 690 000;34 907 000;23;Transition écologique et solidaire
PLF 2019;Budget général;Écologie, développement et mobilité durables;205;Affaires maritimes;1;Sécurité et sûreté maritimes;;;29 675 680;29 060 680;23;Transition écologique et solidaire
PLF 2019;Budget général;Écologie, développement et mobilité durables;205;Affaires maritimes;2;Gens de mer et enseignement maritime;;;27 288 675;27 303 675;23;Transition écologique et solidaire
PLF 2019;Budget général;Écologie, développement et mobilité durables;205;Affaires maritimes;3;Flotte de commerce;;;81 220 000;81 220 000;23;Transition écologique et solidaire
PLF 2019;Budget général;Écologie, développement et mobilité durables;205;Affaires maritimes;4;Action interministérielle de la mer;;;17 988 100;12 988 100;23;Transition écologique et solidaire
PLF 2019;Budget général;Écologie, développement et mobilité durables;205;Affaires maritimes;5;Soutien au programme;;;6 450 000;6 330 000;23;Transition écologique et solidaire
PLF 2019;Budget général;Écologie, développement et mobilité durables;205;Affaires maritimes;6;Gestion durable des Pêches et de  l'Aquaculture;;;;;23;Transition écologique et solidaire
PLF 2019;Budget général;Écologie, développement et mobilité durables;113;Paysages, eau et biodiversité;1;Sites, paysages, publicité;;;6 708 517;6 727 874;23;Transition écologique et solidaire
PLF 2019;Budget général;Écologie, développement et mobilité durables;113;Paysages, eau et biodiversité;2;logistique, formation et contentieux;;;5 631 514;5 631 514;23;Transition écologique et solidaire
PLF 2019;Budget général;Écologie, développement et mobilité durables;113;Paysages, eau et biodiversité;7;Gestion des milieux et biodiversité;;;154 667 876;150 448 518;23;Transition écologique et solidaire
PLF 2019;Budget général;Écologie, développement et mobilité durables;159;Expertise, information géographique et météorologie;10;Gouvernance, évaluation, études et prospective en matière de développement durable;;;14 461 147;14 461 147;23;Transition écologique et solidaire
PLF 2019;Budget général;Écologie, développement et mobilité durables;159;Expertise, information géographique et météorologie;11;Etudes et expertise en matière de développement durable;;;201 406 683;201 406 683;23;Transition écologique et solidaire
PLF 2019;Budget général;Écologie, développement et mobilité durables;159;Expertise, information géographique et météorologie;12;Information géographique et cartographique;;;90 411 945;90 411 945;23;Transition écologique et solidaire
PLF 2019;Budget général;Écologie, développement et mobilité durables;159;Expertise, information géographique et météorologie;13;Météorologie;;;188 771 452;188 771 452;23;Transition écologique et solidaire
PLF 2019;Budget général;Écologie, développement et mobilité durables;159;Expertise, information géographique et météorologie;14;Economie sociale et solidaire;;;18 909 841;18 909 841;23;Transition écologique et solidaire
PLF 2019;Budget général;Écologie, développement et mobilité durables;181;Prévention des risques;1;Prévention des risques technologiques et des pollutions;;;102 730 698;92 668 909;23;Transition écologique et solidaire
PLF 2019;Budget général;Écologie, développement et mobilité durables;181;Prévention des risques;9;Contrôle de la sûreté nucléaire et de la radioprotection;;;59 193 718;64 193 718;23;Transition écologique et solidaire
PLF 2019;Budget général;Écologie, développement et mobilité durables;181;Prévention des risques;10;Prévention des risques naturels et hydrauliques;;;37 618 511;37 153 868;23;Transition écologique et solidaire
PLF 2019;Budget général;Écologie, développement et mobilité durables;181;Prévention des risques;11;Gestion de l'après-mine et travaux de mise en sécurité, indemnisations et expropriations sur les sites;;;38 277 130;38 277 130;23;Transition écologique et solidaire
PLF 2019;Budget général;Écologie, développement et mobilité durables;181;Prévention des risques;12;Agence de l'environnement et de la maîtrise de l'énergie (ADEME);;;603 247 558;603 247 558;23;Transition écologique et solidaire
PLF 2019;Budget général;Écologie, développement et mobilité durables;174;Énergie, climat et après-mines;1;Politique de l'énergie;;;5 256 757;5 256 757;23;Transition écologique et solidaire
PLF 2019;Budget général;Écologie, développement et mobilité durables;174;Énergie, climat et après-mines;4;Gestion économique et sociale de l'après-mines;;;360 137 300;360 137 300;23;Transition écologique et solidaire
PLF 2019;Budget général;Écologie, développement et mobilité durables;174;Énergie, climat et après-mines;5;Lutte contre le changement climatique et pour la qualité de l'air;;;33 885 000;33 885 000;23;Transition écologique et solidaire
PLF 2019;Budget général;Écologie, développement et mobilité durables;174;Énergie, climat et après-mines;6;Soutien;;;1 900 000;1 900 000;23;Transition écologique et solidaire
PLF 2019;Budget général;Écologie, développement et mobilité durables;345;Service public de l'énergie;1;Solidarité avec les zones non interconnectées au réseau métropolitain;;;1 594 851 079;1 594 851 079;23;Transition écologique et solidaire
PLF 2019;Budget général;Écologie, développement et mobilité durables;345;Service public de l'énergie;2;Protection des consommateurs en situation de précarité énergétique;;;794 167 607;740 024 476;23;Transition écologique et solidaire
PLF 2019;Budget général;Écologie, développement et mobilité durables;345;Service public de l'énergie;3;Soutien à la cogénération;;;725 871 151;725 871 151;23;Transition écologique et solidaire
PLF 2019;Budget général;Écologie, développement et mobilité durables;345;Service public de l'énergie;5;Frais de support;;;62 613 832;62 613 832;23;Transition écologique et solidaire
PLF 2019;Budget général;Écologie, développement et mobilité durables;345;Service public de l'énergie;6;Médiateur de l'énergie;;;5 000 000;5 000 000;23;Transition écologique et solidaire
PLF 2019;Budget général;Écologie, développement et mobilité durables;345;Service public de l'énergie;7;Fermeture de la centrale de Fessenheim;;;;91 000 000;23;Transition écologique et solidaire
PLF 2019;Budget général;Écologie, développement et mobilité durables;217;Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables;2;Fonction juridique;;;2 114 416;2 114 416;23;Transition écologique et solidaire
PLF 2019;Budget général;Écologie, développement et mobilité durables;217;Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables;3;Politique et programmation de l'immobilier et des moyens de fonctionnement;;;67 718 973;105 090 119;23;Transition écologique et solidaire
PLF 2019;Budget général;Écologie, développement et mobilité durables;217;Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables;4;Politique et gestion des systèmes d'information et des réseaux informatiques;;;24 864 626;24 995 626;23;Transition écologique et solidaire
PLF 2019;Budget général;Écologie, développement et mobilité durables;217;Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables;5;Politique des ressources humaines et formation;;;237 795 569;237 795 569;23;Transition écologique et solidaire
PLF 2019;Budget général;Écologie, développement et mobilité durables;217;Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables;6;Actions nationales, européennes et internationales en faveur du développement durable;;;12 346 195;12 346 195;23;Transition écologique et solidaire
PLF 2019;Budget général;Écologie, développement et mobilité durables;217;Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables;7;"Personnels oeuvrant pour les politiques du programme ""Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables""";;;543 412 279;543 412 279;23;Transition écologique et solidaire
PLF 2019;Budget général;Écologie, développement et mobilité durables;217;Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables;8;"Personnels oeuvrant pour les politiques du programme ""Infrastructures et services de transports""";;;586 936 518;586 936 518;23;Transition écologique et solidaire
PLF 2019;Budget général;Écologie, développement et mobilité durables;217;Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables;9;"Personnels oeuvrant pour les politiques du programme ""Sécurité et éducation routières""";;;;;23;Transition écologique et solidaire
PLF 2019;Budget général;Écologie, développement et mobilité durables;217;Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables;11;"Personnels oeuvrant pour les politiques du programme ""Affaires maritimes""";;;179 637 558;179 637 558;23;Transition écologique et solidaire
PLF 2019;Budget général;Écologie, développement et mobilité durables;217;Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables;13;"Personnels oeuvrant pour les politiques du programme ""Paysages, eau et biodiversité""";;;265 326 250;265 326 250;23;Transition écologique et solidaire
PLF 2019;Budget général;Écologie, développement et mobilité durables;217;Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables;15;"Personnels relevant du ministère de la "" Cohésion des territoires """;;;659 762 217;659 762 217;23;Transition écologique et solidaire
PLF 2019;Budget général;Écologie, développement et mobilité durables;217;Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables;16;"Personnels oeuvrant pour les politiques du programme ""Prévention des risques""";;;239 861 029;239 861 029;23;Transition écologique et solidaire
PLF 2019;Budget général;Écologie, développement et mobilité durables;217;Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables;18;Personnels relevant de programmes d'autres ministères;;;;;23;Transition écologique et solidaire
PLF 2019;Budget général;Écologie, développement et mobilité durables;217;Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables;22;Personnels transférés aux collectivités territoriales;;;6 570 980;6 570 980;23;Transition écologique et solidaire
PLF 2019;Budget général;Écologie, développement et mobilité durables;217;Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables;23;"Personnels oeuvrant pour les politiques des programmes ""énergie, climat et après-mines""";;;57 523 022;57 523 022;23;Transition écologique et solidaire
PLF 2019;Budget général;Écologie, développement et mobilité durables;217;Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables;24;Personnels oeuvrant dans le domaine des transports aériens;;;2 135 680;2 135 680;23;Transition écologique et solidaire
PLF 2019;Budget général;Écologie, développement et mobilité durables;217;Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables;25;Commission nationale du débat public;;;3 445 896;3 445 896;23;Transition écologique et solidaire
PLF 2019;Budget général;Écologie, développement et mobilité durables;217;Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables;26;Autorité de contrôle des nuisances aéroportuaires (ACNUSA);;;1 979 948;1 979 948;23;Transition écologique et solidaire
PLF 2019;Budget général;Écologie, développement et mobilité durables;217;Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables;27;Commission de régulation de l'énergie (CRE);;;20 933 697;20 933 697;23;Transition écologique et solidaire
PLF 2019;Budget général;Écologie, développement et mobilité durables;217;Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables;28;"Personnels oeuvrant pour le développement durable et pour les politiques du programme ""expertise, information géographique et météorologique""";;;51 070 264;51 070 264;23;Transition écologique et solidaire
PLF 2019;Budget général;Économie;134;Développement des entreprises et régulations;4;Développement des postes, des télécommunications et du numérique;;;167 620 495;172 600 495;21;Économie et finances
PLF 2019;Budget général;Économie;134;Développement des entreprises et régulations;7;Développement international des entreprises et attractivité du territoire;;;150 903 733;150 903 733;21;Économie et finances
PLF 2019;Budget général;Économie;134;Développement des entreprises et régulations;8;Expertise, conseil et inspection;;;18 803 582;18 803 582;21;Économie et finances
PLF 2019;Budget général;Économie;134;Développement des entreprises et régulations;13;Régulation des communications électroniques et des postes (ARCEP);;;20 758 833;22 596 386;21;Économie et finances
PLF 2019;Budget général;Économie;134;Développement des entreprises et régulations;15;Mise en oeuvre du droit de la concurrence (Autorité de la concurrence);;;21 526 834;22 626 230;21;Économie et finances
PLF 2019;Budget général;Économie;134;Développement des entreprises et régulations;22;Economie sociale et solidaire;;;70 000;19 400;21;Économie et finances
PLF 2019;Budget général;Économie;134;Développement des entreprises et régulations;23;Industrie et services;;;279 540 486;287 259 846;21;Économie et finances
PLF 2019;Budget général;Économie;134;Développement des entreprises et régulations;24;Régulation concurrentielle des marchés, protection économique et sécurité du consommateur;;;232 197 601;230 645 149;21;Économie et finances
PLF 2019;Budget général;Économie;343;Plan France Très haut débit;1;Réseaux d'initiative publique;;;5 000 000;175 867 510;21;Économie et finances
PLF 2019;Budget général;Économie;220;Statistiques et études économiques;1;Infrastructure statistique;;;134 188 972;133 904 262;21;Économie et finances
PLF 2019;Budget général;Économie;220;Statistiques et études économiques;2;Information sur les entreprises et synthèses économiques;;;55 546 150;55 618 847;21;Économie et finances
PLF 2019;Budget général;Économie;220;Statistiques et études économiques;3;Information démographique et sociale;;;68 284 819;68 442 641;21;Économie et finances
PLF 2019;Budget général;Économie;220;Statistiques et études économiques;5;Pilotage et soutien;;;127 115 523;125 629 324;21;Économie et finances
PLF 2019;Budget général;Économie;220;Statistiques et études économiques;6;Action régionale;;;52 060 003;52 075 007;21;Économie et finances
PLF 2019;Budget général;Économie;220;Statistiques et études économiques;7;Formation initiale;;;5 974 474;5 974 474;21;Économie et finances
PLF 2019;Budget général;Économie;305;Stratégie économique et fiscale;1;Définition et mise en oeuvre de la politique économique et financière de la France dans le cadre national, international et européen;;;329 014 408;329 014 408;21;Économie et finances
PLF 2019;Budget général;Économie;305;Stratégie économique et fiscale;2;Développement international de l'économie française;;;75 294 697;75 294 697;21;Économie et finances
PLF 2019;Budget général;Économie;305;Stratégie économique et fiscale;3;Elaboration de la législation fiscale;;;16 446 732;16 446 732;21;Économie et finances
PLF 2019;Budget général;Engagements financiers de l'État;117;Charge de la dette et trésorerie de l'État (crédits évaluatifs);1;Dette;;;41 105 000 000;41 105 000 000;21;Économie et finances
PLF 2019;Budget général;Engagements financiers de l'État;117;Charge de la dette et trésorerie de l'État (crédits évaluatifs);3;Trésorerie;;;956 000 000;956 000 000;21;Économie et finances
PLF 2019;Budget général;Engagements financiers de l'État;114;Appels en garantie de l'État (crédits évaluatifs);1;Agriculture et environnement;;;900 000;900 000;21;Économie et finances
PLF 2019;Budget général;Engagements financiers de l'État;114;Appels en garantie de l'État (crédits évaluatifs);2;Soutien au domaine social, logement, santé;;;53 000 000;53 000 000;21;Économie et finances
PLF 2019;Budget général;Engagements financiers de l'État;114;Appels en garantie de l'État (crédits évaluatifs);3;Financement des entreprises et industrie;;;1 400 000;1 400 000;21;Économie et finances
PLF 2019;Budget général;Engagements financiers de l'État;114;Appels en garantie de l'État (crédits évaluatifs);4;Développement international de l'économie française;1;Assurance-crédit;;;21;Économie et finances
PLF 2019;Budget général;Engagements financiers de l'État;114;Appels en garantie de l'État (crédits évaluatifs);4;Développement international de l'économie française;2;Assurance-prospection;43 500 000;43 500 000;21;Économie et finances
PLF 2019;Budget général;Engagements financiers de l'État;114;Appels en garantie de l'État (crédits évaluatifs);4;Développement international de l'économie française;3;Garantie de change;1 000 000;1 000 000;21;Économie et finances
PLF 2019;Budget général;Engagements financiers de l'État;114;Appels en garantie de l'État (crédits évaluatifs);4;Développement international de l'économie française;4;Garantie du risque économique;;;21;Économie et finances
PLF 2019;Budget général;Engagements financiers de l'État;114;Appels en garantie de l'État (crédits évaluatifs);4;Développement international de l'économie française;5;Garanties de taux d'intérêt Natixis;;;21;Économie et finances
PLF 2019;Budget général;Engagements financiers de l'État;114;Appels en garantie de l'État (crédits évaluatifs);4;Développement international de l'économie française;6;Garantie du risque exportateur;25 000 000;25 000 000;21;Économie et finances
PLF 2019;Budget général;Engagements financiers de l'État;114;Appels en garantie de l'État (crédits évaluatifs);5;Autres garanties;;;500 000;500 000;21;Économie et finances
PLF 2019;Budget général;Engagements financiers de l'État;145;Épargne;1;Épargne logement;;;101 501 941;101 501 941;21;Économie et finances
PLF 2019;Budget général;Engagements financiers de l'État;145;Épargne;2;Instruments de financement du logement;;;880 000;880 000;21;Économie et finances
PLF 2019;Budget général;Engagements financiers de l'État;336;Dotation du Mécanisme européen de stabilité;1;Dotation du Mécanisme européen de stabilité;;;0;0;21;Économie et finances
PLF 2019;Budget général;Engagements financiers de l'État;338;Augmentation de capital de la Banque européenne d'investissement;1;Augmentation de capital de la Banque européenne d'investissement;;;0;0;21;Économie et finances
PLF 2019;Budget général;Engagements financiers de l'État;344;Fonds de soutien relatif aux prêts et contrats financiers structurés à risque;1;Fonds de soutien relatif aux prêts et contrats financiers structurés à risque;;;0;183 275 842;21;Économie et finances
PLF 2019;Budget général;Enseignement scolaire;140;Enseignement scolaire public du premier degré;1;Enseignement pré-élémentaire;;;5 386 023 239;5 386 023 239;6;Éducation nationale
PLF 2019;Budget général;Enseignement scolaire;140;Enseignement scolaire public du premier degré;2;Enseignement élémentaire;;;11 078 835 185;11 078 835 185;6;Éducation nationale
PLF 2019;Budget général;Enseignement scolaire;140;Enseignement scolaire public du premier degré;3;Besoins éducatifs particuliers;;;1 897 092 750;1 897 092 750;6;Éducation nationale
PLF 2019;Budget général;Enseignement scolaire;140;Enseignement scolaire public du premier degré;4;Formation des personnels enseignants;;;865 829 083;865 829 083;6;Éducation nationale
PLF 2019;Budget général;Enseignement scolaire;140;Enseignement scolaire public du premier degré;5;Remplacement;;;1 898 186 061;1 898 186 061;6;Éducation nationale
PLF 2019;Budget général;Enseignement scolaire;140;Enseignement scolaire public du premier degré;6;Pilotage et encadrement pédagogique;;;1 317 349 215;1 317 349 215;6;Éducation nationale
PLF 2019;Budget général;Enseignement scolaire;140;Enseignement scolaire public du premier degré;7;Personnels en situations diverses;;;98 124 311;98 124 311;6;Éducation nationale
PLF 2019;Budget général;Enseignement scolaire;141;Enseignement scolaire public du second degré;1;Enseignement en collège;;;11 728 484 413;11 728 484 413;6;Éducation nationale
PLF 2019;Budget général;Enseignement scolaire;141;Enseignement scolaire public du second degré;2;Enseignement général et technologique en lycée;;;7 358 627 128;7 358 627 128;6;Éducation nationale
PLF 2019;Budget général;Enseignement scolaire;141;Enseignement scolaire public du second degré;3;Enseignement professionnel sous statut scolaire;;;4 445 547 579;4 445 547 579;6;Éducation nationale
PLF 2019;Budget général;Enseignement scolaire;141;Enseignement scolaire public du second degré;4;Apprentissage;;;7 345 741;7 345 741;6;Éducation nationale
PLF 2019;Budget général;Enseignement scolaire;141;Enseignement scolaire public du second degré;5;Enseignement post-baccalauréat en lycée;;;2 139 498 864;2 139 498 864;6;Éducation nationale
PLF 2019;Budget général;Enseignement scolaire;141;Enseignement scolaire public du second degré;6;Besoins éducatifs particuliers;;;1 300 882 249;1 300 882 249;6;Éducation nationale
PLF 2019;Budget général;Enseignement scolaire;141;Enseignement scolaire public du second degré;7;Aide à l'insertion professionnelle;;;57 467 829;57 467 829;6;Éducation nationale
PLF 2019;Budget général;Enseignement scolaire;141;Enseignement scolaire public du second degré;8;Information et orientation;;;327 695 586;327 695 586;6;Éducation nationale
PLF 2019;Budget général;Enseignement scolaire;141;Enseignement scolaire public du second degré;9;Formation continue des adultes et validation des acquis de l'expérience;;;125 064 536;125 064 536;6;Éducation nationale
PLF 2019;Budget général;Enseignement scolaire;141;Enseignement scolaire public du second degré;10;Formation des personnels enseignants et d'orientation;;;677 708 846;677 708 846;6;Éducation nationale
PLF 2019;Budget général;Enseignement scolaire;141;Enseignement scolaire public du second degré;11;Remplacement;;;1 483 916 683;1 483 916 683;6;Éducation nationale
PLF 2019;Budget général;Enseignement scolaire;141;Enseignement scolaire public du second degré;12;Pilotage, administration et encadrement pédagogique;;;3 445 482 098;3 445 482 098;6;Éducation nationale
PLF 2019;Budget général;Enseignement scolaire;141;Enseignement scolaire public du second degré;13;Personnels en situations diverses;;;95 138 823;95 138 823;6;Éducation nationale
PLF 2019;Budget général;Enseignement scolaire;230;Vie de l'élève;1;Vie scolaire et éducation à la responsabilité;;;2 474 956 628;2 474 956 628;6;Éducation nationale
PLF 2019;Budget général;Enseignement scolaire;230;Vie de l'élève;2;Santé scolaire;;;511 677 096;511 677 096;6;Éducation nationale
PLF 2019;Budget général;Enseignement scolaire;230;Vie de l'élève;3;Inclusion scolaire des élèves en situation de handicap;;;1 552 124 812;1 552 124 812;6;Éducation nationale
PLF 2019;Budget général;Enseignement scolaire;230;Vie de l'élève;4;Action sociale;;;912 768 360;912 768 360;6;Éducation nationale
PLF 2019;Budget général;Enseignement scolaire;230;Vie de l'élève;5;Politique de l'internat et établissements à la charge de l'Etat;;;77 641 026;77 641 026;6;Éducation nationale
PLF 2019;Budget général;Enseignement scolaire;230;Vie de l'élève;6;Actions éducatives complémentaires aux enseignements;;;153 714 396;153 714 396;6;Éducation nationale
PLF 2019;Budget général;Enseignement scolaire;139;Enseignement privé du premier et du second degrés;1;Enseignement pré-élémentaire;;;485 109 659;485 109 659;6;Éducation nationale
PLF 2019;Budget général;Enseignement scolaire;139;Enseignement privé du premier et du second degrés;2;Enseignement élémentaire;;;1 290 033 771;1 290 033 771;6;Éducation nationale
PLF 2019;Budget général;Enseignement scolaire;139;Enseignement privé du premier et du second degrés;3;Enseignement en collège;;;1 982 872 334;1 982 872 334;6;Éducation nationale
PLF 2019;Budget général;Enseignement scolaire;139;Enseignement privé du premier et du second degrés;4;Enseignement général et technologique en lycée;;;1 319 254 558;1 319 254 558;6;Éducation nationale
PLF 2019;Budget général;Enseignement scolaire;139;Enseignement privé du premier et du second degrés;5;Enseignement professionnel sous statut scolaire;;;786 856 095;786 856 095;6;Éducation nationale
PLF 2019;Budget général;Enseignement scolaire;139;Enseignement privé du premier et du second degrés;6;Enseignement post-baccalauréat en lycée;;;266 130 099;266 130 099;6;Éducation nationale
PLF 2019;Budget général;Enseignement scolaire;139;Enseignement privé du premier et du second degrés;7;Dispositifs spécifiques de scolarisation;;;163 729 429;163 729 429;6;Éducation nationale
PLF 2019;Budget général;Enseignement scolaire;139;Enseignement privé du premier et du second degrés;8;Actions sociales en faveur des élèves;;;73 927 290;73 927 290;6;Éducation nationale
PLF 2019;Budget général;Enseignement scolaire;139;Enseignement privé du premier et du second degrés;9;Fonctionnement des établissements;;;680 753 978;680 753 978;6;Éducation nationale
PLF 2019;Budget général;Enseignement scolaire;139;Enseignement privé du premier et du second degrés;10;Formation initiale et continue des enseignants;;;146 133 699;146 133 699;6;Éducation nationale
PLF 2019;Budget général;Enseignement scolaire;139;Enseignement privé du premier et du second degrés;11;Remplacement;;;184 693 186;184 693 186;6;Éducation nationale
PLF 2019;Budget général;Enseignement scolaire;139;Enseignement privé du premier et du second degrés;12;Soutien;;;221 832 058;221 832 058;6;Éducation nationale
PLF 2019;Budget général;Enseignement scolaire;214;Soutien de la politique de l'éducation nationale;1;Pilotage et mise en oeuvre des politiques éducatives;;;431 857 140;431 857 140;6;Éducation nationale
PLF 2019;Budget général;Enseignement scolaire;214;Soutien de la politique de l'éducation nationale;2;Évaluation et contrôle;;;83 363 062;83 363 062;6;Éducation nationale
PLF 2019;Budget général;Enseignement scolaire;214;Soutien de la politique de l'éducation nationale;3;Communication;;;14 120 697;14 120 697;6;Éducation nationale
PLF 2019;Budget général;Enseignement scolaire;214;Soutien de la politique de l'éducation nationale;4;Expertise juridique;;;17 131 186;17 131 186;6;Éducation nationale
PLF 2019;Budget général;Enseignement scolaire;214;Soutien de la politique de l'éducation nationale;5;Action internationale;;;13 520 222;13 520 222;6;Éducation nationale
PLF 2019;Budget général;Enseignement scolaire;214;Soutien de la politique de l'éducation nationale;6;Politique des ressources humaines;;;726 748 341;726 748 341;6;Éducation nationale
PLF 2019;Budget général;Enseignement scolaire;214;Soutien de la politique de l'éducation nationale;7;Établissements d'appui de la politique éducative;;;158 078 457;158 078 457;6;Éducation nationale
PLF 2019;Budget général;Enseignement scolaire;214;Soutien de la politique de l'éducation nationale;8;Logistique, système d'information, immobilier;;;653 454 018;622 835 026;6;Éducation nationale
PLF 2019;Budget général;Enseignement scolaire;214;Soutien de la politique de l'éducation nationale;9;Certification;;;204 745 862;204 745 862;6;Éducation nationale
PLF 2019;Budget général;Enseignement scolaire;214;Soutien de la politique de l'éducation nationale;10;Transports scolaires;;;3 322 845;3 322 845;6;Éducation nationale
PLF 2019;Budget général;Enseignement scolaire;143;Enseignement technique agricole;1;Mise en oeuvre de l'enseignement dans les établissements publics;;;770 542 359;770 542 359;3;Agriculture et alimentation
PLF 2019;Budget général;Enseignement scolaire;143;Enseignement technique agricole;2;Mise en oeuvre des enseignements dans les établissements privés;;;601 458 341;601 458 341;3;Agriculture et alimentation
PLF 2019;Budget général;Enseignement scolaire;143;Enseignement technique agricole;3;Aide sociale aux élèves (enseignement public et privé);;;87 335 328;87 335 328;3;Agriculture et alimentation
PLF 2019;Budget général;Enseignement scolaire;143;Enseignement technique agricole;4;Évolution des compétences et dynamique territoriale;;;3 384 218;3 384 218;3;Agriculture et alimentation
PLF 2019;Budget général;Enseignement scolaire;143;Enseignement technique agricole;5;Moyens communs à l'enseignement technique agricole, public et privé;;;5 521 995;5 521 995;3;Agriculture et alimentation
PLF 2019;Budget général;Gestion des finances publiques et des ressources humaines;156;Gestion fiscale et financière de l'État et du secteur public local;1;Fiscalité des grandes entreprises;;;117 224 009;121 124 009;7;Action et comptes publics
PLF 2019;Budget général;Gestion des finances publiques et des ressources humaines;156;Gestion fiscale et financière de l'État et du secteur public local;2;Fiscalité des PME;;;1 588 383 168;1 595 283 168;7;Action et comptes publics
PLF 2019;Budget général;Gestion des finances publiques et des ressources humaines;156;Gestion fiscale et financière de l'État et du secteur public local;3;Fiscalité des particuliers et fiscalité directe locale;;;2 185 910 608;2 186 030 608;7;Action et comptes publics
PLF 2019;Budget général;Gestion des finances publiques et des ressources humaines;156;Gestion fiscale et financière de l'État et du secteur public local;5;Gestion financière de l'État hors fiscalité;;;710 684 461;713 204 461;7;Action et comptes publics
PLF 2019;Budget général;Gestion des finances publiques et des ressources humaines;156;Gestion fiscale et financière de l'État et du secteur public local;6;Gestion des pensions;;;65 217 888;65 217 888;7;Action et comptes publics
PLF 2019;Budget général;Gestion des finances publiques et des ressources humaines;156;Gestion fiscale et financière de l'État et du secteur public local;7;Gestion financière du secteur public local hors fiscalité;;;1 330 541 857;1 332 861 857;7;Action et comptes publics
PLF 2019;Budget général;Gestion des finances publiques et des ressources humaines;156;Gestion fiscale et financière de l'État et du secteur public local;8;Gestion des fonds déposés;;;54 553 076;55 103 076;7;Action et comptes publics
PLF 2019;Budget général;Gestion des finances publiques et des ressources humaines;156;Gestion fiscale et financière de l'État et du secteur public local;9;Soutien;;;1 929 362 316;1 669 363 838;7;Action et comptes publics
PLF 2019;Budget général;Gestion des finances publiques et des ressources humaines;218;Conduite et pilotage des politiques économiques et financières;1;Etat-major et politiques transversales;;;303 411 824;304 411 971;7;Action et comptes publics
PLF 2019;Budget général;Gestion des finances publiques et des ressources humaines;218;Conduite et pilotage des politiques économiques et financières;2;Expertise, audit, évaluation et contrôle;;;66 550 947;67 256 248;7;Action et comptes publics
PLF 2019;Budget général;Gestion des finances publiques et des ressources humaines;218;Conduite et pilotage des politiques économiques et financières;5;Prestations d'appui et support;;;324 201 473;333 213 567;7;Action et comptes publics
PLF 2019;Budget général;Gestion des finances publiques et des ressources humaines;218;Conduite et pilotage des politiques économiques et financières;7;Pilotage des finances publiques et projets interministériels;;;189 838 356;192 772 324;7;Action et comptes publics
PLF 2019;Budget général;Gestion des finances publiques et des ressources humaines;218;Conduite et pilotage des politiques économiques et financières;8;Accompagnement du changement de l’action publique;;;19 551 654;19 601 654;7;Action et comptes publics
