GESTION;2018;;;;;;;;
TYPE BUDGET;Budget général;;;;;;;;
;;;;;;Données;;;
Mission;Programme;Action;Libellé action;Sous-action;Libellé SSA;AELF 2017;AEPLF; CPLF 2017; CPPLF
Défense;178;04;Préparation des forces aériennes;06;Entretien et équipements des forces aériennes;2 466 801 264;2 087 254 063;1 490 343 939;1 615 692 020
Défense;178;04;Préparation des forces aériennes;09;Service industriel aéronautique (SIAé);0;0;0;0
Défense;178;05;Logistique et soutien interarmées;80;Fonction santé;221 768 951;202 139 813;120 358 703;126 329 666
Défense;178;05;Logistique et soutien interarmées;82;Soutien des forces par les bases de défense;621 691 444;626 213 825;647 462 759;671 572 861
Défense;178;05;Logistique et soutien interarmées;83;Soutiens complémentaires;140 097 818;131 081 032;146 468 449;138 510 815
Défense;178;05;Logistique et soutien interarmées;84;Service interarmées des munitions;14 984 704;24 035 513;14 690 886;23 537 383
Défense;178;05;Logistique et soutien interarmées;85;Service du commissariat aux armées;436 045 724;498 265 196;400 853 102;498 299 212
Défense;178;06;Surcoûts liés aux opérations extérieures;;;280 000 000;405 000 000;280 000 000;405 000 000
Défense;178;07;Surcoûts liés aux opérations intérieures;;;;;;
Défense;212;04;Politique immobilière;;;1 717 379 499;2 116 075 850;1 339 785 093;1 744 159 477
Défense;212;05;Systèmes d'information, d'administration et de gestion;;;126 196 962;148 334 258;146 897 177;137 674 951
Défense;212;06;Politiques des ressources humaines;03;Reconversion;36 472 386;37 392 803;36 472 386;37 392 803
Défense;212;06;Politiques des ressources humaines;04;Action sociale et autres politiques de ressources humaines (hors rémunérations des agents);105 379 317;114 691 975;105 379 317;115 637 975
Défense;212;08;Politique culturelle et éducative;01;Actions culturelles et mise en valeur du patrimoine;22 240 138;26 594 109;22 240 138;33 946 351
Défense;212;08;Politique culturelle et éducative;02;Gestion et communication des archives historiques de la défense;3 470 251;3 610 758;3 723 918;3 610 758
Défense;212;10;Restructurations;;;63 768 223;75 043 754;61 260 449;66 537 610
Défense;212;11;Pilotage, soutien et communication;;;364 300 290;368 965 815;429 636 751;419 782 314
Défense;212;50;"Recherche et exploitation du renseignement intéressant la sécurité de la France - Personnel travaillant  pour le programme ""Environnement et prospective de la politique de défense""";01;Renseignement extérieur;425 994 392;445 544 692;425 994 392;445 544 692
Défense;212;50;"Recherche et exploitation du renseignement intéressant la sécurité de la France - Personnel travaillant  pour le programme ""Environnement et prospective de la politique de défense""";02;Renseignement de sécurité et de défense;105 547 900;121 383 805;105 547 900;121 383 805
Défense;212;51;"Prospective de défense - Personnel travaillant  pour le programme ""Environnement et prospective de la politique de défense""";01;DGRIS / Administration  centrale;25 702 225;25 360 000;25 702 225;25 360 000
Défense;212;52;Relations internationales;01;DGA / Soutien aux exportations;7 764 526;7 744 361;7 764 526;7 744 361
Défense;212;52;Relations internationales;02;DGRIS / Diplomatie de défense;78 675 589;79 037 084;78 675 589;79 037 084
Défense;212;53;"Préparation et conduite des opérations d'armement - Personnel travaillant  pour le programme  ""Équipement des forces """;01;Soutien aux opérations d'armement;1 899 094 275;2 006 818 874;1 899 094 275;2 006 818 874
Défense;212;54;"Planification des moyens et conduite des opérations - Personnel travaillant  pour le programme ""Préparation et emploi des forces""";01;Commandement des armées;101 650 374;114 187 110;101 650 374;114 187 110
Défense;212;54;"Planification des moyens et conduite des opérations - Personnel travaillant  pour le programme ""Préparation et emploi des forces""";02;Organismes interarmées à vocation opérationnelle;228 098 384;212 423 855;228 098 384;212 423 855
Défense;212;54;"Planification des moyens et conduite des opérations - Personnel travaillant  pour le programme ""Préparation et emploi des forces""";03;Organismes interarmées à vocation prospective et maitrise des armements;33 663 496;47 729 938;33 663 496;47 729 938
Défense;212;54;"Planification des moyens et conduite des opérations - Personnel travaillant  pour le programme ""Préparation et emploi des forces""";04;Enseignement interarmées;55 098 392;49 343 112;55 098 392;49 343 112
Défense;212;54;"Planification des moyens et conduite des opérations - Personnel travaillant  pour le programme ""Préparation et emploi des forces""";05;EMA / Relations internationales militaires / PPE;148 383 549;144 049 099;148 383 549;144 049 099
Défense;212;54;"Planification des moyens et conduite des opérations - Personnel travaillant  pour le programme ""Préparation et emploi des forces""";06;Renseignement d'intérêt militaire;147 148 640;171 234 473;147 148 640;171 234 473
Défense;212;54;"Planification des moyens et conduite des opérations - Personnel travaillant  pour le programme ""Préparation et emploi des forces""";07;Systèmes d'information et de communication;503 145 685;538 154 044;503 145 685;538 154 044
Défense;212;55;"Préparation des forces terrestres - Personnel travaillant pour le programme ""Préparation et emploi des forces""";01;Ressources humaines des forces terrestres;6 866 799 415;7 219 727 909;6 866 799 415;7 219 727 909
Défense;212;56;"Préparation des forces navales - Personnel travaillant pour le programme ""Préparation et emploi des forces""";01;Ressources humaines des forces navales;2 416 844 649;2 344 368 999;2 416 844 649;2 344 368 999
Défense;212;56;"Préparation des forces navales - Personnel travaillant pour le programme ""Préparation et emploi des forces""";02;Rémunérations des ouvriers de l'Etat de la DCNS;0;0;0;0
Défense;212;57;"Préparation des forces aériennes- Personnel travaillant pour le programme ""Préparation et emploi des forces""";01;Ressources humaines des forces aériennes;2 555 533 552;2 502 981 670;2 555 533 552;2 502 981 670
Défense;212;57;"Préparation des forces aériennes- Personnel travaillant pour le programme ""Préparation et emploi des forces""";02;Service industriel aéronautique(SIAé);0;0;0;0
Défense;212;58;"Logistique et soutien interarmées - Personnel travaillant pour le programme ""Préparation et emploi des forces""";01;Fonction pétrolière;130 990 575;124 455 859;130 990 575;124 455 859
Défense;212;58;"Logistique et soutien interarmées - Personnel travaillant pour le programme ""Préparation et emploi des forces""";02;Logistique et soutien interarmées / CICoS;38 918 689;38 723 519;38 918 689;38 723 519
Défense;212;58;"Logistique et soutien interarmées - Personnel travaillant pour le programme ""Préparation et emploi des forces""";03;Soutiens complémentaires;63 434;0;63 434;0
Défense;212;58;"Logistique et soutien interarmées - Personnel travaillant pour le programme ""Préparation et emploi des forces""";04;Service interarmées des munitions;81 241 988;82 982 083;81 241 988;82 982 083
Défense;212;58;"Logistique et soutien interarmées - Personnel travaillant pour le programme ""Préparation et emploi des forces""";05;Service du commissariat des armées;1 413 877 112;1 474 235 802;1 413 877 112;1 474 235 802
Défense;212;58;"Logistique et soutien interarmées - Personnel travaillant pour le programme ""Préparation et emploi des forces""";06;Fonction santé;774 079 081;841 280 778;774 079 081;841 280 778
Défense;212;59;"Surcoûts liés aux opérations - Personnel travaillant pour le programme ""Préparation et emploi des forces""";01;Surcoûts liés aux opérations extérieures;170 000 000;245 000 000;170 000 000;245 000 000
Défense;212;59;"Surcoûts liés aux opérations - Personnel travaillant pour le programme ""Préparation et emploi des forces""";02;Surcoûts liés aux opérations intérieures;41 000 000;41 000 000;41 000 000;41 000 000
Défense;212;60;"Politique immobilière - Personnel travaillant pour l'action ""Politique immobilière""";;;453 569 189;465 905 863;453 569 189;465 905 863
Défense;212;61;Action sociale, chômage et pensions;01;Actions sociales et autres politiques des ressources humaines;173 757 736;173 733 246;173 757 736;173 733 246
Défense;212;61;Action sociale, chômage et pensions;02;Reconversion des personnels militaires - Chômage;128 784 691;128 406 400;128 784 691;128 406 400
Défense;212;61;Action sociale, chômage et pensions;03;Reconversion des personnels civils - Chômage;4 984 560;5 647 910;4 984 560;5 647 910
Défense;212;62;"Politique culturelle et éducative - gestion et communication des archives historiques de la défense - Personnel travaillant pour l'action ""Politique culturelle et éducative""";;;35 688 082;38 172 825;35 688 082;38 172 825
Défense;212;63;Restructurations - RH;01;Restructurations Personnels civils;53 080 756;32 856 355;53 080 756;32 856 355
Défense;212;63;Restructurations - RH;02;Restructurations Personnels militaires;61 161 465;39 964 065;61 161 465;39 964 065
Défense;212;64;"Pilotage, soutien  -  Personnel travaillant pour l'action "" Pilotage, soutien """;01;Personnel du SGA employeur;309 167 772;297 591 884;309 167 772;297 591 884
Défense;212;64;"Pilotage, soutien  -  Personnel travaillant pour l'action "" Pilotage, soutien """;07;Personnel de l'action sociale;58 885 934;57 588 196;58 885 934;57 588 196
Défense;212;64;"Pilotage, soutien  -  Personnel travaillant pour l'action "" Pilotage, soutien """;08;Personnel de l'agence de reconversion de la Défense;48 073 267;48 355 203;48 073 267;48 355 203
Défense;212;65;"Journée défense et citoyenneté - Personnel travaillant pour le programme ""Liens entre la Nation et son armée""";;;69 658 263;81 663 582;69 658 263;81 663 582
Défense;212;66;Rayonnement et contribution extérieure;01;Pilotage, soutien et communication - effectifs sortants remboursés sous PMEA Mindef;0;0;0;0
Défense;212;66;Rayonnement et contribution extérieure;02;Pilotage, soutien et communication - effectifs sortants non remboursés sous PMEA Mindef;22 949 599;23 158 371;22 949 599;23 158 371
Défense;212;66;Rayonnement et contribution extérieure;03;Pilotage, soutien et communication - effectifs sortants remboursés hors PMEA Mindef;0;0;0;0
Défense;212;66;Rayonnement et contribution extérieure;04;Pilotage, soutien et communication - Présidence de la République;0;0;0;0
Défense;212;66;Rayonnement et contribution extérieure;05;Pilotage, soutien et communication -  Elèves des classes préparatoires des lycées de la défense;1 168 073;1 168 073;1 168 073;1 168 073
Défense;212;67;Pilotage, soutien et communication - dépenses de personnel des cabinets et des organismes rattachés / RH;01;Sous-Direction des Bureau des Cabinets - Cabinet du Ministre de la Défense - Cabinet du Secrétaire d'Etat aux anciens combattants - Bureau des Officiers Généraux;39 320 386;44 152 720;39 320 386;44 152 720
Défense;212;67;Pilotage, soutien et communication - dépenses de personnel des cabinets et des organismes rattachés / RH;02;Contrôle général des armées;17 580 169;20 810 648;17 580 169;20 810 648
Défense;212;67;Pilotage, soutien et communication - dépenses de personnel des cabinets et des organismes rattachés / RH;03;Direction Générale des Systèmes d'Information et de Communication;6 776 371;6 764 261;6 776 371;6 764 261
Défense;212;67;Pilotage, soutien et communication - dépenses de personnel des cabinets et des organismes rattachés / RH;04;Délégation à l'Information et la Communication de la Défense;10 748 967;10 955 499;10 748 967;10 955 499
Défense;212;67;Pilotage, soutien et communication - dépenses de personnel des cabinets et des organismes rattachés / RH;05;Gendarmerie de la Sureté de l'Armement Nucléaire;4 584 238;4 671 694;4 584 238;4 671 694
Défense;212;67;Pilotage, soutien et communication - dépenses de personnel des cabinets et des organismes rattachés / RH;06;Contrôle Budgétaire et Comptable Ministériel défense - Agence Comptable des Services Industriels de l'Armement;9 809 056;7 530 409;9 809 056;7 530 409
Défense;212;67;Pilotage, soutien et communication - dépenses de personnel des cabinets et des organismes rattachés / RH;07;Direction de la Protection des Installations, moyens et activités de la Défense;2 234 349;2 372 663;2 234 349;2 372 663
Direction de l'action du Gouvernement;129;01;Coordination du travail gouvernemental;;;90 057 528;93 593 820;90 122 031;93 658 323
Direction de l'action du Gouvernement;129;02;Coordination de la sécurité et de la défense;;;347 928 014;352 009 374;343 331 519;353 733 321
Direction de l'action du Gouvernement;129;03;Coordination de la politique européenne;;;16 542 508;16 455 987;16 542 508;16 455 987
Direction de l'action du Gouvernement;129;10;Soutien;;;114 746 944;100 135 160;125 322 282;126 461 413
Direction de l'action du Gouvernement;129;11;Stratégie et prospective;;;28 120 821;23 034 808;28 120 821;23 034 808
Direction de l'action du Gouvernement;129;13;Ordre de la Légion d'honneur;;;27 101 336;27 095 036;27 101 336;27 095 036
Direction de l'action du Gouvernement;129;14;Ordre de la Libération;;;1 332 499;;1 332 499;
Direction de l'action du Gouvernement;129;15;Mission interministérielle de lutte contre les drogues et les conduites addictives;;;17 677 602;17 584 407;17 677 602;17 584 407
Direction de l'action du Gouvernement;129;16;Modernisation de l'action publique;;;59 347 782;55 223 311;57 455 839;55 223 311
Direction de l'action du Gouvernement;308;02;Commission nationale de l'informatique et des libertés;;;17 529 246;17 650 797;17 362 855;17 650 797
Direction de l'action du Gouvernement;308;03;Conseil supérieur de l'audiovisuel;;;37 546 658;37 546 658;37 546 658;37 546 658
Direction de l'action du Gouvernement;308;05;Contrôleur général des lieux de privation de liberté;;;5 110 285;5 201 949;5 190 135;5 281 799
Direction de l'action du Gouvernement;308;06;Autres autorités indépendantes;;;3 225 883;4 417 070;3 225 883;4 417 070
Direction de l'action du Gouvernement;308;07;Sécurité et protection des libertés;;;3 039 959;;3 039 959;
Direction de l'action du Gouvernement;308;09;Défenseur des droits;;;22 594 603;22 446 164;22 594 603;22 446 164
Direction de l'action du Gouvernement;308;10;Haute autorité pour la transparence de la vie publique;;;11 854 652;5 589 049;6 347 552;6 410 189
Direction de l'action du Gouvernement;308;11;Régulation de la distribution de la presse;;;269 736;289 735;269 736;289 735
Direction de l'action du Gouvernement;308;12;Commission nationale de contrôle des techniques de renseignement;;;;2 895 628;;2 895 628
Direction de l'action du Gouvernement;308;13;Commission du secret de la Défense nationale;;;;571 613;;571 613
Direction de l'action du Gouvernement;333;01;Fonctionnement courant des directions départementales interministérielles;;;160 954 164;163 241 764;160 954 164;163 241 764
Direction de l'action du Gouvernement;333;02;Loyers et charges immobilières des administrations déconcentrées;;;470 244 275;482 416 114;323 926 954;326 875 046
Direction de l'action du Gouvernement;333;03;Emplois déconcentrés des services du Premier ministre;;;177 558 404;181 599 753;177 558 404;181 599 753
Écologie, développement et mobilité durables;113;01;Sites, paysages, publicité;;;6 968 325;6 767 226;6 968 325;6 767 226
Écologie, développement et mobilité durables;113;02;logistique, formation et contentieux;;;5 631 514;5 631 514;5 631 514;5 631 514
Écologie, développement et mobilité durables;113;07;Gestion des milieux et biodiversité;;;268 294 965;136 195 542;268 294 965;136 195 542
Écologie, développement et mobilité durables;159;10;Gouvernance, évaluation, études et prospective en matière de développement durable;;;;14 664 147;;14 664 147
Écologie, développement et mobilité durables;159;11;Etudes et expertise en matière de développement durable;;;210 994 361;206 040 570;210 994 361;206 040 570
Écologie, développement et mobilité durables;159;12;Information géographique et cartographique;;;93 181 916;91 669 630;93 251 916;91 669 630
Écologie, développement et mobilité durables;159;13;Météorologie;;;192 837 999;188 846 545;192 837 999;188 846 545
Écologie, développement et mobilité durables;159;14;Economie sociale et solidaire;;;;15 250 000;;14 243 746
Écologie, développement et mobilité durables;174;01;Politique de l'énergie;;;3 983 900;4 456 501;3 983 900;4 406 501
Écologie, développement et mobilité durables;174;04;Gestion économique et sociale de l'après-mines;;;422 907 573;390 742 250;423 607 573;390 742 250
Écologie, développement et mobilité durables;174;05;Lutte contre le changement climatique et pour la qualité de l'air;;;27 425 762;30 795 000;27 425 762;30 845 000
Écologie, développement et mobilité durables;174;06;Soutien;;;1 126 563;1 300 000;1 126 563;1 300 000
Écologie, développement et mobilité durables;181;01;Prévention des risques technologiques et des pollutions;;;103 438 322;106 896 627;88 208 322;91 666 627
Écologie, développement et mobilité durables;181;09;Contrôle de la sûreté nucléaire et de la radioprotection;;;57 801 500;58 485 092;62 801 500;63 485 092
Écologie, développement et mobilité durables;181;10;Prévention des risques naturels et hydrauliques;;;39 250 723;37 399 224;38 899 225;37 399 224
Écologie, développement et mobilité durables;181;11;Gestion de l'après-mine et travaux de mise en sécurité, indemnisations et expropriations sur les sites;;;37 673 931;38 573 931;37 673 931;38 573 931
Écologie, développement et mobilité durables;181;12;Agence de l'environnement et de la maîtrise de l'énergie (ADEME);;;;612 700 000;;612 700 000
Écologie, développement et mobilité durables;203;01;Routes - Développement;;;1 000;;1 000;
Écologie, développement et mobilité durables;203;04;Routes - Entretien;;;;321 179 608;;320 000 000
Écologie, développement et mobilité durables;203;10;Infrastructures de transports collectifs et ferroviaires;;;2 426 677 026;;2 426 677 026;
Écologie, développement et mobilité durables;203;11;Infrastructures fluviales, portuaires et aéroportuaires;;;303 867 064;;312 217 064;
Écologie, développement et mobilité durables;203;12;Entretien et exploitation du réseau routier national;;;311 231 432;;317 313 350;
Écologie, développement et mobilité durables;203;13;Soutien, régulation, contrôle et sécurité des services de transports terrestres;;;42 517 383;;47 517 383;
Écologie, développement et mobilité durables;203;14;Soutien, régulation et contrôle dans les domaines des transports fluviaux, maritimes et aériens;;;26 409 452;;25 999 452;
Écologie, développement et mobilité durables;203;15;Stratégie et soutien;;;13 516 053;;16 089 688;
Écologie, développement et mobilité durables;203;41;Ferroviaire;;;;2 420 362 316;;2 421 612 316
Écologie, développement et mobilité durables;203;42;Voies navigables;;;;251 415 663;;251 415 663
Écologie, développement et mobilité durables;203;43;Ports;;;;70 894 836;;70 894 836
Écologie, développement et mobilité durables;203;44;Transports collectifs;;;;27 258 624;;27 258 624
Écologie, développement et mobilité durables;203;45;Transports combinés;;;;77 409 039;;22 409 039
Écologie, développement et mobilité durables;203;47;Fonctions support;;;;15 553 522;;15 553 522
Écologie, développement et mobilité durables;203;50;Transport routier;;;;4 758 710;;4 758 710
Écologie, développement et mobilité durables;203;51;Sécurité ferroviaire;;;;7 500 000;;1 000 000
Écologie, développement et mobilité durables;203;52;Transport aérien;;;;30 850 000;;24 709 000
Écologie, développement et mobilité durables;205;01;Sécurité et sûreté maritimes;;;28 950 000;29 880 000;25 970 000;29 885 000
Écologie, développement et mobilité durables;205;02;Gens de mer et enseignement maritime;;;27 915 190;28 050 000;27 615 190;28 050 000
Écologie, développement et mobilité durables;205;03;Flotte de commerce;;;83 500 000;64 220 000;83 500 000;64 220 000
Écologie, développement et mobilité durables;205;04;Action interministérielle de la mer;;;9 340 000;10 350 000;9 240 000;10 345 000
Écologie, développement et mobilité durables;205;05;Soutien au programme;;;6 719 376;7 500 000;6 719 376;7 500 000
Écologie, développement et mobilité durables;217;01;Stratégie, expertise et études en matière de développement durable;;;18 816 479;;18 816 479;
Écologie, développement et mobilité durables;217;02;Fonction juridique;;;2 511 592;2 211 592;2 511 592;2 211 592
Écologie, développement et mobilité durables;217;03;Politique et programmation de l'immobilier et des moyens de fonctionnement;;;76 620 816;76 870 876;125 752 674;119 858 197
Écologie, développement et mobilité durables;217;04;Politique et gestion des systèmes d'information et des réseaux informatiques;;;21 444 238;24 044 238;21 444 238;24 044 238
Écologie, développement et mobilité durables;217;05;Politique des ressources humaines et formation;;;214 275 050;234 122 214;214 275 050;234 122 214
Écologie, développement et mobilité durables;217;06;Actions nationales, européennes et internationales en faveur du développement durable;;;8 791 891;12 451 891;8 791 891;12 451 891
Écologie, développement et mobilité durables;217;07;"Personnels oeuvrant pour les politiques du programme ""Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables""";;;497 613 923;555 796 551;497 613 923;555 796 551
Écologie, développement et mobilité durables;217;08;"Personnels oeuvrant pour les politiques du programme ""Infrastructures et services de transports""";;;606 106 341;594 446 661;606 106 341;594 446 661
Écologie, développement et mobilité durables;217;09;"Personnels oeuvrant pour les politiques du programme ""Sécurité et éducation routières""";;;1 412 145;1 378 592;1 412 145;1 378 592
Écologie, développement et mobilité durables;217;11;"Personnels oeuvrant pour les politiques du programme ""Affaires maritimes""";;;187 465 597;179 899 007;187 465 597;179 899 007
Écologie, développement et mobilité durables;217;13;"Personnels oeuvrant pour les politiques du programme ""Paysages, eau et biodiversité""";;;253 320 654;267 285 540;253 320 654;267 285 540
Écologie, développement et mobilité durables;217;15;"Personnels relevant du ministère de la "" Cohésion des territoires """;;;780 741 065;667 554 167;780 741 065;667 554 167
Écologie, développement et mobilité durables;217;16;"Personnels oeuvrant pour les politiques du programme ""Prévention des risques""";;;240 882 165;239 141 944;240 882 165;239 141 944
Écologie, développement et mobilité durables;217;18;Personnels relevant de programmes d'autres ministères;;;;;;
Écologie, développement et mobilité durables;217;22;Personnels transférés aux collectivités territoriales;;;6 765 507;7 143 532;6 765 507;7 143 532
Écologie, développement et mobilité durables;217;23;"Personnels oeuvrant pour les politiques des programmes ""énergie, climat et après-mines""";;;56 336 446;56 425 552;56 336 446;56 425 552
Écologie, développement et mobilité durables;217;24;Personnels oeuvrant dans le domaine des transports aériens;;;2 099 616;2 119 578;2 099 616;2 119 578
Écologie, développement et mobilité durables;217;25;Commission nationale du débat public;;;3 451 000;3 450 000;3 451 000;3 450 000
Écologie, développement et mobilité durables;217;26;Autorité de contrôle des nuisances aéroportuaires (ACNUSA);;;1 700 000;1 700 000;1 700 000;1 700 000
Écologie, développement et mobilité durables;217;27;Commission de régulation de l'énergie (CRE);;;20 605 323;20 860 000;20 605 323;20 860 000
Écologie, développement et mobilité durables;217;28;"Personnels oeuvrant pour le développement durable et pour les politiques du programme ""expertise, information géographique et météorologique""";;;;52 338 970;;52 338 970
Écologie, développement et mobilité durables;345;01;Solidarité avec les zones non interconnectées au réseau métropolitain;;;1 380 300 000;1 506 778 171;1 380 300 000;1 506 778 171
Écologie, développement et mobilité durables;345;02;Protection des consommateurs en situation de précarité énergétique;;;496 900 000;753 639 487;496 900 000;753 639 487
Écologie, développement et mobilité durables;345;03;Soutien à la cogénération;;;562 600 000;691 467 824;562 600 000;691 467 824
Écologie, développement et mobilité durables;345;05;Frais de support;;;99 870 000;87 238 970;99 870 000;87 238 970
Écologie, développement et mobilité durables;345;06;Médiateur de l'énergie;;;5 330 000;4 796 000;5 330 000;4 796 000
Écologie, développement et mobilité durables;345;07;Fermeture de la centrale de Fessenheim;;;;0;;0
Économie;134;02;Commerce, artisanat et services;;;61 896 986;57 422 031;55 396 986;54 454 830
Économie;134;03;Actions en faveur des entreprises industrielles;;;265 913 507;246 254 324;268 801 919;248 480 272
Économie;134;04;Développement des télécommunications, des postes et de la société de l'information;;;162 329 451;196 978 000;162 329 451;176 978 000
Économie;134;07;Développement international des entreprises et attractivité du territoire;;;170 059 558;153 889 558;170 059 558;154 889 558
Économie;134;08;Expertise, conseil et inspection;;;19 945 446;18 784 703;19 945 446;18 807 229
Économie;134;13;Régulation des communications électroniques et des postes (ARCEP);;;23 143 069;53 575 779;23 143 069;27 045 779
Économie;134;15;Mise en oeuvre du droit de la concurrence (Autorité de la concurrence);;;21 504 247;21 656 498;22 604 247;21 656 498
Économie;134;16;Régulation concurrentielle des marchés;;;75 240 867;71 965 264;75 212 099;72 165 058
Économie;134;17;Protection économique du consommateur;;;121 164 319;115 165 741;121 121 389;115 470 465
Économie;134;18;Sécurité du consommateur;;;45 427 553;43 517 023;45 410 185;43 637 837
Économie;134;20;Financement des entreprises;;;24 883 001;48 000 000;24 883 001;48 000 000
Économie;134;21;Développement du tourisme;;;2 314 376;742 643;4 190 460;1 846 026
Économie;134;22;Economie sociale et solidaire;;;4 920 570;150 000;4 729 112;
Économie;220;01;Infrastructure statistique;;;137 706 030;134 935 546;137 589 938;133 342 596
Économie;220;02;Information sur les entreprises et synthèses économiques;;;54 896 606;56 433 634;55 028 016;56 124 524
Économie;220;03;Information démographique et sociale;;;71 866 702;70 948 280;72 186 630;70 033 567
Économie;220;05;Pilotage et soutien;;;132 122 967;142 622 470;126 102 804;136 124 814
Économie;220;06;Action régionale;;;58 118 182;54 885 397;58 154 577;54 756 378
Économie;220;07;Formation initiale;;;4 724 594;4 957 469;4 724 594;4 957 469
Économie;305;01;Définition et mise en oeuvre de la politique économique et financière de la France dans le cadre national, international et européen;;;327 598 021;332 320 309;327 598 021;332 320 309
Économie;305;02;Développement international de l'économie française;;;84 463 837;85 782 622;84 463 837;85 782 622
Économie;305;03;Elaboration de la législation fiscale;;;16 099 180;16 632 214;16 099 180;16 632 214
Économie;343;01;Réseaux d'initiative publique;;;409 500 000;208 000 000;0;
Engagements financiers de l'État;114;01;Agriculture et environnement;;;1 000 000;900 000;1 000 000;900 000
Engagements financiers de l'État;114;02;Soutien au domaine social, logement, santé;;;21 900 000;38 290 000;21 900 000;38 290 000
Engagements financiers de l'État;114;03;Financement des entreprises et industrie;;;4 000 000;1 400 000;4 000 000;1 400 000
Engagements financiers de l'État;114;04;Développement international de l'économie française;01;Assurance-crédit;0;0;0;0
Engagements financiers de l'État;114;04;Développement international de l'économie française;02;Assurance-prospection;0;32 000 000;0;32 000 000
Engagements financiers de l'État;114;04;Développement international de l'économie française;03;Garantie de change;0;1 000 000;0;1 000 000
Engagements financiers de l'État;114;04;Développement international de l'économie française;04;Garantie du risque économique;0;0;0;0
Engagements financiers de l'État;114;04;Développement international de l'économie française;05;Garanties de taux d'intérêt Natixis;0;0;0;0
Engagements financiers de l'État;114;04;Développement international de l'économie française;06;Garantie du risque exportateur;0;30 000 000;0;30 000 000
Engagements financiers de l'État;114;05;Autres garanties;;;500 000;500 000;500 000;500 000
Engagements financiers de l'État;117;01;Dette;;;40 600 000 000;40 235 000 000;40 600 000 000;40 235 000 000
Engagements financiers de l'État;117;03;Trésorerie;;;948 000 000;962 000 000;948 000 000;962 000 000
Engagements financiers de l'État;145;01;Épargne logement;;;192 032 000;148 928 000;192 032 000;148 928 000
Engagements financiers de l'État;145;02;Instruments de financement du logement;;;1 468 000;1 072 000;1 468 000;1 072 000
Engagements financiers de l'État;168;01;Participation de l'État aux majorations de rentes viagères;;;145 600 000;141 800 000;145 600 000;141 800 000
Engagements financiers de l'État;336;01;Dotation en capital du Mécanisme européen de stabilité;;;0;0;0;0
Engagements financiers de l'État;338;01;Augmentation de capital de la Banque européenne d'investissement;;;0;0;0;0
Engagements financiers de l'État;344;01;Fonds de soutien relatif aux prêts et contrats financiers structurés à risque;;;0;0;183 256 145;183 916 762
Enseignement scolaire;139;01;Enseignement pré-élémentaire;;;468 186 121;479 006 229;468 186 121;479 006 229
Enseignement scolaire;139;02;Enseignement élémentaire;;;1 250 365 462;1 274 437 537;1 250 365 462;1 274 437 537
Enseignement scolaire;139;03;Enseignement en collège;;;1 937 440 911;1 966 306 122;1 937 440 911;1 966 306 122
Enseignement scolaire;139;04;Enseignement général et technologique en lycée;;;1 244 661 546;1 283 895 322;1 244 661 546;1 283 895 322
Enseignement scolaire;139;05;Enseignement professionnel sous statut scolaire;;;781 210 450;788 361 457;781 210 450;788 361 457
Enseignement scolaire;139;06;Enseignement post-baccalauréat en lycée;;;281 558 862;285 069 858;281 558 862;285 069 858
Enseignement scolaire;139;07;Dispositifs spécifiques de scolarisation;;;155 510 335;158 693 218;155 510 335;158 693 218
Enseignement scolaire;139;08;Actions sociales en faveur des élèves;;;71 350 298;73 850 911;71 350 298;73 850 911
Enseignement scolaire;139;09;Fonctionnement des établissements;;;686 388 731;677 187 666;686 388 731;677 187 666
Enseignement scolaire;139;10;Formation initiale et continue des enseignants;;;147 381 154;152 493 860;147 381 154;152 493 860
Enseignement scolaire;139;11;Remplacement;;;176 450 278;179 668 926;176 450 278;179 668 926
Enseignement scolaire;139;12;Soutien;;;234 215 109;234 215 109;234 215 109;234 215 109
Enseignement scolaire;140;01;Enseignement pré-élémentaire;;;5 210 855 295;5 289 782 511;5 210 855 295;5 289 782 511
Enseignement scolaire;140;02;Enseignement élémentaire;;;10 504 590 574;10 770 265 921;10 504 590 574;10 770 265 921
Enseignement scolaire;140;03;Besoins éducatifs particuliers;;;1 849 067 583;1 865 801 529;1 849 067 583;1 865 801 529
Enseignement scolaire;140;04;Formation des personnels enseignants;;;784 326 371;852 620 063;784 326 371;852 620 063
Enseignement scolaire;140;05;Remplacement;;;1 799 747 386;1 849 196 296;1 799 747 386;1 849 196 296
Enseignement scolaire;140;06;Pilotage et encadrement pédagogique;;;1 281 768 779;1 291 212 211;1 281 768 779;1 291 212 211
Enseignement scolaire;140;07;Personnels en situations diverses;;;95 371 362;96 641 108;95 371 362;96 641 108
Enseignement scolaire;141;01;Enseignement en collège;;;11 531 120 649;11 583 984 111;11 531 120 649;11 583 984 111
Enseignement scolaire;141;02;Enseignement général et technologique en lycée;;;7 182 615 278;7 266 124 251;7 182 615 278;7 266 124 251
Enseignement scolaire;141;03;Enseignement professionnel sous statut scolaire;;;4 368 736 653;4 419 071 279;4 368 736 653;4 419 071 279
Enseignement scolaire;141;04;Apprentissage;;;7 205 714;7 271 926;7 205 714;7 271 926
Enseignement scolaire;141;05;Enseignement post-baccalauréat en lycée;;;2 098 402 807;2 121 990 702;2 098 402 807;2 121 990 702
