GESTION;2018;;;;;;;;
TYPE BUDGET;Budget général;;;;;;;;
;;;;;;Données;;;
Mission;Programme;Action;Libellé action;Sous-action;Libellé SSA;AELF 2017;AEPLF; CPLF 2017; CPPLF
Enseignement scolaire;141;06;Besoins éducatifs particuliers;;;1 213 011 651;1 226 602 085;1 213 011 651;1 226 602 085
Enseignement scolaire;141;07;Aide à l'insertion professionnelle;;;57 692 522;58 249 240;57 692 522;58 249 240
Enseignement scolaire;141;08;Information et orientation;;;317 233 595;324 332 603;317 233 595;324 332 603
Enseignement scolaire;141;09;Formation continue des adultes et validation des acquis de l'expérience;;;122 589 858;124 037 355;122 589 858;124 037 355
Enseignement scolaire;141;10;Formation des personnels enseignants et d'orientation;;;685 093 889;690 231 010;685 093 889;690 231 010
Enseignement scolaire;141;11;Remplacement;;;1 461 099 639;1 482 953 555;1 461 099 639;1 482 953 555
Enseignement scolaire;141;12;Pilotage, administration et encadrement pédagogique;;;3 303 539 419;3 345 051 026;3 303 539 419;3 345 051 026
Enseignement scolaire;141;13;Personnels en situations diverses;;;92 576 316;93 603 980;92 576 316;93 603 980
Enseignement scolaire;143;01;Mise en oeuvre de l'enseignement dans les établissements publics;;;736 363 711;759 083 701;736 363 711;759 083 701
Enseignement scolaire;143;02;Mise en oeuvre des enseignements dans les établissements privés;;;583 112 438;588 592 245;583 112 438;588 592 245
Enseignement scolaire;143;03;Aide sociale aux élèves (enseignement public et privé);;;89 510 737;95 969 408;89 510 737;95 969 408
Enseignement scolaire;143;04;Évolution des compétences et dynamique territoriale;;;3 159 551;3 384 218;3 159 551;3 384 218
Enseignement scolaire;143;05;Moyens communs à l'enseignement technique agricole, public et privé;;;5 521 995;5 521 995;5 521 995;5 521 995
Enseignement scolaire;214;01;Pilotage et mise en oeuvre des politiques éducatives;;;397 087 371;425 905 298;397 087 371;425 905 298
Enseignement scolaire;214;02;Évaluation et contrôle;;;79 857 152;82 259 353;79 857 152;82 259 353
Enseignement scolaire;214;03;Communication;;;13 738 824;14 099 945;13 738 824;14 099 945
Enseignement scolaire;214;04;Expertise juridique;;;16 629 177;17 109 280;16 629 177;17 109 280
Enseignement scolaire;214;05;Action internationale;;;13 778 608;13 943 512;13 778 608;13 943 512
Enseignement scolaire;214;06;Politique des ressources humaines;;;704 898 969;729 397 869;704 898 969;729 397 869
Enseignement scolaire;214;07;Établissements d'appui de la politique éducative;;;154 191 475;156 668 611;154 191 475;156 668 611
Enseignement scolaire;214;08;Logistique, système d'information, immobilier;;;596 714 628;777 527 960;613 749 695;707 050 680
Enseignement scolaire;214;09;Certification;;;198 568 540;202 980 668;198 568 540;202 980 668
Enseignement scolaire;214;10;Transports scolaires;;;3 322 845;3 322 845;3 322 845;3 322 845
Enseignement scolaire;230;01;Vie scolaire et éducation à la responsabilité;;;2 379 544 287;2 481 996 570;2 379 544 287;2 481 996 570
Enseignement scolaire;230;02;Santé scolaire;;;493 002 729;507 362 659;493 002 729;507 362 659
Enseignement scolaire;230;03;Inclusion scolaire des élèves en situation de handicap;;;799 121 200;1 162 793 639;799 121 200;1 162 793 639
Enseignement scolaire;230;04;Action sociale;;;815 493 445;881 458 968;815 493 445;881 458 968
Enseignement scolaire;230;05;Politique de l'internat et établissements à la charge de l'Etat;;;53 668 061;55 504 596;53 668 061;55 504 596
Enseignement scolaire;230;06;Actions éducatives complémentaires aux enseignements;;;533 208 664;324 047 586;456 077 414;324 047 586
Gestion des finances publiques et des ressources humaines;148;01;Formation des fonctionnaires;;;83 130 000;84 397 851;83 130 000;84 397 851
Gestion des finances publiques et des ressources humaines;148;02;Action sociale interministérielle;;;124 226 458;119 874 239;124 226 458;119 817 739
Gestion des finances publiques et des ressources humaines;148;03;Appui ressources humaines et apprentissage;;;32 786 573;34 841 969;32 786 573;34 898 469
Gestion des finances publiques et des ressources humaines;156;01;Fiscalité des grandes entreprises;;;111 311 303;113 691 712;114 911 303;117 341 712
Gestion des finances publiques et des ressources humaines;156;02;Fiscalité des PME;;;1 682 200 158;1 636 645 632;1 681 450 158;1 641 547 632
Gestion des finances publiques et des ressources humaines;156;03;Fiscalité des particuliers et fiscalité directe locale;;;2 212 729 350;2 186 550 770;2 208 684 350;2 181 942 770
Gestion des finances publiques et des ressources humaines;156;05;Gestion financière de l'État hors fiscalité;;;730 072 672;716 732 882;729 442 672;715 842 882
Gestion des finances publiques et des ressources humaines;156;06;Gestion des pensions;;;64 149 835;63 622 571;64 149 835;63 622 571
Gestion des finances publiques et des ressources humaines;156;07;Gestion financière du secteur public local hors fiscalité;;;1 363 809 800;1 342 617 894;1 360 439 800;1 343 173 894
Gestion des finances publiques et des ressources humaines;156;08;Gestion des fonds déposés;;;57 029 463;53 517 729;56 940 463;53 434 329
Gestion des finances publiques et des ressources humaines;156;09;Soutien;;;2 024 408 991;1 998 281 441;1 870 278 008;1 937 224 841
Gestion des finances publiques et des ressources humaines;218;01;Etat-major et politiques transversales;;;313 373 601;303 981 654;313 378 572;303 991 654
Gestion des finances publiques et des ressources humaines;218;02;Expertise, audit, évaluation et contrôle;;;69 633 151;75 110 890;69 633 257;73 710 890
Gestion des finances publiques et des ressources humaines;218;05;Prestations d'appui et support;;;455 128 837;419 060 610;461 547 839;433 153 372
Gestion des finances publiques et des ressources humaines;218;07;Pilotage des finances publiques et projets interministériels;;;165 297 678;187 148 750;163 276 912;193 048 750
Gestion des finances publiques et des ressources humaines;302;01;Surveillance douanière des flux de personnes et de marchandises et lutte contre la grande fraude douanière.;;;520 792 448;531 068 927;516 836 187;529 944 549
Gestion des finances publiques et des ressources humaines;302;03;Préservation de la sécurité et de la sûreté de l'espace national et européen;;;176 289 023;194 905 187;170 994 640;200 180 601
Gestion des finances publiques et des ressources humaines;302;04;Promotion des échanges internationaux et qualité du dédouanement;;;266 242 261;264 729 945;265 104 265;265 888 679
Gestion des finances publiques et des ressources humaines;302;05;Fiscalité douanière, énergétique et environnementale;;;282 420 209;261 881 790;281 665 772;261 790 474
Gestion des finances publiques et des ressources humaines;302;06;Soutien des services opérationnels;;;294 477 317;306 564 891;291 663 629;306 265 518
Immigration, asile et intégration;104;11;Accueil des étrangers primo arrivants;;;173 508 000;191 431 000;173 508 000;191 431 000
Immigration, asile et intégration;104;12;Actions d'accompagnement des étrangers en situation régulière;;;29 753 320;38 431 000;29 753 320;38 431 000
Immigration, asile et intégration;104;14;Accès à la nationalité française;;;945 600;1 069 222;1 005 600;1 029 767
Immigration, asile et intégration;104;15;Accompagnement des réfugiés;;;26 743 400;43 160 100;26 743 400;43 160 100
Immigration, asile et intégration;104;16;Accompagnement du plan de traitement des foyers de  travailleurs migrants;;;8 538 000;8 538 000;8 538 000;8 538 000
Immigration, asile et intégration;303;01;Circulation des étrangers et politique des visas;;;520 000;520 000;520 000;520 000
Immigration, asile et intégration;303;02;Garantie de l'exercice du droit d'asile;;;868 670 923;953 015 461;740 910 000;985 452 829
Immigration, asile et intégration;303;03;Lutte contre l'immigration irrégulière;;;89 017 850;82 626 000;89 157 350;82 826 000
Immigration, asile et intégration;303;04;Soutien;;;26 850 403;33 627 961;27 611 053;31 757 961
Investissements d'avenir;421;01;Nouveaux cursus à l'université;;;250 000 000;0;0;12 500 000
Investissements d'avenir;421;02;Programmes prioritaires de recherche;;;400 000 000;0;0;20 000 000
Investissements d'avenir;421;03;Équipements structurants de recherche;;;350 000 000;0;0;
Investissements d'avenir;421;04;Soutien des grandes universités de recherche;;;700 000 000;0;0;10 000 000
Investissements d'avenir;421;05;Constitution d'écoles universitaires de recherche;;;300 000 000;0;0;20 000 000
Investissements d'avenir;421;06;Créations expérimentales de sociétés universitaires et scientifiques;;;400 000 000;0;0;50 000 000
Investissements d'avenir;421;07;Territoires d'innovation pédagogique;;;500 000 000;0;0;30 000 000
Investissements d'avenir;422;01;Intégration des SATT, incubateurs et accélérateurs;;;150 000 000;0;0;10 000 000
Investissements d'avenir;422;02;"Fonds national post-maturation ""Frontier venture""";;;500 000 000;0;0;100 000 000
Investissements d'avenir;422;03;Démonstrateurs et territoires d'innovation de grande ambition;;;1 500 000 000;0;0;70 000 000
Investissements d'avenir;422;04;Nouveaux écosystèmes d'innovation;;;230 000 000;0;0;10 000 000
Investissements d'avenir;422;05;Accélération du développement des écosystèmes d'innovation performants;;;620 000 000;0;0;37 000 000
Investissements d'avenir;423;01;Soutien à l'innovation collaborative;;;550 000 000;0;0;60 000 000
Investissements d'avenir;423;02;Accompagnement et transformation des filières;;;1 000 000 000;0;0;25 000 000
Investissements d'avenir;423;03;Industrie du futur;;;350 000 000;0;0;0
Investissements d'avenir;423;04;Adaptation et qualification de la main d'oeuvre;;;100 000 000;0;0;25 000 000
Investissements d'avenir;423;05;Concours d'innovation;;;300 000 000;0;0;50 000 000
Investissements d'avenir;423;06;Fonds national d'amorçage n° 2;;;500 000 000;0;0;250 000 000
Investissements d'avenir;423;07;Fonds à l'internationalisation des PME;;;200 000 000;0;0;100 000 000
Investissements d'avenir;423;08;"Fonds de fonds ""Multicap Croissance"" n° 2";;;400 000 000;0;0;200 000 000
Investissements d'avenir;423;09;Grands défis;;;700 000 000;0;0;0
Justice;101;01;Aide juridictionnelle;;;364 196 004;395 934 152;364 196 004;395 934 152
Justice;101;02;Développement de l'accès au droit et du réseau judiciaire de proximité;;;8 475 350;8 292 350;8 475 350;8 292 350
Justice;101;03;Aide aux victimes;;;26 066 500;27 705 000;26 066 500;27 705 000
Justice;101;04;Médiation familiale et espaces de rencontre;;;4 366 342;6 252 900;4 366 342;6 252 900
Justice;101;05;Indemnisation des avoués;;;;;;
Justice;107;01;Garde et contrôle des personnes placées sous main de justice;;;3 626 166 107;2 325 050 843;2 145 256 107;2 163 607 482
Justice;107;02;Accueil et accompagnement des personnes placées sous main de justice;;;1 788 590 145;763 455 170;1 130 065 996;1 050 855 170
Justice;107;04;Soutien et formation;;;348 342 631;400 127 907;339 002 631;343 763 411
Justice;166;01;Traitement et jugement des contentieux civils;;;967 221 325;1 003 205 954;967 221 325;1 003 205 954
Justice;166;02;Conduite de la politique pénale et jugement des affaires pénales;;;1 203 367 487;1 207 279 602;1 203 367 487;1 217 279 602
Justice;166;03;Cassation;;;50 371 552;50 498 470;50 371 552;50 498 470
Justice;166;05;Enregistrement des décisions judiciaires;;;11 833 030;12 347 989;11 833 030;12 347 989
Justice;166;06;Soutien;;;1 014 323 910;985 976 569;908 120 241;972 456 569
Justice;166;07;Formation;;;151 115 109;163 119 636;151 115 109;163 119 636
Justice;166;08;Support à l'accès au droit et à la justice;;;23 216 703;27 570 472;23 216 703;27 570 472
Justice;182;01;Mise en oeuvre des décisions judiciaires;;;709 866 212;733 683 762;700 587 013;723 737 981
Justice;182;03;Soutien;;;97 614 869;100 250 749;94 612 526;97 931 806
Justice;182;04;Formation;;;35 592 656;41 428 863;33 540 206;35 578 863
Justice;310;01;État major;;;11 120 200;11 376 319;11 120 200;11 376 319
Justice;310;02;Activité normative;;;25 248 686;26 283 414;25 248 686;26 283 414
Justice;310;03;Évaluation, contrôle, études et recherche;;;18 899 890;19 417 350;18 899 890;19 692 350
Justice;310;04;Gestion de l'administration centrale;;;114 580 193;130 187 239;124 210 193;145 972 659
Justice;310;09;Action informatique ministérielle;;;154 447 370;544 214 566;160 432 866;190 715 683
Justice;310;10;Action sociale ministérielle;;;37 074 009;40 550 691;37 074 009;40 550 691
Justice;335;01;Conseil supérieur de la magistrature;;;3 773 574;4 510 619;4 545 098;4 767 119
Médias, livre et industries culturelles;180;01;Relations financières avec l'AFP;;;132 476 239;131 476 239;132 476 239;131 476 239
Médias, livre et industries culturelles;180;02;Aides à la presse;;;125 917 207;119 430 676;125 917 207;119 430 676
Médias, livre et industries culturelles;180;05;Soutien aux médias de proximité;;;1 587 160;1 581 660;1 587 160;1 581 660
Médias, livre et industries culturelles;180;06;Soutien à l'expression radiophonique locale;;;30 923 418;30 748 639;30 923 418;30 748 639
Médias, livre et industries culturelles;180;07;Compagnie internationale de radio et télévision (CIRT);;;1 666 500;1 666 500;1 666 500;1 666 500
Médias, livre et industries culturelles;334;01;Livre et lecture;;;262 300 701;246 652 598;260 282 250;255 408 250
Médias, livre et industries culturelles;334;02;Industries culturelles;;;16 432 051;15 106 051;16 432 051;15 106 051
Outre-mer;123;01;Logement;;;246 000 000;226 000 000;231 750 000;228 115 237
Outre-mer;123;02;Aménagement  du territoire;;;144 232 023;161 238 860;163 727 738;166 005 514
Outre-mer;123;03;Continuité territoriale;;;41 662 353;41 123 746;41 662 353;41 123 746
Outre-mer;123;04;Sanitaire, social, culture, jeunesse et sports;;;29 975 836;19 600 000;21 725 836;19 600 000
Outre-mer;123;06;Collectivités territoriales;;;300 345 536;261 915 550;279 860 466;225 628 714
Outre-mer;123;07;Insertion économique et coopération régionales;;;954 500;909 500;954 500;909 500
Outre-mer;123;08;Fonds exceptionnel d'investissement;;;40 000 000;40 000 000;34 767 379;36 000 000
Outre-mer;123;09;Appui à l'accès aux financements bancaires;;;45 623 254;25 000 000;13 230 678;17 331 633
Outre-mer;138;01;Soutien aux entreprises;;;1 027 625 023;1 079 037 757;1 030 387 552;1 078 537 757
Outre-mer;138;02;Aide à l'insertion et à la qualification professionnelle;;;246 161 149;247 452 286;246 703 952;252 530 007
Outre-mer;138;03;Pilotage des politiques des outre-mer;;;2 131 993;2 525 000;2 131 993;2 525 000
Pouvoirs publics;501;01;Présidence de la République;;;100 000 000;103 000 000;100 000 000;103 000 000
Pouvoirs publics;511;01;Assemblée nationale;;;517 890 000;517 890 000;517 890 000;517 890 000
Pouvoirs publics;521;01;Sénat;;;311 627 700;311 627 700;311 627 700;311 627 700
Pouvoirs publics;521;02;Jardin du Luxembourg;;;11 956 900;11 956 900;11 956 900;11 956 900
Pouvoirs publics;521;03;Musée du Luxembourg;;;;;;
Pouvoirs publics;531;01;Conseil constitutionnel;;;13 696 974;11 719 229;13 696 974;11 719 229
Pouvoirs publics;532;01;Haute Cour;;;0;0;0;0
Pouvoirs publics;533;01;Cour de justice de la République;;;861 500;861 500;861 500;861 500
Pouvoirs publics;541;01;La Chaîne parlementaire - Assemblée nationale;;;16 641 162;16 641 162;16 641 162;16 641 162
Pouvoirs publics;541;02;Public Sénat;;;18 246 000;18 046 000;18 246 000;18 046 000
Pouvoirs publics;542;01;Indemnités des représentants français au Parlement européen;;;0;0;0;0
Recherche et enseignement supérieur;142;01;Enseignement supérieur;;;303 821 229;309 750 669;302 983 950;310 613 390
Recherche et enseignement supérieur;142;02;Recherche, développement et transfert de technologie;;;36 686 171;35 788 099;36 686 171;35 788 099
Recherche et enseignement supérieur;150;01;Formation initiale et continue du baccalauréat à la licence;;;3 127 997 204;3 174 551 974;3 127 997 204;3 174 551 974
Recherche et enseignement supérieur;150;02;Formation initiale et continue de niveau master;;;2 507 190 044;2 526 079 920;2 507 190 044;2 526 079 920
Recherche et enseignement supérieur;150;03;Formation initiale et continue de niveau doctorat;;;366 070 727;373 890 840;366 070 727;373 890 840
Recherche et enseignement supérieur;150;04;Établissements d'enseignement privés;;;78 897 852;79 895 852;78 897 852;79 895 852
Recherche et enseignement supérieur;150;05;Bibliothèques et documentation;;;445 648 048;447 670 831;445 648 048;447 670 831
Recherche et enseignement supérieur;150;13;Diffusion des savoirs et musées;;;115 780 204;116 921 136;115 780 204;116 921 136
Recherche et enseignement supérieur;150;14;Immobilier;;;1 191 095 316;1 218 691 456;1 153 525 156;1 216 071 627
Recherche et enseignement supérieur;150;15;Pilotage et support du programme;;;1 534 966 563;1 561 206 753;1 534 966 563;1 561 206 753
Recherche et enseignement supérieur;150;17;Recherche;;;3 896 774 728;3 924 777 425;3 896 774 728;3 924 777 425
Recherche et enseignement supérieur;172;01;Pilotage et animation;;;176 929 384;176 516 280;175 159 384;175 943 810
Recherche et enseignement supérieur;172;02;Agence nationale de la recherche;;;703 410 704;736 131 661;639 385 362;773 270 416
Recherche et enseignement supérieur;172;11;Recherches interdisciplinaires et transversales;;;62 729 705;62 657 661;62 729 705;62 657 661
Recherche et enseignement supérieur;172;12;Diffusion, valorisation et transfert des connaissances et des technologies;;;149 001 398;149 019 948;149 001 398;149 019 948
Recherche et enseignement supérieur;172;13;Grandes infrastructures de recherche;;;239 415 000;257 335 892;239 415 000;257 335 892
Recherche et enseignement supérieur;172;14;Moyens généraux et d'appui à la recherche;;;847 485 795;889 372 248;847 485 795;889 372 248
Recherche et enseignement supérieur;172;15;Recherches scientifiques et technologiques en sciences de la vie et de la santé;;;1 219 788 012;1 215 973 215;1 214 454 679;1 216 306 548
Recherche et enseignement supérieur;172;16;Recherches scientifiques et technologiques en sciences et techniques de l'information;;;983 226 401;982 627 219;983 226 401;982 627 219
Recherche et enseignement supérieur;172;17;Recherches scientifiques et technologiques dans le domaine de l'énergie;;;630 360 764;726 356 278;611 494 588;735 376 278
Recherche et enseignement supérieur;172;18;Recherches scientifiques et technologiques dans le domaine de l'environnement;;;1 096 475 486;1 122 803 927;1 096 475 486;1 122 803 927
Recherche et enseignement supérieur;172;19;Recherches scientifiques et technologiques en sciences humaines et sciences sociales;;;405 087 324;405 109 906;405 087 324;405 109 906
Recherche et enseignement supérieur;186;01;Recherche culturelle;;;9 947 728;10 459 854;9 878 966;10 378 966
Recherche et enseignement supérieur;186;03;Culture scientifique et technique;;;105 464 710;101 691 732;106 691 732;101 691 732
Recherche et enseignement supérieur;190;10;Recherche dans le domaine de l'énergie;01;Commissariat à l'énergie atomique et aux énergies alternatives (CEA);484 425 935;477 500 000;484 425 935;477 500 000
Recherche et enseignement supérieur;190;10;Recherche dans le domaine de l'énergie;02;IFP Energies nouvelles (IFPEN);134 418 048;130 418 048;134 418 048;130 418 048
Recherche et enseignement supérieur;190;10;Recherche dans le domaine de l'énergie;03;Gestion des matières et déchets radioactifs : CNE - reprise des sources;467 781;500 000;467 781;500 000
Recherche et enseignement supérieur;190;11;Recherche dans le domaine des risques;01;Institut national de l'environnement industriel et des risques (INERIS);6 373 110;6 373 110;6 373 110;6 373 110
Recherche et enseignement supérieur;190;11;Recherche dans le domaine des risques;02;Institut de radioprotection et de sûreté nucléaire (IRSN);170 964 999;170 964 999;170 964 999;170 964 999
Recherche et enseignement supérieur;190;12;Recherche dans le domaine des transports, de la construction et de l'aménagement;01;Institut français des sciences et technologies des transports, de l’aménagement et des réseaux (IFSTTAR);85 797 612;86 920 000;85 797 612;86 920 000
Recherche et enseignement supérieur;190;12;Recherche dans le domaine des transports, de la construction et de l'aménagement;03;Centre scientifique et technique du bâtiment (CSTB);14 693 032;14 693 032;14 693 032;14 693 032
Recherche et enseignement supérieur;190;13;Recherche partenariale dans le développement et l'aménagement durable;01;Agence nationale chargée de la sécurité sanitaire de l'alimentation, de l'environnement et du travail (ANSES);1 551 198;1 551 198;1 551 198;1 551 198
Recherche et enseignement supérieur;190;13;Recherche partenariale dans le développement et l'aménagement durable;02;Agence de l'environnement et de la maîtrise de l'énergie (ADEME);0;0;0;0
Recherche et enseignement supérieur;190;13;Recherche partenariale dans le développement et l'aménagement durable;04;Recherche en matière de transport (PREDIT);0;0;965 735;804 780
Recherche et enseignement supérieur;190;13;Recherche partenariale dans le développement et l'aménagement durable;05;Construction (PREBAT, C2D2, RGCU);0;0;276 099;230 082
Recherche et enseignement supérieur;190;13;Recherche partenariale dans le développement et l'aménagement durable;06;Urbanisme et territoire (PUCA, MUTS);0;0;1 120 134;933 445
Recherche et enseignement supérieur;190;13;Recherche partenariale dans le développement et l'aménagement durable;07;Changement global (GMES, adaptation au changement climatique);0;0;753 671;628 059
Recherche et enseignement supérieur;190;13;Recherche partenariale dans le développement et l'aménagement durable;08;Risque, santé, environnement;0;0;1 770 746;1 475 621
Recherche et enseignement supérieur;190;13;Recherche partenariale dans le développement et l'aménagement durable;09;Biodiversité;0;0;698 847;582 373
Recherche et enseignement supérieur;190;13;Recherche partenariale dans le développement et l'aménagement durable;10;Innovation et prospective dans le domaine du développement et de l'aménagement durable;0;0;414 768;345 640
Recherche et enseignement supérieur;190;14;Recherche et développement dans le domaine de l'aéronautique civile;01;Recherches en amont;59 665 448;99 872 000;59 665 448;88 708 726
Recherche et enseignement supérieur;190;14;Recherche et développement dans le domaine de l'aéronautique civile;02;Subventions à des organismes de recherche;128 000;128 000;128 000;128 000
Recherche et enseignement supérieur;190;14;Recherche et développement dans le domaine de l'aéronautique civile;03;Equipementier;8 495 704;35 000 000;8 495 704;13 865 342
Recherche et enseignement supérieur;190;14;Recherche et développement dans le domaine de l'aéronautique civile;04;Avions;0;0;0;0
Recherche et enseignement supérieur;190;14;Recherche et développement dans le domaine de l'aéronautique civile;05;Moteurs;0;0;0;0
Recherche et enseignement supérieur;190;14;Recherche et développement dans le domaine de l'aéronautique civile;06;Hélicoptères;0;0;0;0
Recherche et enseignement supérieur;190;15;Charges nucléaires de long terme des installations du CEA;;;740 000 000;740 000 000;740 000 000;740 000 000
Recherche et enseignement supérieur;191;01;Recherche duale en sciences du vivant;;;7 775 100;7 940 000;7 775 100;7 940 000
Recherche et enseignement supérieur;191;02;Recherche duale en sciences et techniques de l'information et de la communication;;;6 349 900;6 698 031;6 349 900;6 698 031
Recherche et enseignement supérieur;191;03;Recherche duale dans le domaine aérospatial;;;152 756 714;152 756 714;152 756 714;152 756 714
Recherche et enseignement supérieur;191;04;Autres recherches et développements technologiques duaux;;;13 193 031;12 680 000;13 193 031;12 680 000
Recherche et enseignement supérieur;192;01;Organismes de formation supérieure et de recherche;;;311 809 859;317 863 262;323 624 859;317 863 262
Recherche et enseignement supérieur;192;02;Soutien et diffusion de l'innovation technologique;;;346 734 986;347 378 979;346 734 986;347 378 979
Recherche et enseignement supérieur;192;03;Soutien de la recherche industrielle stratégique;;;110 749 456;74 379 456;124 249 456;114 500 000
Recherche et enseignement supérieur;193;01;Développement de la technologie spatiale au service de la science;;;184 388 824;202 151 044;184 388 824;202 151 044
Recherche et enseignement supérieur;193;02;Développement de la technologie spatiale au service de l'observation de la terre;;;280 098 631;297 992 423;280 098 631;297 992 423
Recherche et enseignement supérieur;193;03;Développement de la technologie spatiale au service de la recherche en sciences de l'information et de la communication;;;119 335 650;133 545 426;119 335 650;133 545 426
Recherche et enseignement supérieur;193;04;Maîtrise de l'accès à l'espace;;;517 095 406;577 486 954;517 095 406;577 486 954
Recherche et enseignement supérieur;193;05;Maîtrise des technologies orbitales et de l'innovation technologique;;;223 347 310;240 451 670;223 347 310;240 451 670
Recherche et enseignement supérieur;193;06;Moyens généraux et d'appui à la recherche;;;84 170 531;87 017 775;84 170 531;87 017 775
Recherche et enseignement supérieur;193;07;Développement des satellites de météorologie;;;58 148 000;83 328 827;58 148 000;83 328 827
Recherche et enseignement supérieur;231;01;Aides directes;;;2 259 658 321;2 266 881 981;2 259 658 321;2 266 881 981
Recherche et enseignement supérieur;231;02;Aides indirectes;;;273 663 747;270 522 470;270 433 872;274 881 670
Recherche et enseignement supérieur;231;03;Santé des étudiants et activités associatives, culturelles et sportives;;;60 817 862;60 636 862;60 817 862;60 636 862
Recherche et enseignement supérieur;231;04;Pilotage et animation du programme;;;97 233 066;97 125 554;97 233 066;97 125 554
Régimes sociaux et de retraite;195;01;Versements au fonds spécial de retraite de la caisse autonome nationale de sécurité sociale dans les mines;;;1 215 715 400;1 177 431 263;1 215 715 400;1 177 431 263
Régimes sociaux et de retraite;195;02;Régime de retraite de la SEITA;;;157 537 690;153 348 211;157 537 690;153 348 211
Régimes sociaux et de retraite;195;04;Caisse des retraites des régies ferroviaires d'outre-mer;;;2 242 216;2 138 042;2 242 216;2 138 042
Régimes sociaux et de retraite;195;07;Versements liés à la liquidation de l'ORTF;;;250 000;170 000;250 000;170 000
Régimes sociaux et de retraite;195;11;Régime de retraite complémentaire des exploitants agricoles (RCO);;;55 000 000;55 000 000;55 000 000;55 000 000
Régimes sociaux et de retraite;197;01;Régimes de retraite et de sécurité sociale des marins;;;828 068 119;824 324 582;828 068 119;824 324 582
Régimes sociaux et de retraite;198;03;Régime de retraite du personnel de la SNCF;;;3 253 096 778;3 283 495 491;3 253 096 778;3 283 495 491
Régimes sociaux et de retraite;198;04;Régime de retraite du personnel de la RATP;;;680 600 000;709 304 659;680 600 000;709 304 659
Régimes sociaux et de retraite;198;05;Autres régimes;;;115 400 000;127 017 013;115 400 000;127 017 013
Relations avec les collectivités territoriales;119;01;Soutien aux projets des communes et groupements de communes;;;1 680 779 990;1 855 279 990;1 134 554 883;1 417 727 153
Relations avec les collectivités territoriales;119;02;Dotation générale de décentralisation des communes;;;184 308 258;130 308 258;144 308 258;130 308 258
Relations avec les collectivités territoriales;119;03;Soutien aux projets des départements et des régions;;;215 855 969;211 855 969;215 855 969;461 855 969
Relations avec les collectivités territoriales;119;04;Dotation générale de décentralisation des départements;;;265 337 672;265 337 672;265 337 672;265 337 672
Relations avec les collectivités territoriales;119;05;Dotation générale de décentralisation des régions;;;993 728 778;908 104 567;993 728 778;908 104 567
Relations avec les collectivités territoriales;119;06;Dotation générale de décentralisation concours particuliers;;;227 559 287;227 575 588;227 559 287;227 575 588
Relations avec les collectivités territoriales;119;07;Soutien à l'investissement - Part métropoles;;;450 000 000;0;200 000 000;0
Relations avec les collectivités territoriales;122;01;Aides exceptionnelles aux collectivités territoriales;;;147 559 603;42 000 000;112 559 603;106 665 967
Relations avec les collectivités territoriales;122;02;Administration des relations avec les collectivités territoriales;;;2 463 826;2 463 826;2 517 151;2 517 151
Relations avec les collectivités territoriales;122;04;Dotations Outre-Mer;;;139 320 030;140 208 046;139 320 030;140 208 046
Remboursements et dégrèvements;200;11;Remboursements et restitutions liés à la mécanique de l'impôt;01;Impôts sur les sociétés;17 174 000 000;16 097 000 000;17 174 000 000;16 097 000 000
Remboursements et dégrèvements;200;11;Remboursements et restitutions liés à la mécanique de l'impôt;02;Taxe sur la valeur ajoutée;52 419 000 000;51 481 460 000;52 419 000 000;51 481 460 000
Remboursements et dégrèvements;200;11;Remboursements et restitutions liés à la mécanique de l'impôt;03;Plafonnement des impositions directes;0;0;0;0
Remboursements et dégrèvements;200;11;Remboursements et restitutions liés à la mécanique de l'impôt;04;Autres remboursements et dégrèvements liés à la mécanique de l’impôt;164 424 000;179 789 000;164 424 000;179 789 000
Remboursements et dégrèvements;200;12;Remboursements et dégrèvements liées à des politiques publiques;01;Prime pour l'emploi;0;0;0;0
Remboursements et dégrèvements;200;12;Remboursements et dégrèvements liées à des politiques publiques;02;Impôt sur le revenu;2 628 000 000;3 691 000 000;2 628 000 000;3 691 000 000
Remboursements et dégrèvements;200;12;Remboursements et dégrèvements liées à des politiques publiques;03;Impôt sur les sociétés;11 519 000 000;15 521 000 000;11 519 000 000;15 521 000 000
Remboursements et dégrèvements;200;12;Remboursements et dégrèvements liées à des politiques publiques;04;Taxe intérieure sur les produits pétroliers;1 119 852 000;1 422 560 000;1 119 852 000;1 422 560 000
Remboursements et dégrèvements;200;12;Remboursements et dégrèvements liées à des politiques publiques;05;Taxe intérieure de consommation sur le gaz naturel;3 000 000;3 000 000;3 000 000;3 000 000
Remboursements et dégrèvements;200;12;Remboursements et dégrèvements liées à des politiques publiques;06;Contribution pour l'audiovisuel public;511 395 000;594 400 000;511 395 000;594 400 000
Remboursements et dégrèvements;200;12;Remboursements et dégrèvements liées à des politiques publiques;07;Prélèvement sur le produit des jeux;0;0;0;0
Remboursements et dégrèvements;200;13;Remboursements et dégrèvements liés à la gestion des produits de l'Etat;01;Impôts sur le revenu - Dégrèvements et restitution de sommes indûment perçues;2 348 000 000;2 055 000 000;2 348 000 000;2 055 000 000
Remboursements et dégrèvements;200;13;Remboursements et dégrèvements liés à la gestion des produits de l'Etat;02;Impôts sur les sociétés - Dégrèvements et restitution de sommes indûment perçues;1 317 000 000;839 000 000;1 317 000 000;839 000 000
