Type de mission;Code type de mission;Mission;Code mission;Programme;Code programme;Action;Code action;Sous-action;Code sous-action;Autorisations d'engagement;Crédits de paiement
Budget général;1;Agriculture, alimentation, forêt et affaires rurales;AC;Économie et développement durable de l'agriculture et des territoires;154;Moyens de mise en oeuvre des politiques publiques et gestion des interventions;15;;0;266087250;266087250
Budget général;1;Agriculture, alimentation, forêt et affaires rurales;AC;Sécurité et qualité sanitaires de l'alimentation;206;Prévention et gestion des risques inhérents à la production végétale;01;;0;21420499;21420499
Budget général;1;Agriculture, alimentation, forêt et affaires rurales;AC;Sécurité et qualité sanitaires de l'alimentation;206;Lutte contre les maladies animales et protection des animaux;02;;0;87027365;87027365
Budget général;1;Agriculture, alimentation, forêt et affaires rurales;AC;Sécurité et qualité sanitaires de l'alimentation;206;Prévention et gestion des risques sanitaires liés aux denrées alimentaires;03;;0;14506072;14506072
Budget général;1;Agriculture, alimentation, forêt et affaires rurales;AC;Sécurité et qualité sanitaires de l'alimentation;206;Actions transversales;04;;0;71828847;71828847
Budget général;1;Agriculture, alimentation, forêt et affaires rurales;AC;Sécurité et qualité sanitaires de l'alimentation;206;Elimination des cadavres et des sous-produits animaux;05;;0;3707000;3707000
Budget général;1;Agriculture, alimentation, forêt et affaires rurales;AC;Sécurité et qualité sanitaires de l'alimentation;206;Mise en oeuvre de la politique de sécurité et de qualité sanitaires de l'alimentation;06;;0;285420491;285420491
Budget général;1;Agriculture, alimentation, forêt et affaires rurales;AC;Sécurité et qualité sanitaires de l'alimentation;206;Qualité de l'alimentation et offre alimentaire;08;;0;3979084;3979084
Budget général;1;Agriculture, alimentation, forêt et affaires rurales;AC;Conduite et pilotage des politiques de l'agriculture;215;Moyens de l'administration centrale;01;;0;198627303;198627303
Budget général;1;Agriculture, alimentation, forêt et affaires rurales;AC;Conduite et pilotage des politiques de l'agriculture;215;Évaluation de l'impact des politiques publiques et information économique;02;;0;17997655;17997655
Budget général;1;Agriculture, alimentation, forêt et affaires rurales;AC;Conduite et pilotage des politiques de l'agriculture;215;Moyens des directions régionales de l'alimentation, de l'agriculture et de la forêt, des directions de l'alimentation, de l'agriculture et de la forêt et directions départementales des territoires (et de la mer);03;;0;374236703;374236703
Budget général;1;Agriculture, alimentation, forêt et affaires rurales;AC;Conduite et pilotage des politiques de l'agriculture;215;Moyens communs;04;;0;68786368;68786368
Budget général;1;Aide publique au développement;AD;Aide économique et financière au développement;110;Aide économique et financière multilatérale;01;;0;76240000;76240000
Budget général;1;Aide publique au développement;AD;Aide économique et financière au développement;110;Aide économique et financière bilatérale;02;;0;332935000;332935000
Budget général;1;Aide publique au développement;AD;Aide économique et financière au développement;110;Traitement de la dette des pays pauvres;03;;0;0;0
Budget général;1;Aide publique au développement;AD;Solidarité à l'égard des pays en développement;209;Coopération bilatérale;02;;0;534008201;534008201
Budget général;1;Aide publique au développement;AD;Solidarité à l'égard des pays en développement;209;Coopération multilatérale;05;;0;227036041;227036041
Budget général;1;Aide publique au développement;AD;Solidarité à l'égard des pays en développement;209;Coopération communautaire;07;;0;700800000;700800000
Budget général;1;Aide publique au développement;AD;Solidarité à l'égard des pays en développement;209;Dépenses de personnels concourant au programme "Solidarité à l'égard des pays en développement";08;;0;195521699;195521699
Budget général;1;Aide publique au développement;AD;Solidarité à l'égard des pays en développement;209;Actions de co-développement;09;;0;0;0
Budget général;1;Anciens combattants, mémoire et liens avec la nation;MB;Indemnisation des victimes des persécutions antisémites et des actes de barbarie pendant la seconde guerre mondiale;158;Indemnisation des orphelins de la déportation et des victimes de spoliations du fait des législations antisémites en vigueur pendant l'Occupation;01;;0;46171278;46171278
Budget général;1;Anciens combattants, mémoire et liens avec la nation;MB;Indemnisation des victimes des persécutions antisémites et des actes de barbarie pendant la seconde guerre mondiale;158;Indemnisation des victimes d'actes de barbarie durant la seconde guerre mondiale;02;;0;54583620;54583620
Budget général;1;Anciens combattants, mémoire et liens avec la nation;MB;Liens entre la Nation et son armée;167;Journée défense et citoyenneté;01;;0;15099200;15099200
Budget général;1;Anciens combattants, mémoire et liens avec la nation;MB;Liens entre la Nation et son armée;167;Politique de mémoire;02;;0;22200000;22200000
Budget général;1;Anciens combattants, mémoire et liens avec la nation;MB;Reconnaissance et réparation en faveur du monde combattant;169;Administration de  la dette viagère;01;;0;1946320000;1946320000
Budget général;1;Anciens combattants, mémoire et liens avec la nation;MB;Reconnaissance et réparation en faveur du monde combattant;169;Administration de  la dette viagère;01;Pensions militaires d'invalidité de victimes de guerre et allocations rattachées;10;1189720000;1189720000
Budget général;1;Anciens combattants, mémoire et liens avec la nation;MB;Reconnaissance et réparation en faveur du monde combattant;169;Administration de  la dette viagère;01;Retraite du combattant;11;756600000;756600000
Budget général;1;Anciens combattants, mémoire et liens avec la nation;MB;Reconnaissance et réparation en faveur du monde combattant;169;Gestion  des droits liés aux pensions militaires d'invalidité;02;Retraite du combattant;0;153050000;153050000
Budget général;1;Anciens combattants, mémoire et liens avec la nation;MB;Reconnaissance et réparation en faveur du monde combattant;169;Gestion  des droits liés aux pensions militaires d'invalidité;02;Soins médicaux gratuits et appareillage des mutilés;21;56250000;56250000
Budget général;1;Anciens combattants, mémoire et liens avec la nation;MB;Reconnaissance et réparation en faveur du monde combattant;169;Gestion  des droits liés aux pensions militaires d'invalidité;02;Remboursement des réductions de transport accordées aux invalides;22;3300000;3300000
Budget général;1;Anciens combattants, mémoire et liens avec la nation;MB;Reconnaissance et réparation en faveur du monde combattant;169;Gestion  des droits liés aux pensions militaires d'invalidité;02;Remboursement des prestations de sécurité sociale aux invalides;23;93500000;93500000
Budget général;1;Anciens combattants, mémoire et liens avec la nation;MB;Reconnaissance et réparation en faveur du monde combattant;169;Solidarité;03;Remboursement des prestations de sécurité sociale aux invalides;0;356708357;356708357
Budget général;1;Anciens combattants, mémoire et liens avec la nation;MB;Reconnaissance et réparation en faveur du monde combattant;169;Solidarité;03;Fonds de solidarité pour les anciens combattants d'Afrique du Nord et d'Indochine;30;0;0
Budget général;1;Anciens combattants, mémoire et liens avec la nation;MB;Reconnaissance et réparation en faveur du monde combattant;169;Solidarité;03;Majoration des rentes mutualistes des anciens combattants et victimes de guerre;31;261700000;261700000
Budget général;1;Anciens combattants, mémoire et liens avec la nation;MB;Reconnaissance et réparation en faveur du monde combattant;169;Solidarité;03;Subventions aux associations et oeuvres diverses;32;260000;260000
Budget général;1;Anciens combattants, mémoire et liens avec la nation;MB;Reconnaissance et réparation en faveur du monde combattant;169;Solidarité;03;Indemnités, pécules et frais de voyages sur les tombes;33;110000;110000
Budget général;1;Anciens combattants, mémoire et liens avec la nation;MB;Reconnaissance et réparation en faveur du monde combattant;169;Solidarité;03;Action sociale en faveur du monde combattant : Office national des anciens combattants (ONAC);34;25400000;25400000
Budget général;1;Anciens combattants, mémoire et liens avec la nation;MB;Reconnaissance et réparation en faveur du monde combattant;169;Solidarité;03;Office national des anciens combattants (ONAC) : subventions;35;57149214;57149214
Budget général;1;Anciens combattants, mémoire et liens avec la nation;MB;Reconnaissance et réparation en faveur du monde combattant;169;Solidarité;03;Institution nationale des invalides : subventions;36;12089143;12089143
Budget général;1;Anciens combattants, mémoire et liens avec la nation;MB;Reconnaissance et réparation en faveur du monde combattant;169;Actions en faveur des rapatriés;07;Institution nationale des invalides : subventions;0;17500000;17500000
Budget général;1;Conseil et contrôle de l'État;CA;Conseil économique, social et environnemental;126;Représentation des activités économiques et sociales;01;Institution nationale des invalides : subventions;0;26180745;26180745
Budget général;1;Conseil et contrôle de l'État;CA;Conseil économique, social et environnemental;126;Fonctionnement de l'institution;02;Institution nationale des invalides : subventions;0;11932019;11932019
Budget général;1;Conseil et contrôle de l'État;CA;Conseil économique, social et environnemental;126;Communication et international;03;Institution nationale des invalides : subventions;0;1274315;1274315
Budget général;1;Conseil et contrôle de l'État;CA;Cour des comptes et autres juridictions financières;164;Examen des comptes publics;21;Institution nationale des invalides : subventions;0;40228901;40228901
Budget général;1;Conseil et contrôle de l'État;CA;Cour des comptes et autres juridictions financières;164;Contrôle des finances publiques;22;Institution nationale des invalides : subventions;0;15853459;15853459
Budget général;1;Conseil et contrôle de l'État;CA;Cour des comptes et autres juridictions financières;164;Contrôle des gestions publiques;23;Institution nationale des invalides : subventions;0;59869560;59869560
Budget général;1;Conseil et contrôle de l'État;CA;Cour des comptes et autres juridictions financières;164;Evaluation des politiques publiques;24;Institution nationale des invalides : subventions;0;34642171;34642171
Budget général;1;Conseil et contrôle de l'État;CA;Cour des comptes et autres juridictions financières;164;Information des citoyens;25;Institution nationale des invalides : subventions;0;7104771;7104771
Budget général;1;Conseil et contrôle de l'État;CA;Cour des comptes et autres juridictions financières;164;Mise en jeu de la responsabilité des comptables publics et des gestionnaires publics;26;Institution nationale des invalides : subventions;0;4646626;4646626
Budget général;1;Conseil et contrôle de l'État;CA;Cour des comptes et autres juridictions financières;164;Pilotage et soutien des juridictions financières;27;Institution nationale des invalides : subventions;0;54358720;54358720
Budget général;1;Conseil et contrôle de l'État;CA;Conseil d'État et autres juridictions administratives;165;Fonction juridictionnelle : Conseil d'État;01;Institution nationale des invalides : subventions;0;26449141;26449141
Budget général;1;Conseil et contrôle de l'État;CA;Conseil d'État et autres juridictions administratives;165;Fonction juridictionnelle : Cours administratives d'appel;02;Institution nationale des invalides : subventions;0;50205494;50205494
Budget général;1;Conseil et contrôle de l'État;CA;Conseil d'État et autres juridictions administratives;165;Fonction juridictionnelle : Tribunaux administratifs;03;Institution nationale des invalides : subventions;0;156786883;156786883
Budget général;1;Conseil et contrôle de l'État;CA;Conseil d'État et autres juridictions administratives;165;Fonction consultative;04;Institution nationale des invalides : subventions;0;11251331;11251331
Budget général;1;Conseil et contrôle de l'État;CA;Conseil d'État et autres juridictions administratives;165;Fonction études, expertise et services rendus aux administrations de l'État et des collectivités;05;Institution nationale des invalides : subventions;0;16206027;16206027
Budget général;1;Conseil et contrôle de l'État;CA;Conseil d'État et autres juridictions administratives;165;Soutien;06;Institution nationale des invalides : subventions;0;114392536;114392536
Budget général;1;Conseil et contrôle de l'État;CA;Conseil d'État et autres juridictions administratives;165;Cour nationale du droit d'asile;07;Institution nationale des invalides : subventions;0;23715608;23715608
Budget général;1;Conseil et contrôle de l'État;CA;Haut Conseil des finances publiques;340;Haut Conseil des finances publiques;01;Institution nationale des invalides : subventions;0;622842;622842
Budget général;1;Crédits non répartis;PC;Provision relative aux rémunérations publiques;551;Provision relative aux rémunérations publiques;01;Institution nationale des invalides : subventions;0;11445751;11445751
Budget général;1;Crédits non répartis;PC;Dépenses accidentelles et imprévisibles;552;Dépenses accidentelles et imprévisibles;01;Institution nationale des invalides : subventions;0;329000000;329000000
Budget général;1;Culture;CB;Création;131;Soutien à la création, à la production et à la diffusion du spectacle vivant;01;Institution nationale des invalides : subventions;0;667957871;667957871
Budget général;1;Culture;CB;Création;131;Soutien à la création, à la production et à la diffusion des arts plastiques;02;Institution nationale des invalides : subventions;0;67716167;67716167
Budget général;1;Culture;CB;Patrimoines;175;Patrimoine monumental;01;Institution nationale des invalides : subventions;0;352725448;352725448
Budget général;1;Culture;CB;Patrimoines;175;Architecture;02;Institution nationale des invalides : subventions;0;28793666;28793666
Budget général;1;Culture;CB;Patrimoines;175;Patrimoine des musées de France;03;Institution nationale des invalides : subventions;0;344443512;344443512
Budget général;1;Culture;CB;Patrimoines;175;Patrimoine archivistique et célébrations nationales;04;Institution nationale des invalides : subventions;0;43757583;43757583
Budget général;1;Culture;CB;Patrimoines;175;Patrimoine linguistique;07;Institution nationale des invalides : subventions;0;2911333;2911333
Budget général;1;Culture;CB;Patrimoines;175;Acquisition et enrichissement des collections publiques;08;Institution nationale des invalides : subventions;0;8853013;8853013
Budget général;1;Culture;CB;Patrimoines;175;Patrimoine archéologique;09;Institution nationale des invalides : subventions;0;130919652;130919652
Budget général;1;Culture;CB;Transmission des savoirs et démocratisation de la culture;224;Soutien aux établissements d'enseignement supérieur et insertion professionnelle;01;Institution nationale des invalides : subventions;0;278902183;278902183
Budget général;1;Culture;CB;Transmission des savoirs et démocratisation de la culture;224;Soutien à la démocratisation et à l'éducation artistique et culturelle;02;Institution nationale des invalides : subventions;0;95976883;95976883
Budget général;1;Culture;CB;Transmission des savoirs et démocratisation de la culture;224;Action culturelle internationale;06;Institution nationale des invalides : subventions;0;5926959;5926959
Budget général;1;Culture;CB;Transmission des savoirs et démocratisation de la culture;224;Fonctions de soutien du ministère;07;Institution nationale des invalides : subventions;0;758391784;758391784
Budget général;1;Défense;DA;Environnement et prospective de la politique de défense;144;Recherche et exploitation du renseignement intéressant la sécurité de la France;03;Institution nationale des invalides : subventions;0;249510771;249510771
Budget général;1;Défense;DA;Environnement et prospective de la politique de défense;144;Recherche et exploitation du renseignement intéressant la sécurité de la France;03;Renseignement extérieur;31;237260075;237260075
Budget général;1;Défense;DA;Environnement et prospective de la politique de défense;144;Recherche et exploitation du renseignement intéressant la sécurité de la France;03;Renseignement de sécurité de défense;32;12250696;12250696
Budget général;1;Défense;DA;Environnement et prospective de la politique de défense;144;Prospective de défense;07;Renseignement de sécurité de défense;0;992415624;992415624
Budget général;1;Défense;DA;Environnement et prospective de la politique de défense;144;Prospective de défense;07;Analyse stratégique;1;9760237;9760237
Budget général;1;Défense;DA;Environnement et prospective de la politique de défense;144;Prospective de défense;07;Prospective des systèmes de forces;2;20956921;20956921
Budget général;1;Défense;DA;Environnement et prospective de la politique de défense;144;Prospective de défense;07;Etudes amont;3;680000000;680000000
Budget général;1;Défense;DA;Environnement et prospective de la politique de défense;144;Prospective de défense;07;Gestion des moyens et subventions;4;281698466;281698466
Budget général;1;Défense;DA;Environnement et prospective de la politique de défense;144;Relations internationales et diplomatie de défense;08;Gestion des moyens et subventions;0;40759747;40759747
Budget général;1;Défense;DA;Équipement des forces;146;Dissuasion;06;Gestion des moyens et subventions;0;3720967951;3720967951
Budget général;1;Défense;DA;Équipement des forces;146;Dissuasion;06;Assurer la crédibilité technique de la dissuasion M51;14;163103481;163103481
Budget général;1;Défense;DA;Équipement des forces;146;Dissuasion;06;Assurer la crédibilité technique de la dissuasion SNLE NG : adaptation M51;15;50700000;50700000
Budget général;1;Défense;DA;Équipement des forces;146;Dissuasion;06;Assurer la crédibilité technique de la dissuasion - Air sol moyenne portée amélioré (ASMPA);17;402240239;402240239
Budget général;1;Défense;DA;Équipement des forces;146;Dissuasion;06;Assurer la crédibilité technique de la dissuasion Simulation;18;526800085;526800085
Budget général;1;Défense;DA;Équipement des forces;146;Dissuasion;06;Assurer la crédibilité technique de la dissuasion - Autres opérations;19;854964729;854964729
Budget général;1;Défense;DA;Équipement des forces;146;Dissuasion;06;Assurer la crédibilité opérationnelle de la dissuasion - soutien et mise en oeuvre des forces - toutes opérations;22;737292222;737292222
Budget général;1;Défense;DA;Équipement des forces;146;Dissuasion;06;Assurer la crédibilité technique de la posture - toutes opérations;23;216867195;216867195
Budget général;1;Défense;DA;Équipement des forces;146;Dissuasion;06;Assurer la crédibilité technique de la dissuasion  SNLE 3G;24;769000000;769000000
Budget général;1;Défense;DA;Équipement des forces;146;Commandement et maîtrise de l'information;07;Assurer la crédibilité technique de la dissuasion  SNLE 3G;0;2162576674;2162576674
Budget général;1;Défense;DA;Équipement des forces;146;Commandement et maîtrise de l'information;07;Commander et conduire - Système de commandement et de conduite des opérations aériennes (SCCOA);24;28589000;28589000
Budget général;1;Défense;DA;Équipement des forces;146;Commandement et maîtrise de l'information;07;Commander et conduire - Système d'information TERRE;25;8000000;8000000
Budget général;1;Défense;DA;Équipement des forces;146;Commandement et maîtrise de l'information;07;Commander et conduire - Géographie numérique;27;138000000;138000000
Budget général;1;Défense;DA;Équipement des forces;146;Commandement et maîtrise de l'information;07;Commander et conduire - Autres opérations;28;27701010;27701010
Budget général;1;Défense;DA;Équipement des forces;146;Commandement et maîtrise de l'information;07;Commander et conduire - Système d'information des armées (SIA);29;0;0
Budget général;1;Défense;DA;Équipement des forces;146;Commandement et maîtrise de l'information;07;Communiquer - SYRACUSE III;32;106580000;106580000
Budget général;1;Défense;DA;Équipement des forces;146;Commandement et maîtrise de l'information;07;Communiquer - Moyen d'élongation pour les communications HF interarmées et OTAN en réseau (MELCHIOR);33;0;0
Budget général;1;Défense;DA;Équipement des forces;146;Commandement et maîtrise de l'information;07;Communiquer - Autres opérations;35;417792000;417792000
Budget général;1;Défense;DA;Équipement des forces;146;Commandement et maîtrise de l'information;07;Communiquer - CONTACT;36;513402402;513402402
Budget général;1;Défense;DA;Équipement des forces;146;Commandement et maîtrise de l'information;07;Renseigner, surveiller, acquérir et reconnaître - Autres opérations;39;572012262;572012262
Budget général;1;Défense;DA;Équipement des forces;146;Commandement et maîtrise de l'information;07;Renseigner, surveiller, acquérir et reconnaître - MUSIS;40;0;0
Budget général;1;Défense;DA;Équipement des forces;146;Commandement et maîtrise de l'information;07;Communiquer - DESCARTES;41;150000000;150000000
Budget général;1;Défense;DA;Équipement des forces;146;Commandement et maîtrise de l'information;07;Renseigner, surveiller, acquérir et reconnaître - CERES;42;200500000;200500000
Budget général;1;Défense;DA;Équipement des forces;146;Projection - mobilité - soutien;08;Renseigner, surveiller, acquérir et reconnaître - CERES;0;2834192277;2834192277
Budget général;1;Défense;DA;Équipement des forces;146;Projection - mobilité - soutien;08;Projeter les forces - Avion de transport futur (A400M);42;255360000;255360000
Budget général;1;Défense;DA;Équipement des forces;146;Projection - mobilité - soutien;08;Projeter les forces - Autres opérations;43;364717015;364717015
Budget général;1;Défense;DA;Équipement des forces;146;Projection - mobilité - soutien;08;Assurer la mobilité - Rénovation Cougar;46;0;0
Budget général;1;Défense;DA;Équipement des forces;146;Projection - mobilité - soutien;08;Assurer la mobilité - Hélicoptère NH 90;47;260000000;260000000
Budget général;1;Défense;DA;Équipement des forces;146;Projection - mobilité - soutien;08;Assurer la mobilité - Autres opérations;48;72256650;72256650
Budget général;1;Défense;DA;Équipement des forces;146;Projection - mobilité - soutien;08;Maintenir le potentiel ami et autre - Porteur polyvalent terrestre (PPT);51;0;0
Budget général;1;Défense;DA;Équipement des forces;146;Projection - mobilité - soutien;08;Maintenir le potentiel ami et autre - Autres opérations;53;256258612;256258612
Budget général;1;Défense;DA;Équipement des forces;146;Projection - mobilité - soutien;08;Maintenir le potentiel ami et autre - MRTT;55;1625600000;1625600000
Budget général;1;Défense;DA;Équipement des forces;146;Engagement et combat;09;Maintenir le potentiel ami et autre - MRTT;0;3835178600;3835178600
Budget général;1;Défense;DA;Équipement des forces;146;Engagement et combat;09;Frapper à distance - Missile de croisière naval (MDCN);56;0;0
Budget général;1;Défense;DA;Équipement des forces;146;Engagement et combat;09;Frapper à distance - RAFALE;59;428528710;428528710
Budget général;1;Défense;DA;Équipement des forces;146;Engagement et combat;09;Frapper à distance - Autres opérations;61;289222561;289222561
Budget général;1;Défense;DA;Équipement des forces;146;Engagement et combat;09;Opérer en milieu hostile - Véhicule blindé de combat d'infanterie (VBCI);66;0;0
Budget général;1;Défense;DA;Équipement des forces;146;Engagement et combat;09;Opérer en milieu hostile - Hélicoptère HAP/HAD TIGRE;68;151500000;151500000
Budget général;1;Défense;DA;Équipement des forces;146;Engagement et combat;09;Opérer en milieu hostile - Future torpille lourde (FTL);69;0;0
Budget général;1;Défense;DA;Équipement des forces;146;Engagement et combat;09;Opérer en milieu hostile - Evolution Exocet;71;0;0
Budget général;1;Défense;DA;Équipement des forces;146;Engagement et combat;09;Opérer en milieu hostile - Frégates multi-missions (FREMM);73;100000000;100000000
Budget général;1;Défense;DA;Équipement des forces;146;Engagement et combat;09;Opérer en milieu hostile - SNA Barracuda;74;1124000000;1124000000
Budget général;1;Défense;DA;Équipement des forces;146;Engagement et combat;09;Opérer en milieu hostile - Autres opérations et conduire des opérations spéciales;75;602927329;602927329
Budget général;1;Défense;DA;Équipement des forces;146;Engagement et combat;09;Opérer en milieu hostile -  SCORPION;77;1139000000;1139000000
Budget général;1;Défense;DA;Équipement des forces;146;Engagement et combat;09;Opérer en milieu hostile - missile moyenne portée MMP;88;0;0
Budget général;1;Défense;DA;Équipement des forces;146;Protection et sauvegarde;10;Opérer en milieu hostile - missile moyenne portée MMP;0;872509174;872509174
Budget général;1;Défense;DA;Équipement des forces;146;Protection et sauvegarde;10;Assurer la sûreté des approches - Autres opérations et assurer la sécurité de l'Etat, de la nation et des citoyens;79;243434374;243434374
Budget général;1;Défense;DA;Équipement des forces;146;Protection et sauvegarde;10;Assurer la sûreté des approches - Alerte avancée;80;0;0
Budget général;1;Défense;DA;Équipement des forces;146;Protection et sauvegarde;10;Assurer la protection des forces et des sites - Famille de systèmes sol-air futurs (FSAF);82;519800000;519800000
Budget général;1;Défense;DA;Équipement des forces;146;Protection et sauvegarde;10;Assurer la protection des forces et des sites - Autres opérations et assurer la protection de l'homme;86;109274800;109274800
Budget général;1;Défense;DA;Équipement des forces;146;Préparation et conduite des opérations d'armement;11;Assurer la protection des forces et des sites - Autres opérations et assurer la protection de l'homme;0;188016391;188016391
Budget général;1;Défense;DA;Équipement des forces;146;Préparation et conduite des opérations d'armement;11;Fonctionnement et soutien DGA;89;77910631;77910631
Budget général;1;Défense;DA;Équipement des forces;146;Préparation et conduite des opérations d'armement;11;Investissements pour les opérations d'armement;90;110105760;110105760
Budget général;1;Défense;DA;Équipement des forces;146;Parts étrangères et programmes civils;12;Investissements pour les opérations d'armement;0;0;0
Budget général;1;Défense;DA;Équipement des forces;146;Parts étrangères et programmes civils;12;Parts étrangères;96;0;0
Budget général;1;Défense;DA;Équipement des forces;146;Parts étrangères et programmes civils;12;Programmes civils;97;0;0
Budget général;1;Défense;DA;Préparation et emploi des forces;178;Planification  des moyens et conduite des opérations;01;Programmes civils;0;434440135;434440135
