Type de mission;Code type de mission;Mission;Code mission;Programme;Code programme;Action;Code action;Autorisations d'engagement;Crédits de paiement
Budget général;BG;Engagements financiers de l'État;EB;Fonds de soutien relatif aux prêts et contrats financiers structurés à risque;344;Fonds de soutien relatif aux prêts et contrats financiers structurés à risque;1;0;183 275 842
Budget général;BG;Enseignement scolaire;EC;Enseignement scolaire public du premier degré;140;Enseignement pré-élémentaire;1;5 386 023 239;5 386 023 239
Budget général;BG;Enseignement scolaire;EC;Enseignement scolaire public du premier degré;140;Enseignement élémentaire;2;11 078 835 185;11 078 835 185
Budget général;BG;Enseignement scolaire;EC;Enseignement scolaire public du premier degré;140;Besoins éducatifs particuliers;3;1 897 092 750;1 897 092 750
Budget général;BG;Enseignement scolaire;EC;Enseignement scolaire public du premier degré;140;Formation des personnels enseignants;4;865 829 083;865 829 083
Budget général;BG;Enseignement scolaire;EC;Enseignement scolaire public du premier degré;140;Remplacement;5;1 898 186 061;1 898 186 061
Budget général;BG;Enseignement scolaire;EC;Enseignement scolaire public du premier degré;140;Pilotage et encadrement pédagogique;6;1 317 349 215;1 317 349 215
Budget général;BG;Enseignement scolaire;EC;Enseignement scolaire public du premier degré;140;Personnels en situations diverses;7;98 124 311;98 124 311
Budget général;BG;Enseignement scolaire;EC;Enseignement scolaire public du second degré;141;Enseignement en collège;1;11 728 484 413;11 728 484 413
Budget général;BG;Enseignement scolaire;EC;Enseignement scolaire public du second degré;141;Enseignement général et technologique en lycée;2;7 358 627 128;7 358 627 128
Budget général;BG;Enseignement scolaire;EC;Enseignement scolaire public du second degré;141;Enseignement professionnel sous statut scolaire;3;4 445 547 579;4 445 547 579
Budget général;BG;Enseignement scolaire;EC;Enseignement scolaire public du second degré;141;Apprentissage;4;7 345 741;7 345 741
Budget général;BG;Enseignement scolaire;EC;Enseignement scolaire public du second degré;141;Enseignement post-baccalauréat en lycée;5;2 139 498 864;2 139 498 864
Budget général;BG;Enseignement scolaire;EC;Enseignement scolaire public du second degré;141;Besoins éducatifs particuliers;6;1 300 882 249;1 300 882 249
Budget général;BG;Enseignement scolaire;EC;Enseignement scolaire public du second degré;141;Aide à l'insertion professionnelle;7;57 467 829;57 467 829
Budget général;BG;Enseignement scolaire;EC;Enseignement scolaire public du second degré;141;Information et orientation;8;327 695 586;327 695 586
Budget général;BG;Enseignement scolaire;EC;Enseignement scolaire public du second degré;141;Formation continue des adultes et validation des acquis de l'expérience;9;125 064 536;125 064 536
Budget général;BG;Enseignement scolaire;EC;Enseignement scolaire public du second degré;141;Formation des personnels enseignants et d'orientation;10;677 708 846;677 708 846
Budget général;BG;Enseignement scolaire;EC;Enseignement scolaire public du second degré;141;Remplacement;11;1 483 916 683;1 483 916 683
Budget général;BG;Enseignement scolaire;EC;Enseignement scolaire public du second degré;141;Pilotage, administration et encadrement pédagogique;12;3 445 482 098;3 445 482 098
Budget général;BG;Enseignement scolaire;EC;Enseignement scolaire public du second degré;141;Personnels en situations diverses;13;95 138 823;95 138 823
Budget général;BG;Enseignement scolaire;EC;Vie de l'élève;230;Vie scolaire et éducation à la responsabilité;1;2 474 956 628;2 474 956 628
Budget général;BG;Enseignement scolaire;EC;Vie de l'élève;230;Santé scolaire;2;511 677 096;511 677 096
Budget général;BG;Enseignement scolaire;EC;Vie de l'élève;230;Inclusion scolaire des élèves en situation de handicap;3;1 552 124 812;1 552 124 812
Budget général;BG;Enseignement scolaire;EC;Vie de l'élève;230;Action sociale;4;912 768 360;912 768 360
Budget général;BG;Enseignement scolaire;EC;Vie de l'élève;230;Politique de l'internat et établissements à la charge de l'Etat;5;77 641 026;77 641 026
Budget général;BG;Enseignement scolaire;EC;Vie de l'élève;230;Actions éducatives complémentaires aux enseignements;6;153 714 396;153 714 396
Budget général;BG;Enseignement scolaire;EC;Enseignement privé du premier et du second degrés;139;Enseignement pré-élémentaire;1;485 109 659;485 109 659
Budget général;BG;Enseignement scolaire;EC;Enseignement privé du premier et du second degrés;139;Enseignement élémentaire;2;1 290 033 771;1 290 033 771
Budget général;BG;Enseignement scolaire;EC;Enseignement privé du premier et du second degrés;139;Enseignement en collège;3;1 982 872 334;1 982 872 334
Budget général;BG;Enseignement scolaire;EC;Enseignement privé du premier et du second degrés;139;Enseignement général et technologique en lycée;4;1 319 254 558;1 319 254 558
Budget général;BG;Enseignement scolaire;EC;Enseignement privé du premier et du second degrés;139;Enseignement professionnel sous statut scolaire;5;786 856 095;786 856 095
Budget général;BG;Enseignement scolaire;EC;Enseignement privé du premier et du second degrés;139;Enseignement post-baccalauréat en lycée;6;266 130 099;266 130 099
Budget général;BG;Enseignement scolaire;EC;Enseignement privé du premier et du second degrés;139;Dispositifs spécifiques de scolarisation;7;163 729 429;163 729 429
Budget général;BG;Enseignement scolaire;EC;Enseignement privé du premier et du second degrés;139;Actions sociales en faveur des élèves;8;73 927 290;73 927 290
Budget général;BG;Enseignement scolaire;EC;Enseignement privé du premier et du second degrés;139;Fonctionnement des établissements;9;680 753 978;680 753 978
Budget général;BG;Enseignement scolaire;EC;Enseignement privé du premier et du second degrés;139;Formation initiale et continue des enseignants;10;146 133 699;146 133 699
Budget général;BG;Enseignement scolaire;EC;Enseignement privé du premier et du second degrés;139;Remplacement;11;184 693 186;184 693 186
Budget général;BG;Enseignement scolaire;EC;Enseignement privé du premier et du second degrés;139;Soutien;12;221 832 058;221 832 058
Budget général;BG;Enseignement scolaire;EC;Soutien de la politique de l'éducation nationale;214;Pilotage et mise en oeuvre des politiques éducatives;1;431 857 140;431 857 140
Budget général;BG;Enseignement scolaire;EC;Soutien de la politique de l'éducation nationale;214;Évaluation et contrôle;2;83 363 062;83 363 062
Budget général;BG;Enseignement scolaire;EC;Soutien de la politique de l'éducation nationale;214;Communication;3;14 120 697;14 120 697
Budget général;BG;Enseignement scolaire;EC;Soutien de la politique de l'éducation nationale;214;Expertise juridique;4;17 131 186;17 131 186
Budget général;BG;Enseignement scolaire;EC;Soutien de la politique de l'éducation nationale;214;Action internationale;5;13 520 222;13 520 222
Budget général;BG;Enseignement scolaire;EC;Soutien de la politique de l'éducation nationale;214;Politique des ressources humaines;6;726 748 341;726 748 341
Budget général;BG;Enseignement scolaire;EC;Soutien de la politique de l'éducation nationale;214;Établissements d'appui de la politique éducative;7;158 078 457;158 078 457
Budget général;BG;Enseignement scolaire;EC;Soutien de la politique de l'éducation nationale;214;Logistique, système d'information, immobilier;8;653 454 018;622 835 026
Budget général;BG;Enseignement scolaire;EC;Soutien de la politique de l'éducation nationale;214;Certification;9;204 745 862;204 745 862
Budget général;BG;Enseignement scolaire;EC;Soutien de la politique de l'éducation nationale;214;Transports scolaires;10;3 322 845;3 322 845
Budget général;BG;Enseignement scolaire;EC;Enseignement technique agricole;143;Mise en oeuvre de l'enseignement dans les établissements publics;1;770 542 359;770 542 359
Budget général;BG;Enseignement scolaire;EC;Enseignement technique agricole;143;Mise en oeuvre des enseignements dans les établissements privés;2;601 458 341;601 458 341
Budget général;BG;Enseignement scolaire;EC;Enseignement technique agricole;143;Aide sociale aux élèves (enseignement public et privé);3;87 335 328;87 335 328
Budget général;BG;Enseignement scolaire;EC;Enseignement technique agricole;143;Évolution des compétences et dynamique territoriale;4;3 384 218;3 384 218
Budget général;BG;Enseignement scolaire;EC;Enseignement technique agricole;143;Moyens communs à l'enseignement technique agricole, public et privé;5;5 521 995;5 521 995
Budget général;BG;Gestion des finances publiques et des ressources humaines;GA;Gestion fiscale et financière de l'État et du secteur public local;156;Fiscalité des grandes entreprises;1;117 224 009;121 124 009
Budget général;BG;Gestion des finances publiques et des ressources humaines;GA;Gestion fiscale et financière de l'État et du secteur public local;156;Fiscalité des PME;2;1 588 383 168;1 595 283 168
Budget général;BG;Gestion des finances publiques et des ressources humaines;GA;Gestion fiscale et financière de l'État et du secteur public local;156;Fiscalité des particuliers et fiscalité directe locale;3;2 185 910 608;2 186 030 608
Budget général;BG;Gestion des finances publiques et des ressources humaines;GA;Gestion fiscale et financière de l'État et du secteur public local;156;Gestion financière de l'État hors fiscalité;5;710 684 461;713 204 461
Budget général;BG;Gestion des finances publiques et des ressources humaines;GA;Gestion fiscale et financière de l'État et du secteur public local;156;Gestion des pensions;6;65 217 888;65 217 888
Budget général;BG;Gestion des finances publiques et des ressources humaines;GA;Gestion fiscale et financière de l'État et du secteur public local;156;Gestion financière du secteur public local hors fiscalité;7;1 330 541 857;1 332 861 857
Budget général;BG;Gestion des finances publiques et des ressources humaines;GA;Gestion fiscale et financière de l'État et du secteur public local;156;Gestion des fonds déposés;8;54 553 076;55 103 076
Budget général;BG;Gestion des finances publiques et des ressources humaines;GA;Gestion fiscale et financière de l'État et du secteur public local;156;Soutien;9;1 929 362 316;1 669 363 838
Budget général;BG;Gestion des finances publiques et des ressources humaines;GA;Conduite et pilotage des politiques économiques et financières;218;Etat-major et politiques transversales;1;303 411 824;304 411 971
Budget général;BG;Gestion des finances publiques et des ressources humaines;GA;Conduite et pilotage des politiques économiques et financières;218;Expertise, audit, évaluation et contrôle;2;66 550 947;67 256 248
Budget général;BG;Gestion des finances publiques et des ressources humaines;GA;Conduite et pilotage des politiques économiques et financières;218;Prestations d'appui et support;5;324 201 473;333 213 567
Budget général;BG;Gestion des finances publiques et des ressources humaines;GA;Conduite et pilotage des politiques économiques et financières;218;Pilotage des finances publiques et projets interministériels;7;189 838 356;192 772 324
Budget général;BG;Gestion des finances publiques et des ressources humaines;GA;Conduite et pilotage des politiques économiques et financières;218;Accompagnement du changement de laction publique;8;19 551 654;19 601 654
Budget général;BG;Gestion des finances publiques et des ressources humaines;GA;Facilitation et sécurisation des échanges;302;Surveillance douanière des flux de personnes et de marchandises et lutte contre la grande fraude douanière.;1;510 598 735;509 762 775
Budget général;BG;Gestion des finances publiques et des ressources humaines;GA;Facilitation et sécurisation des échanges;302;Préservation de la sécurité et de la sûreté de l'espace national et européen;3;189 757 963;190 252 833
Budget général;BG;Gestion des finances publiques et des ressources humaines;GA;Facilitation et sécurisation des échanges;302;Promotion des échanges internationaux et qualité du dédouanement;4;252 314 947;252 536 063
Budget général;BG;Gestion des finances publiques et des ressources humaines;GA;Facilitation et sécurisation des échanges;302;Fiscalité douanière, énergétique et environnementale;5;167 275 817;167 162 711
Budget général;BG;Gestion des finances publiques et des ressources humaines;GA;Facilitation et sécurisation des échanges;302;Soutien des services opérationnels;6;378 626 578;355 002 663
Budget général;BG;Gestion des finances publiques et des ressources humaines;GA;Facilitation et sécurisation des échanges;302;Soutien au réseau des débitants de tabac;8;111 087 809;111 087 809
Budget général;BG;Gestion des finances publiques et des ressources humaines;GA;Fonction publique;148;Formation des fonctionnaires;1;82 478 236;82 478 236
Budget général;BG;Gestion des finances publiques et des ressources humaines;GA;Fonction publique;148;Action sociale interministérielle;2;119 845 598;119 845 598
Budget général;BG;Gestion des finances publiques et des ressources humaines;GA;Fonction publique;148;Appui et innovation des ressources humaines;3;4 587 866;4 587 866
Budget général;BG;Immigration, asile et intégration;IA;Immigration et asile;303;Circulation des étrangers et politique des visas;1;520 000;520 000
Budget général;BG;Immigration, asile et intégration;IA;Immigration et asile;303;Garantie de l'exercice du droit d'asile;2;1 258 514 668;1 113 058 920
Budget général;BG;Immigration, asile et intégration;IA;Immigration et asile;303;Lutte contre l'immigration irrégulière;3;154 112 337;137 012 337
Budget général;BG;Immigration, asile et intégration;IA;Immigration et asile;303;Soutien;4;30 096 531;30 096 531
Budget général;BG;Immigration, asile et intégration;IA;Intégration et accès à la nationalité française;104;Accueil des étrangers primo arrivants;11;255 186 448;255 186 448
Budget général;BG;Immigration, asile et intégration;IA;Intégration et accès à la nationalité française;104;Actions d'accompagnement des étrangers en situation régulière;12;49 731 000;49 731 000
Budget général;BG;Immigration, asile et intégration;IA;Intégration et accès à la nationalité française;104;Accès à la nationalité française;14;985 975;1 039 853
Budget général;BG;Immigration, asile et intégration;IA;Intégration et accès à la nationalité française;104;Accompagnement des réfugiés;15;99 160 566;99 160 566
Budget général;BG;Immigration, asile et intégration;IA;Intégration et accès à la nationalité française;104;Accompagnement du plan de traitement des foyers de  travailleurs migrants;16;8 538 000;8 538 000
Budget général;BG;Investissements d'avenir;AV;Soutien des progrès de l'enseignement et de la recherche;421;Nouveaux cursus à l'université;1;0;12 500 000
Budget général;BG;Investissements d'avenir;AV;Soutien des progrès de l'enseignement et de la recherche;421;Programmes prioritaires de recherche;2;;35 000 000
Budget général;BG;Investissements d'avenir;AV;Soutien des progrès de l'enseignement et de la recherche;421;Équipements structurants de recherche;3;;40 000 000
Budget général;BG;Investissements d'avenir;AV;Soutien des progrès de l'enseignement et de la recherche;421;Soutien des grandes universités de recherche;4;;35 000 000
Budget général;BG;Investissements d'avenir;AV;Soutien des progrès de l'enseignement et de la recherche;421;Constitution d'écoles universitaires de recherche;5;;20 000 000
Budget général;BG;Investissements d'avenir;AV;Soutien des progrès de l'enseignement et de la recherche;421;Créations expérimentales de sociétés universitaires et scientifiques;6;;50 000 000
Budget général;BG;Investissements d'avenir;AV;Soutien des progrès de l'enseignement et de la recherche;421;Territoires d'innovation pédagogique;7;;20 000 000
Budget général;BG;Investissements d'avenir;AV;Valorisation de la recherche;422;Intégration des SATT, incubateurs et accélérateurs;1;0;10 000 000
Budget général;BG;Investissements d'avenir;AV;Valorisation de la recherche;422;Fonds national post-maturation "Frontier venture";2;;0
Budget général;BG;Investissements d'avenir;AV;Valorisation de la recherche;422;Démonstrateurs et territoires d'innovation de grande ambition;3;;330 000 000
Budget général;BG;Investissements d'avenir;AV;Valorisation de la recherche;422;Nouveaux écosystèmes d'innovation;4;;15 000 000
Budget général;BG;Investissements d'avenir;AV;Valorisation de la recherche;422;Accélération du développement des écosystèmes d'innovation performants;5;;78 000 000
Budget général;BG;Investissements d'avenir;AV;Accélération de la modernisation des entreprises;423;Soutien à l'innovation collaborative;1;0;84 000 000
Budget général;BG;Investissements d'avenir;AV;Accélération de la modernisation des entreprises;423;Accompagnement et transformation des filières;2;;240 000 000
Budget général;BG;Investissements d'avenir;AV;Accélération de la modernisation des entreprises;423;Industrie du futur;3;;0
Budget général;BG;Investissements d'avenir;AV;Accélération de la modernisation des entreprises;423;Adaptation et qualification de la main d'oeuvre;4;;25 000 000
Budget général;BG;Investissements d'avenir;AV;Accélération de la modernisation des entreprises;423;Concours d'innovation;5;;55 000 000
Budget général;BG;Investissements d'avenir;AV;Accélération de la modernisation des entreprises;423;Fonds national d'amorçage n° 2;6;;0
Budget général;BG;Investissements d'avenir;AV;Accélération de la modernisation des entreprises;423;Fonds à l'internationalisation des PME;7;;0
Budget général;BG;Investissements d'avenir;AV;Accélération de la modernisation des entreprises;423;Fonds de fonds "Multicap Croissance" n° 2;8;;0
Budget général;BG;Investissements d'avenir;AV;Accélération de la modernisation des entreprises;423;Grands défis;9;;0
Budget général;BG;Justice;JA;Justice judiciaire;166;Traitement et jugement des contentieux civils;1;1 014 488 919;1 014 488 919
Budget général;BG;Justice;JA;Justice judiciaire;166;Conduite de la politique pénale et jugement des affaires pénales;2;1 241 870 467;1 241 870 465
Budget général;BG;Justice;JA;Justice judiciaire;166;Cassation;3;50 628 338;50 628 338
Budget général;BG;Justice;JA;Justice judiciaire;166;Enregistrement des décisions judiciaires;5;12 379 745;12 379 745
Budget général;BG;Justice;JA;Justice judiciaire;166;Soutien;6;1 374 329 772;976 259 774
Budget général;BG;Justice;JA;Justice judiciaire;166;Formation;7;164 070 405;164 070 405
Budget général;BG;Justice;JA;Justice judiciaire;166;Support à l'accès au droit et à la justice;8;27 641 373;27 641 373
Budget général;BG;Justice;JA;Administration pénitentiaire;107;Garde et contrôle des personnes placées sous main de justice;1;2 118 714 041;2 317 741 792
Budget général;BG;Justice;JA;Administration pénitentiaire;107;Accueil et accompagnement des personnes placées sous main de justice;2;823 755 819;1 078 971 139
Budget général;BG;Justice;JA;Administration pénitentiaire;107;Soutien et formation;4;382 425 580;353 179 487
Budget général;BG;Justice;JA;Protection judiciaire de la jeunesse;182;Mise en oeuvre des décisions judiciaires;1;772 184 069;743 223 726
Budget général;BG;Justice;JA;Protection judiciaire de la jeunesse;182;Soutien;3;95 591 200;95 343 810
Budget général;BG;Justice;JA;Protection judiciaire de la jeunesse;182;Formation;4;35 892 973;36 789 055
Budget général;BG;Justice;JA;Accès au droit et à la justice;101;Aide juridictionnelle;1;423 716 957;423 716 957
Budget général;BG;Justice;JA;Accès au droit et à la justice;101;Développement de l'accès au droit et du réseau judiciaire de proximité;2;8 292 350;8 292 350
Budget général;BG;Justice;JA;Accès au droit et à la justice;101;Aide aux victimes;3;28 285 000;28 285 000
Budget général;BG;Justice;JA;Accès au droit et à la justice;101;Médiation familiale et espaces de rencontre;4;6 516 448;6 516 448
Budget général;BG;Justice;JA;Accès au droit et à la justice;101;Indemnisation des avoués;5;;
Budget général;BG;Justice;JA;Conduite et pilotage de la politique de la justice;310;État major;1;10 947 319;10 947 319
Budget général;BG;Justice;JA;Conduite et pilotage de la politique de la justice;310;Activité normative;2;26 283 414;26 283 414
Budget général;BG;Justice;JA;Conduite et pilotage de la politique de la justice;310;Évaluation, contrôle, études et recherche;3;19 841 897;20 205 712
Budget général;BG;Justice;JA;Conduite et pilotage de la politique de la justice;310;Gestion de l'administration centrale;4;184 199 750;140 590 398
Budget général;BG;Justice;JA;Conduite et pilotage de la politique de la justice;310;Action informatique ministérielle;9;166 545 183;229 047 343
Budget général;BG;Justice;JA;Conduite et pilotage de la politique de la justice;310;Action sociale ministérielle;10;43 303 787;43 303 787
Budget général;BG;Justice;JA;Conseil supérieur de la magistrature;335;Conseil supérieur de la magistrature;1;4 871 493;4 810 493
Budget général;BG;Médias, livre et industries culturelles;MA;Presse et médias;180;Relations financières avec l'AFP;1;133 476 239;133 476 239
Budget général;BG;Médias, livre et industries culturelles;MA;Presse et médias;180;Aides à la presse;2;113 478 901;113 478 901
Budget général;BG;Médias, livre et industries culturelles;MA;Presse et médias;180;Soutien aux médias de proximité;5;1 581 660;1 581 660
Budget général;BG;Médias, livre et industries culturelles;MA;Presse et médias;180;Soutien à l'expression radiophonique locale;6;30 748 639;30 748 639
Budget général;BG;Médias, livre et industries culturelles;MA;Presse et médias;180;Compagnie internationale de radio et télévision (CIRT);7;1 666 500;1 666 500
Budget général;BG;Médias, livre et industries culturelles;MA;Livre et industries culturelles;334;Livre et lecture;1;267 405 397;284 795 614
Budget général;BG;Médias, livre et industries culturelles;MA;Livre et industries culturelles;334;Industries culturelles;2;15 606 051;15 606 051
Budget général;BG;Outre-mer;OA;Emploi outre-mer;138;Soutien aux entreprises;1;1 375 447 963;1 375 447 963
Budget général;BG;Outre-mer;OA;Emploi outre-mer;138;Aide à l'insertion et à la qualification professionnelle;2;254 212 195;257 992 917
Budget général;BG;Outre-mer;OA;Emploi outre-mer;138;Pilotage des politiques des outre-mer;3;2 100 000;2 100 000
Budget général;BG;Outre-mer;OA;Emploi outre-mer;138;Financement de léconomie;4;56 500 000;56 000 000
Budget général;BG;Outre-mer;OA;Conditions de vie outre-mer;123;Logement;1;225 564 219;223 204 467
Budget général;BG;Outre-mer;OA;Conditions de vie outre-mer;123;Aménagement  du territoire;2;188 970 970;174 227 578
Budget général;BG;Outre-mer;OA;Conditions de vie outre-mer;123;Continuité territoriale;3;42 108 335;41 808 335
Budget général;BG;Outre-mer;OA;Conditions de vie outre-mer;123;Sanitaire, social, culture, jeunesse et sports;4;19 591 055;21 200 000
Budget général;BG;Outre-mer;OA;Conditions de vie outre-mer;123;Collectivités territoriales;6;261 655 550;240 413 962
Budget général;BG;Outre-mer;OA;Conditions de vie outre-mer;123;Insertion économique et coopération régionales;7;869 500;869 500
Budget général;BG;Outre-mer;OA;Conditions de vie outre-mer;123;Fonds exceptionnel d'investissement;8;110 000 000;65 000 000
Budget général;BG;Outre-mer;OA;Conditions de vie outre-mer;123;Appui à l'accès aux financements bancaires;9;39 346 328;32 432 206
Budget général;BG;Pouvoirs publics;PB;Présidence de la République;501;Présidence de la République;1;103 000 000;103 000 000
Budget général;BG;Pouvoirs publics;PB;Assemblée nationale;511;Assemblée nationale;1;517 890 000;517 890 000
Budget général;BG;Pouvoirs publics;PB;Sénat;521;Sénat;1;312 227 700;312 227 700
Budget général;BG;Pouvoirs publics;PB;Sénat;521;Jardin du Luxembourg;2;11 356 900;11 356 900
Budget général;BG;Pouvoirs publics;PB;Sénat;521;Musée du Luxembourg;3;;
Budget général;BG;Pouvoirs publics;PB;La Chaîne parlementaire;541;La Chaîne parlementaire - Assemblée nationale;1;16 641 162;16 641 162
Budget général;BG;Pouvoirs publics;PB;La Chaîne parlementaire;541;Public Sénat;2;17 648 000;17 648 000
Budget général;BG;Pouvoirs publics;PB;Indemnités des représentants français au Parlement européen;542;Indemnités des représentants français au Parlement européen;1;0;0
Budget général;BG;Pouvoirs publics;PB;Conseil constitutionnel;531;Conseil constitutionnel;1;11 719 229;11 719 229
Budget général;BG;Pouvoirs publics;PB;Haute Cour;532;Haute Cour;1;0;0
Budget général;BG;Pouvoirs publics;PB;Cour de justice de la République;533;Cour de justice de la République;1;861 500;861 500
Budget général;BG;Recherche et enseignement supérieur;RA;Formations supérieures et recherche universitaire;150;Formation initiale et continue du baccalauréat à la licence;1;3 285 754 637;3 285 754 637
Budget général;BG;Recherche et enseignement supérieur;RA;Formations supérieures et recherche universitaire;150;Formation initiale et continue de niveau master;2;2 530 930 489;2 530 930 489
Budget général;BG;Recherche et enseignement supérieur;RA;Formations supérieures et recherche universitaire;150;Formation initiale et continue de niveau doctorat;3;374 974 388;374 974 388
Budget général;BG;Recherche et enseignement supérieur;RA;Formations supérieures et recherche universitaire;150;Établissements d'enseignement privés;4;81 895 852;81 895 852
Budget général;BG;Recherche et enseignement supérieur;RA;Formations supérieures et recherche universitaire;150;Bibliothèques et documentation;5;449 514 632;449 514 632
Budget général;BG;Recherche et enseignement supérieur;RA;Formations supérieures et recherche universitaire;150;Diffusion des savoirs et musées;13;125 360 202;125 360 202
Budget général;BG;Recherche et enseignement supérieur;RA;Formations supérieures et recherche universitaire;150;Immobilier;14;1 173 231 467;1 249 361 956
Budget général;BG;Recherche et enseignement supérieur;RA;Formations supérieures et recherche universitaire;150;Pilotage et support du programme;15;1 565 350 911;1 565 350 911
Budget général;BG;Recherche et enseignement supérieur;RA;Formations supérieures et recherche universitaire;150;Recherche;17;3 937 904 186;3 937 904 186
Budget général;BG;Recherche et enseignement supérieur;RA;Vie étudiante;231;Aides directes;1;2 259 465 190;2 259 465 190
Budget général;BG;Recherche et enseignement supérieur;RA;Vie étudiante;231;Aides indirectes;2;284 739 248;286 124 448
Budget général;BG;Recherche et enseignement supérieur;RA;Vie étudiante;231;Santé des étudiants et activités associatives, culturelles et sportives;3;60 636 862;60 636 862
Budget général;BG;Recherche et enseignement supérieur;RA;Vie étudiante;231;Pilotage et animation du programme;4;99 752 739;99 752 739
Budget général;BG;Recherche et enseignement supérieur;RA;Recherches scientifiques et technologiques pluridisciplinaires;172;Pilotage et animation;1;205 405 476;207 214 006
Budget général;BG;Recherche et enseignement supérieur;RA;Recherches scientifiques et technologiques pluridisciplinaires;172;Agence nationale de la recherche;2;768 839 207;859 507 632
Budget général;BG;Recherche et enseignement supérieur;RA;Recherches scientifiques et technologiques pluridisciplinaires;172;Recherches interdisciplinaires et transversales;11;62 657 661;62 657 661
Budget général;BG;Recherche et enseignement supérieur;RA;Recherches scientifiques et technologiques pluridisciplinaires;172;Diffusion, valorisation et transfert des connaissances et des technologies;12;149 019 948;149 019 948
Budget général;BG;Recherche et enseignement supérieur;RA;Recherches scientifiques et technologiques pluridisciplinaires;172;Grandes infrastructures de recherche;13;264 142 892;264 142 892
Budget général;BG;Recherche et enseignement supérieur;RA;Recherches scientifiques et technologiques pluridisciplinaires;172;Moyens généraux et d'appui à la recherche;14;917 134 836;917 134 836
Budget général;BG;Recherche et enseignement supérieur;RA;Recherches scientifiques et technologiques pluridisciplinaires;172;Recherches scientifiques et technologiques en sciences de la vie et de la santé;15;1 216 442 433;1 218 042 433
Budget général;BG;Recherche et enseignement supérieur;RA;Recherches scientifiques et technologiques pluridisciplinaires;172;Recherches scientifiques et technologiques en sciences et techniques de l'information;16;982 627 219;982 627 219
Budget général;BG;Recherche et enseignement supérieur;RA;Recherches scientifiques et technologiques pluridisciplinaires;172;Recherches scientifiques et technologiques dans le domaine de l'énergie;17;743 841 461;749 675 461
Budget général;BG;Recherche et enseignement supérieur;RA;Recherches scientifiques et technologiques pluridisciplinaires;172;Recherches scientifiques et technologiques dans le domaine de l'environnement;18;1 122 946 496;1 122 946 496
Budget général;BG;Recherche et enseignement supérieur;RA;Recherches scientifiques et technologiques pluridisciplinaires;172;Recherches scientifiques et technologiques en sciences humaines et sciences sociales;19;405 109 906;405 109 906
Budget général;BG;Recherche et enseignement supérieur;RA;Recherche spatiale;193;Développement de la technologie spatiale au service de la science;1;230 501 044;230 501 044
Budget général;BG;Recherche et enseignement supérieur;RA;Recherche spatiale;193;Développement de la technologie spatiale au service de l'observation de la terre;2;326 552 423;326 552 423
Budget général;BG;Recherche et enseignement supérieur;RA;Recherche spatiale;193;Développement de la technologie spatiale au service de la recherche en sciences de l'information et de la communication;3;156 225 426;156 225 426
Budget général;BG;Recherche et enseignement supérieur;RA;Recherche spatiale;193;Maîtrise de l'accès à l'espace;4;673 876 954;673 876 954
Budget général;BG;Recherche et enseignement supérieur;RA;Recherche spatiale;193;Maîtrise des technologies orbitales et de l'innovation technologique;5;267 751 670;267 751 670
Budget général;BG;Recherche et enseignement supérieur;RA;Recherche spatiale;193;Moyens généraux et d'appui à la recherche;6;86 647 222;86 647 222
Budget général;BG;Recherche et enseignement supérieur;RA;Recherche spatiale;193;Développement des satellites de météorologie;7;81 458 051;81 458 051
Budget général;BG;Recherche et enseignement supérieur;RA;Recherche dans les domaines de l'énergie, du développement et de la mobilité durables;190;Recherche dans le domaine des risques;11;6 373 110;6 373 110
Budget général;BG;Recherche et enseignement supérieur;RA;Recherche dans les domaines de l'énergie, du développement et de la mobilité durables;190;Recherche dans le domaine des risques;11;171 633 190;171 633 190
Budget général;BG;Recherche et enseignement supérieur;RA;Recherche dans les domaines de l'énergie, du développement et de la mobilité durables;190;Recherche dans le domaine des transports, de la construction et de l'aménagement;12;87 880 707;87 880 707
Budget général;BG;Recherche et enseignement supérieur;RA;Recherche dans les domaines de l'énergie, du développement et de la mobilité durables;190;Recherche dans le domaine des transports, de la construction et de l'aménagement;12;14 545 140;14 545 140
Budget général;BG;Recherche et enseignement supérieur;RA;Recherche dans les domaines de l'énergie, du développement et de la mobilité durables;190;Recherche partenariale dans le développement et l'aménagement durable;13;1 551 198;1 551 198
Budget général;BG;Recherche et enseignement supérieur;RA;Recherche dans les domaines de l'énergie, du développement et de la mobilité durables;190;Recherche partenariale dans le développement et l'aménagement durable;13;0;0
Budget général;BG;Recherche et enseignement supérieur;RA;Recherche dans les domaines de l'énergie, du développement et de la mobilité durables;190;Recherche partenariale dans le développement et l'aménagement durable;13;0;321 912
Budget général;BG;Recherche et enseignement supérieur;RA;Recherche dans les domaines de l'énergie, du développement et de la mobilité durables;190;Recherche partenariale dans le développement et l'aménagement durable;13;0;92 033
Budget général;BG;Recherche et enseignement supérieur;RA;Recherche dans les domaines de l'énergie, du développement et de la mobilité durables;190;Recherche partenariale dans le développement et l'aménagement durable;13;0;373 378
Budget général;BG;Recherche et enseignement supérieur;RA;Recherche dans les domaines de l'énergie, du développement et de la mobilité durables;190;Recherche partenariale dans le développement et l'aménagement durable;13;0;251 224
Budget général;BG;Recherche et enseignement supérieur;RA;Recherche dans les domaines de l'énergie, du développement et de la mobilité durables;190;Recherche partenariale dans le développement et l'aménagement durable;13;0;590 248
