Type de mission;Code type de mission;Mission;Code mission;Programme;Code programme;Action;Code action;Sous-action;Code sous-action;Autorisations d'engagement;Crédits de paiement
Budget général;1;Anciens combattants, mémoire et liens avec la nation;MB;Reconnaissance et réparation en faveur du monde combattant;169;Solidarité;3;Fonds de solidarité pour les anciens combattants d'Afrique du Nord et d'Indochine;30;0;0
Budget général;1;Anciens combattants, mémoire et liens avec la nation;MB;Reconnaissance et réparation en faveur du monde combattant;169;Solidarité;3;Majoration des rentes mutualistes des anciens combattants et victimes de guerre;31;258300000;258300000
Budget général;1;Anciens combattants, mémoire et liens avec la nation;MB;Reconnaissance et réparation en faveur du monde combattant;169;Solidarité;3;Subventions aux associations et oeuvres diverses;32;260000;260000
Budget général;1;Anciens combattants, mémoire et liens avec la nation;MB;Reconnaissance et réparation en faveur du monde combattant;169;Solidarité;3;Indemnités, pécules et frais de voyages sur les tombes;33;110000;110000
Budget général;1;Anciens combattants, mémoire et liens avec la nation;MB;Reconnaissance et réparation en faveur du monde combattant;169;Solidarité;3;Action sociale en faveur du monde combattant : Office national des anciens combattants (ONAC);34;23400000;23400000
Budget général;1;Anciens combattants, mémoire et liens avec la nation;MB;Reconnaissance et réparation en faveur du monde combattant;169;Solidarité;3;Office national des anciens combattants (ONAC) : subventions;35;57703582;57703582
Budget général;1;Anciens combattants, mémoire et liens avec la nation;MB;Reconnaissance et réparation en faveur du monde combattant;169;Solidarité;3;Institution nationale des invalides : subventions;36;12089143;12089143
Budget général;1;Anciens combattants, mémoire et liens avec la nation;MB;Reconnaissance et réparation en faveur du monde combattant;169;Actions en faveur des rapatriés;7;Institution nationale des invalides : subventions;0;19400000;19400000
Budget général;1;Conseil et contrôle de l'État;CA;Conseil économique, social et environnemental;126;Représentation des activités économiques et sociales;1;Institution nationale des invalides : subventions;0;26136551;26136551
Budget général;1;Conseil et contrôle de l'État;CA;Conseil économique, social et environnemental;126;Fonctionnement de l'institution;2;Institution nationale des invalides : subventions;0;9605691;9610691
Budget général;1;Conseil et contrôle de l'État;CA;Conseil économique, social et environnemental;126;Communication et international;3;Institution nationale des invalides : subventions;0;2612756;2612756
Budget général;1;Conseil et contrôle de l'État;CA;Cour des comptes et autres juridictions financières;164;Examen des comptes publics;21;Institution nationale des invalides : subventions;0;39667618;39667618
Budget général;1;Conseil et contrôle de l'État;CA;Cour des comptes et autres juridictions financières;164;Contrôle des finances publiques;22;Institution nationale des invalides : subventions;0;15783300;15783300
Budget général;1;Conseil et contrôle de l'État;CA;Cour des comptes et autres juridictions financières;164;Contrôle des gestions publiques;23;Institution nationale des invalides : subventions;0;59348903;59348903
Budget général;1;Conseil et contrôle de l'État;CA;Cour des comptes et autres juridictions financières;164;Evaluation des politiques publiques;24;Institution nationale des invalides : subventions;0;34566324;34566324
Budget général;1;Conseil et contrôle de l'État;CA;Cour des comptes et autres juridictions financières;164;Information des citoyens;25;Institution nationale des invalides : subventions;0;7164114;7164114
Budget général;1;Conseil et contrôle de l'État;CA;Cour des comptes et autres juridictions financières;164;Mise en jeu de la responsabilité des comptables publics et des gestionnaires publics;26;Institution nationale des invalides : subventions;0;4669182;4669182
Budget général;1;Conseil et contrôle de l'État;CA;Cour des comptes et autres juridictions financières;164;Pilotage et soutien des juridictions financières;27;Institution nationale des invalides : subventions;0;51941168;53271168
Budget général;1;Conseil et contrôle de l'État;CA;Conseil d'État et autres juridictions administratives;165;Fonction juridictionnelle : Conseil d'État;1;Institution nationale des invalides : subventions;0;26267856;26267856
Budget général;1;Conseil et contrôle de l'État;CA;Conseil d'État et autres juridictions administratives;165;Fonction juridictionnelle : Cours administratives d'appel;2;Institution nationale des invalides : subventions;0;49861380;49861380
Budget général;1;Conseil et contrôle de l'État;CA;Conseil d'État et autres juridictions administratives;165;Fonction juridictionnelle : Tribunaux administratifs;3;Institution nationale des invalides : subventions;0;153497512;153497512
Budget général;1;Conseil et contrôle de l'État;CA;Conseil d'État et autres juridictions administratives;165;Fonction consultative;4;Institution nationale des invalides : subventions;0;11174213;11174213
Budget général;1;Conseil et contrôle de l'État;CA;Conseil d'État et autres juridictions administratives;165;Fonction études, expertise et services rendus aux administrations de l'État et des collectivités;5;Institution nationale des invalides : subventions;0;16094949;16094949
Budget général;1;Conseil et contrôle de l'État;CA;Conseil d'État et autres juridictions administratives;165;Soutien;6;Institution nationale des invalides : subventions;0;107691343;103573505
Budget général;1;Conseil et contrôle de l'État;CA;Conseil d'État et autres juridictions administratives;165;Cour nationale du droit d'asile;7;Institution nationale des invalides : subventions;0;22865727;22865727
Budget général;1;Conseil et contrôle de l'État;CA;Haut Conseil des finances publiques;340;Haut Conseil des finances publiques;1;Institution nationale des invalides : subventions;0;816546;816546
Budget général;1;Culture;CB;Création;131;Soutien à la création, à la production et à la diffusion du spectacle vivant;1;Institution nationale des invalides : subventions;0;657079626;667882452
Budget général;1;Culture;CB;Création;131;Soutien à la création, à la production et à la diffusion des arts plastiques;2;Institution nationale des invalides : subventions;0;60654297;66379106
Budget général;1;Culture;CB;Patrimoines;175;Patrimoine monumental;1;Institution nationale des invalides : subventions;0;340367541;327853214
Budget général;1;Culture;CB;Patrimoines;175;Architecture;2;Institution nationale des invalides : subventions;0;27763666;27863666
Budget général;1;Culture;CB;Patrimoines;175;Patrimoine des musées de France;3;Institution nationale des invalides : subventions;0;331111072;339534402
Budget général;1;Culture;CB;Patrimoines;175;Patrimoine archivistique et célébrations nationales;4;Institution nationale des invalides : subventions;0;23784753;24769753
Budget général;1;Culture;CB;Patrimoines;175;Patrimoine linguistique;7;Institution nationale des invalides : subventions;0;2911333;2911333
Budget général;1;Culture;CB;Patrimoines;175;Acquisition et enrichissement des collections publiques;8;Institution nationale des invalides : subventions;0;8353013;8353013
Budget général;1;Culture;CB;Patrimoines;175;Patrimoine archéologique;9;Institution nationale des invalides : subventions;0;11281849;19725906
Budget général;1;Culture;CB;Transmission des savoirs et démocratisation de la culture;224;Soutien aux établissements d'enseignement supérieur et insertion professionnelle;1;Institution nationale des invalides : subventions;0;254026659;264763561
Budget général;1;Culture;CB;Transmission des savoirs et démocratisation de la culture;224;Soutien à la démocratisation et à l'éducation artistique et culturelle;2;Institution nationale des invalides : subventions;0;81513267;81513267
Budget général;1;Culture;CB;Transmission des savoirs et démocratisation de la culture;224;Action culturelle internationale;6;Institution nationale des invalides : subventions;0;5992059;5992059
Budget général;1;Culture;CB;Transmission des savoirs et démocratisation de la culture;224;Fonctions de soutien du ministère;7;Institution nationale des invalides : subventions;0;749370826;747680239
Budget général;1;Défense;DA;Environnement et prospective de la politique de défense;144;Recherche et exploitation du renseignement intéressant la sécurité de la France;3;Institution nationale des invalides : subventions;0;280658903;268440274
Budget général;1;Défense;DA;Environnement et prospective de la politique de défense;144;Recherche et exploitation du renseignement intéressant la sécurité de la France;3;Renseignement extérieur;31;269964991;257746362
Budget général;1;Défense;DA;Environnement et prospective de la politique de défense;144;Recherche et exploitation du renseignement intéressant la sécurité de la France;3;Renseignement de sécurité de défense;32;10693912;10693912
Budget général;1;Défense;DA;Environnement et prospective de la politique de défense;144;Prospective de défense;7;Renseignement de sécurité de défense;0;1034024131;1030024131
Budget général;1;Défense;DA;Environnement et prospective de la politique de défense;144;Prospective de défense;7;Analyse stratégique;1;6118465;6118465
Budget général;1;Défense;DA;Environnement et prospective de la politique de défense;144;Prospective de défense;7;Prospective des systèmes de forces;2;20807820;20807820
Budget général;1;Défense;DA;Environnement et prospective de la politique de défense;144;Prospective de défense;7;Etudes amont;3;742910675;738910675
Budget général;1;Défense;DA;Environnement et prospective de la politique de défense;144;Prospective de défense;7;Gestion des moyens et subventions;4;264187171;264187171
Budget général;1;Défense;DA;Environnement et prospective de la politique de défense;144;Relations internationales et diplomatie de défense;8;Gestion des moyens et subventions;0;35407736;35407736
Budget général;1;Défense;DA;Équipement des forces;146;Dissuasion;6;Gestion des moyens et subventions;0;2962829523;2587399774
Budget général;1;Défense;DA;Équipement des forces;146;Dissuasion;6;Assurer la crédibilité technique de la dissuasion M51;14;411011046;610913670
Budget général;1;Défense;DA;Équipement des forces;146;Dissuasion;6;Assurer la crédibilité technique de la dissuasion SNLE NG : adaptation M51;15;0;190919706
Budget général;1;Défense;DA;Équipement des forces;146;Dissuasion;6;Assurer la crédibilité technique de la dissuasion - Air sol moyenne portée amélioré (ASMPA);17;16264796;26582615
Budget général;1;Défense;DA;Équipement des forces;146;Dissuasion;6;Assurer la crédibilité technique de la dissuasion Simulation;18;479946802;505336200
Budget général;1;Défense;DA;Équipement des forces;146;Dissuasion;6;Assurer la crédibilité technique de la dissuasion - Autres opérations;19;526972365;569996729
Budget général;1;Défense;DA;Équipement des forces;146;Dissuasion;6;Assurer la crédibilité opérationnelle de la dissuasion - soutien et mise en oeuvre des forces - toutes opérations;22;1097459785;636145954
Budget général;1;Défense;DA;Équipement des forces;146;Dissuasion;6;Assurer la crédibilité technique de la posture - toutes opérations;23;431174729;47504900
Budget général;1;Défense;DA;Équipement des forces;146;Commandement et maîtrise de l'information;7;Assurer la crédibilité technique de la posture - toutes opérations;0;4093931183;558846785
Budget général;1;Défense;DA;Équipement des forces;146;Commandement et maîtrise de l'information;7;Commander et conduire - Système de commandement et de conduite des opérations aériennes (SCCOA);24;621758053;0
Budget général;1;Défense;DA;Équipement des forces;146;Commandement et maîtrise de l'information;7;Commander et conduire - Système d'information TERRE;25;12809197;53683355
Budget général;1;Défense;DA;Équipement des forces;146;Commandement et maîtrise de l'information;7;Commander et conduire - Géographie numérique;27;120600000;30965013
Budget général;1;Défense;DA;Équipement des forces;146;Commandement et maîtrise de l'information;7;Commander et conduire - Autres opérations;28;0;36416853
Budget général;1;Défense;DA;Équipement des forces;146;Commandement et maîtrise de l'information;7;Commander et conduire - Système d'information des armées (SIA);29;345200000;81832042
Budget général;1;Défense;DA;Équipement des forces;146;Commandement et maîtrise de l'information;7;Communiquer - SYRACUSE III;32;74597600;0
Budget général;1;Défense;DA;Équipement des forces;146;Commandement et maîtrise de l'information;7;Communiquer - Moyen d'élongation pour les communications HF interarmées et OTAN en réseau (MELCHIOR);33;24200000;0
Budget général;1;Défense;DA;Équipement des forces;146;Commandement et maîtrise de l'information;7;Communiquer - Autres opérations;35;1190142643;0
Budget général;1;Défense;DA;Équipement des forces;146;Commandement et maîtrise de l'information;7;Communiquer - CONTACT;36;335000000;1193633
Budget général;1;Défense;DA;Équipement des forces;146;Commandement et maîtrise de l'information;7;Renseigner, surveiller, acquérir et reconnaître - Autres opérations;39;1073423690;241143857
Budget général;1;Défense;DA;Équipement des forces;146;Commandement et maîtrise de l'information;7;Renseigner, surveiller, acquérir et reconnaître - MUSIS;40;0;113612032
Budget général;1;Défense;DA;Équipement des forces;146;Commandement et maîtrise de l'information;7;Déploiement des Services de Communication et architecture des réseaux de télécommunications sécurisées (DESCARTES);41;121200000;0
Budget général;1;Défense;DA;Équipement des forces;146;Commandement et maîtrise de l'information;7;Capacité de Renseignement Electromagnétique Spatiale (CERES);42;175000000;0
Budget général;1;Défense;DA;Équipement des forces;146;Projection - mobilité - soutien;8;Capacité de Renseignement Electromagnétique Spatiale (CERES);0;3626981645;988684563
Budget général;1;Défense;DA;Équipement des forces;146;Projection - mobilité - soutien;8;Projeter les forces - Avion de transport futur (A400M);42;794039727;430485083
Budget général;1;Défense;DA;Équipement des forces;146;Projection - mobilité - soutien;8;Projeter les forces - Autres opérations;43;128600000;79122984
Budget général;1;Défense;DA;Équipement des forces;146;Projection - mobilité - soutien;8;Assurer la mobilité - Rénovation Cougar;46;0;26655972
Budget général;1;Défense;DA;Équipement des forces;146;Projection - mobilité - soutien;8;Assurer la mobilité - Hélicoptère NH 90;47;1038200000;279693779
Budget général;1;Défense;DA;Équipement des forces;146;Projection - mobilité - soutien;8;Assurer la mobilité - Autres opérations;48;40345685;42044261
Budget général;1;Défense;DA;Équipement des forces;146;Projection - mobilité - soutien;8;Maintenir le potentiel ami et autre - Porteur polyvalent terrestre (PPT);51;0;16807344
Budget général;1;Défense;DA;Équipement des forces;146;Projection - mobilité - soutien;8;Maintenir le potentiel ami et autre - Autres opérations;53;25796233;31661919
Budget général;1;Défense;DA;Équipement des forces;146;Projection - mobilité - soutien;8;Multi-Role transport Tanker (MRTT);55;1600000000;82213221
Budget général;1;Défense;DA;Équipement des forces;146;Engagement et combat;9;Multi-Role transport Tanker (MRTT);0;3849038775;3111894957
Budget général;1;Défense;DA;Équipement des forces;146;Engagement et combat;9;Frapper à distance - Missile de croisière naval (MDCN);56;0;131796754
Budget général;1;Défense;DA;Équipement des forces;146;Engagement et combat;9;Frapper à distance - Armement air-sol modulaire (AASM);58;0;28440875
Budget général;1;Défense;DA;Équipement des forces;146;Engagement et combat;9;Frapper à distance - RAFALE;59;369137595;686727110
Budget général;1;Défense;DA;Équipement des forces;146;Engagement et combat;9;Frapper à distance - Autres opérations;61;199492017;287000149
Budget général;1;Défense;DA;Équipement des forces;146;Engagement et combat;9;Opérer en milieu hostile - Véhicule blindé de combat d'infanterie (VBCI);66;149441737;84133565
Budget général;1;Défense;DA;Équipement des forces;146;Engagement et combat;9;Opérer en milieu hostile - Hélicoptère HAP/HAD TIGRE;68;206000000;224102733
Budget général;1;Défense;DA;Équipement des forces;146;Engagement et combat;9;Opérer en milieu hostile - Future torpille lourde (FTL);69;88800000;34205897
Budget général;1;Défense;DA;Équipement des forces;146;Engagement et combat;9;Opérer en milieu hostile - Evolution Exocet;71;0;44272153
Budget général;1;Défense;DA;Équipement des forces;146;Engagement et combat;9;Opérer en milieu hostile - Frégates multi-missions (FREMM);73;507000000;362714805
Budget général;1;Défense;DA;Équipement des forces;146;Engagement et combat;9;Opérer en milieu hostile - SNA Barracuda;74;1181000000;599726995
Budget général;1;Défense;DA;Équipement des forces;146;Engagement et combat;9;Opérer en milieu hostile - Autres opérations et conduire des opérations spéciales;75;731167426;513041234
Budget général;1;Défense;DA;Équipement des forces;146;Engagement et combat;9;Opérer en milieu hostile -  SCORPION;77;417000000;77935654
Budget général;1;Défense;DA;Équipement des forces;146;Engagement et combat;9;Opérer en milieu hostile - Armement individuel du fantassin (AIF);87;0;0
Budget général;1;Défense;DA;Équipement des forces;146;Engagement et combat;9;Missile Moyenne Portée (MMP);88;0;37797033
Budget général;1;Défense;DA;Équipement des forces;146;Protection et sauvegarde;10;Missile Moyenne Portée (MMP);0;468394861;326144999
Budget général;1;Défense;DA;Équipement des forces;146;Protection et sauvegarde;10;Assurer la sûreté des approches - Autres opérations et assurer la sécurité de l'Etat, de la nation et des citoyens;79;386188320;140527815
Budget général;1;Défense;DA;Équipement des forces;146;Protection et sauvegarde;10;Assurer la sûreté des approches - Alerte avancée;80;0;0
Budget général;1;Défense;DA;Équipement des forces;146;Protection et sauvegarde;10;Assurer la protection des forces et des sites - Famille de systèmes sol-air futurs (FSAF);82;5000000;43507374
Budget général;1;Défense;DA;Équipement des forces;146;Protection et sauvegarde;10;Assurer la protection des forces et des sites - Autres opérations et assurer la protection de l'homme;86;77206541;142109810
Budget général;1;Défense;DA;Équipement des forces;146;Préparation et conduite des opérations d'armement;11;Assurer la protection des forces et des sites - Autres opérations et assurer la protection de l'homme;0;184707488;213546131
Budget général;1;Défense;DA;Équipement des forces;146;Préparation et conduite des opérations d'armement;11;Soutien DGA;89;79951833;95422156
Budget général;1;Défense;DA;Équipement des forces;146;Préparation et conduite des opérations d'armement;11;Investissements pour les opérations d'armement;90;104755655;118123975
Budget général;1;Défense;DA;Équipement des forces;146;Parts étrangères et programmes civils;12;Investissements pour les opérations d'armement;0;0;0
Budget général;1;Défense;DA;Équipement des forces;146;Parts étrangères et programmes civils;12;Parts étrangères;96;0;0
Budget général;1;Défense;DA;Équipement des forces;146;Parts étrangères et programmes civils;12;Programmes civils;97;0;0
Budget général;1;Défense;DA;Préparation et emploi des forces;178;Planification  des moyens et conduite des opérations;1;Programmes civils;0;464520346;446590458
Budget général;1;Défense;DA;Préparation et emploi des forces;178;Planification  des moyens et conduite des opérations;1;Emploi des forces;10;237289365;231527421
