Type de mission;Code type de mission;Mission;Code mission;Programme;Code programme;Action;Code action;Sous-action;Code sous-action;Autorisations d'engagement;Crédits de paiement
Budget général;1;Administration générale et territoriale de l'État;AB;Conduite et pilotage des politiques de l'intérieur;216;Système d'information et de communication;03;;;57534704;57685404
Budget général;1;Administration générale et territoriale de l'État;AB;Conduite et pilotage des politiques de l'intérieur;216;Action sociale et formation;04;;;40192600;40192600
Budget général;1;Administration générale et territoriale de l'État;AB;Conduite et pilotage des politiques de l'intérieur;216;Affaires immobilières;05;;;89145404;149475535
Budget général;1;Administration générale et territoriale de l'État;AB;Conduite et pilotage des politiques de l'intérieur;216;Affaires juridiques et contentieuses;06;;;80000000;80000000
Budget général;1;Administration générale et territoriale de l'État;AB;Conduite et pilotage des politiques de l'intérieur;216;Immigration, asile et intégration;08;;;41006985;41006985
Budget général;1;Administration générale et territoriale de l'État;AB;Conduite et pilotage des politiques de l'intérieur;216;Sécurité et éducation routières;09;;;126209284;126209284
Budget général;1;Administration générale et territoriale de l'État;AB;Conduite et pilotage des politiques de l'intérieur;216;Fonds interministériel de prévention de la délinquance;10;;;72900000;72900000
Budget général;1;Administration générale et territoriale de l'État;AB;Vie politique, cultuelle et associative;232;Financement des partis;01;;;68670672;68670672
Budget général;1;Administration générale et territoriale de l'État;AB;Vie politique, cultuelle et associative;232;Organisation des élections;02;;;44365000;46565000
Budget général;1;Administration générale et territoriale de l'État;AB;Vie politique, cultuelle et associative;232;Commission nationale des comptes de campagne et des financements politiques;03;;;6454443;7554443
Budget général;1;Administration générale et territoriale de l'État;AB;Vie politique, cultuelle et associative;232;Cultes;04;;;2757037;2777037
Budget général;1;Administration générale et territoriale de l'État;AB;Vie politique, cultuelle et associative;232;Vie associative;05;;;89890;89890
Budget général;1;Administration générale et territoriale de l'État;AB;Administration territoriale;307;Coordination de la sécurité des personnes et des biens;01;;;172518163;172518163
Budget général;1;Administration générale et territoriale de l'État;AB;Administration territoriale;307;Réglementation générale, garantie de l'identité et de la nationalité et délivrance des titres;02;;;688314118;688314118
Budget général;1;Administration générale et territoriale de l'État;AB;Administration territoriale;307;Contrôle de légalité et conseil aux collectivités territoriales;03;;;153375078;153375078
Budget général;1;Administration générale et territoriale de l'État;AB;Administration territoriale;307;Pilotage territorial des politiques gouvernementales;04;;;514178284;514169010
Budget général;1;Administration générale et territoriale de l'État;AB;Administration territoriale;307;Animation et soutien du réseau;05;;;166074751;161753859
Budget général;1;Agriculture, alimentation, forêt et affaires rurales;AC;Compétitivité et durabilité de l'agriculture, de l'agroalimentaire, de la forêt, de la pêche et de l'aquaculture;149;Adaptation des filières à l'évolution des marchés;21;;;219250000;219650000
Budget général;1;Agriculture, alimentation, forêt et affaires rurales;AC;Compétitivité et durabilité de l'agriculture, de l'agroalimentaire, de la forêt, de la pêche et de l'aquaculture;149;Gestion des crises et des aléas de la production agricole;22;;;5484000;5484000
Budget général;1;Agriculture, alimentation, forêt et affaires rurales;AC;Compétitivité et durabilité de l'agriculture, de l'agroalimentaire, de la forêt, de la pêche et de l'aquaculture;149;Appui au renouvellement et à la modernisation des exploitations agricoles;23;;;138071192;140443738
Budget général;1;Agriculture, alimentation, forêt et affaires rurales;AC;Compétitivité et durabilité de l'agriculture, de l'agroalimentaire, de la forêt, de la pêche et de l'aquaculture;149;Gestion équilibrée et durable des territoires;24;;;394936853;471951620
Budget général;1;Agriculture, alimentation, forêt et affaires rurales;AC;Compétitivité et durabilité de l'agriculture, de l'agroalimentaire, de la forêt, de la pêche et de l'aquaculture;149;Protection sociale;25;;;480392865;480392865
Budget général;1;Agriculture, alimentation, forêt et affaires rurales;AC;Compétitivité et durabilité de l'agriculture, de l'agroalimentaire, de la forêt, de la pêche et de l'aquaculture;149;Gestion durable de la forêt et développement de la filière bois;26;;;242891303;271403990
Budget général;1;Agriculture, alimentation, forêt et affaires rurales;AC;Compétitivité et durabilité de l'agriculture, de l'agroalimentaire, de la forêt, de la pêche et de l'aquaculture;149;Moyens de mise en oeuvre des politiques publiques et gestion des interventions;27;;;590816652;590816652
Budget général;1;Agriculture, alimentation, forêt et affaires rurales;AC;Compétitivité et durabilité de l'agriculture, de l'agroalimentaire, de la forêt, de la pêche et de l'aquaculture;149;Pêche et aquaculture;28;;;45300000;45300000
Budget général;1;Agriculture, alimentation, forêt et affaires rurales;AC;Sécurité et qualité sanitaires de l'alimentation;206;Prévention et gestion des risques inhérents à la production végétale;01;;;31871000;31716000
Budget général;1;Agriculture, alimentation, forêt et affaires rurales;AC;Sécurité et qualité sanitaires de l'alimentation;206;Lutte contre les maladies animales et protection des animaux;02;;;100934695;99579695
Budget général;1;Agriculture, alimentation, forêt et affaires rurales;AC;Sécurité et qualité sanitaires de l'alimentation;206;Prévention et gestion des risques sanitaires liés aux denrées alimentaires;03;;;20456000;20433000
Budget général;1;Agriculture, alimentation, forêt et affaires rurales;AC;Sécurité et qualité sanitaires de l'alimentation;206;Actions transversales;04;;;76232805;75266805
Budget général;1;Agriculture, alimentation, forêt et affaires rurales;AC;Sécurité et qualité sanitaires de l'alimentation;206;Elimination des cadavres et des sous-produits animaux;05;;;3300000;3800000
Budget général;1;Agriculture, alimentation, forêt et affaires rurales;AC;Sécurité et qualité sanitaires de l'alimentation;206;Mise en oeuvre de la politique de sécurité et de qualité sanitaires de l'alimentation;06;;;318483920;318483920
Budget général;1;Agriculture, alimentation, forêt et affaires rurales;AC;Sécurité et qualité sanitaires de l'alimentation;206;Qualité de l'alimentation et offre alimentaire;08;;;3711500;3710500
Budget général;1;Agriculture, alimentation, forêt et affaires rurales;AC;Conduite et pilotage des politiques de l'agriculture;215;Moyens de l'administration centrale;01;;;206591927;210594176
Budget général;1;Agriculture, alimentation, forêt et affaires rurales;AC;Conduite et pilotage des politiques de l'agriculture;215;Évaluation de l'impact des politiques publiques et information économique;02;;;18285823;18285823
Budget général;1;Agriculture, alimentation, forêt et affaires rurales;AC;Conduite et pilotage des politiques de l'agriculture;215;Moyens des directions régionales de l'alimentation, de l'agriculture et de la forêt, des directions de l'alimentation, de l'agriculture et de la forêt et directions départementales des territoires (et de la mer);03;;;355757495;355757495
Budget général;1;Agriculture, alimentation, forêt et affaires rurales;AC;Conduite et pilotage des politiques de l'agriculture;215;Moyens communs;04;;;69563025;71606325
Budget général;1;Aide publique au développement;AD;Aide économique et financière au développement;110;Aide économique et financière multilatérale;01;;;430870721;594361154
Budget général;1;Aide publique au développement;AD;Aide économique et financière au développement;110;Aide économique et financière bilatérale;02;;;409630000;263001153
Budget général;1;Aide publique au développement;AD;Aide économique et financière au développement;110;Traitement de la dette des pays pauvres;03;;;0;104051690
Budget général;1;Aide publique au développement;AD;Solidarité à l'égard des pays en développement;209;Coopération bilatérale;02;;;683247317;573209159
Budget général;1;Aide publique au développement;AD;Solidarité à l'égard des pays en développement;209;Coopération multilatérale;05;;;145095739;150809000
Budget général;1;Aide publique au développement;AD;Solidarité à l'égard des pays en développement;209;Coopération communautaire;07;;;849852395;849852395
Budget général;1;Aide publique au développement;AD;Solidarité à l'égard des pays en développement;209;Dépenses de personnels concourant au programme "Solidarité à l'égard des pays en développement";08;;;164417981;164417981
Budget général;1;Aide publique au développement;AD;Solidarité à l'égard des pays en développement;209;Actions de co-développement;09;;;0;0
Budget général;1;Anciens combattants, mémoire et liens avec la nation;MB;Indemnisation des victimes des persécutions antisémites et des actes de barbarie pendant la seconde guerre mondiale;158;Indemnisation des orphelins de la déportation et des victimes de spoliations du fait des législations antisémites en vigueur pendant l'Occupation;01;;;46414864;46414864
Budget général;1;Anciens combattants, mémoire et liens avec la nation;MB;Indemnisation des victimes des persécutions antisémites et des actes de barbarie pendant la seconde guerre mondiale;158;Indemnisation des victimes d'actes de barbarie durant la seconde guerre mondiale;02;;;54385809;54385809
Budget général;1;Anciens combattants, mémoire et liens avec la nation;MB;Liens entre la Nation et son armée;167;Journée défense et citoyenneté;01;;;14787483;14624062
Budget général;1;Anciens combattants, mémoire et liens avec la nation;MB;Liens entre la Nation et son armée;167;Politique de mémoire;02;;;28200000;28200000
Budget général;1;Anciens combattants, mémoire et liens avec la nation;MB;Reconnaissance et réparation en faveur du monde combattant;169;Administration de  la dette viagère;01;Pensions militaires d'invalidité de victimes de guerre et allocations rattachées;10;1074000000;1074000000
Budget général;1;Anciens combattants, mémoire et liens avec la nation;MB;Reconnaissance et réparation en faveur du monde combattant;169;Administration de  la dette viagère;01;Retraite du combattant;11;743900000;743900000
Budget général;1;Anciens combattants, mémoire et liens avec la nation;MB;Reconnaissance et réparation en faveur du monde combattant;169;Gestion  des droits liés aux pensions militaires d'invalidité;02;Soins médicaux gratuits et appareillage des mutilés;21;52400000;52400000
Budget général;1;Anciens combattants, mémoire et liens avec la nation;MB;Reconnaissance et réparation en faveur du monde combattant;169;Gestion  des droits liés aux pensions militaires d'invalidité;02;Remboursement des réductions de transport accordées aux invalides;22;2700000;2700000
Budget général;1;Anciens combattants, mémoire et liens avec la nation;MB;Reconnaissance et réparation en faveur du monde combattant;169;Gestion  des droits liés aux pensions militaires d'invalidité;02;Remboursement des prestations de sécurité sociale aux invalides;23;80900000;80900000
Budget général;1;Anciens combattants, mémoire et liens avec la nation;MB;Reconnaissance et réparation en faveur du monde combattant;169;Solidarité;03;Fonds de solidarité pour les anciens combattants d'Afrique du Nord et d'Indochine;30;0;0
Budget général;1;Anciens combattants, mémoire et liens avec la nation;MB;Reconnaissance et réparation en faveur du monde combattant;169;Solidarité;03;Majoration des rentes mutualistes des anciens combattants et victimes de guerre;31;247400000;247400000
Budget général;1;Anciens combattants, mémoire et liens avec la nation;MB;Reconnaissance et réparation en faveur du monde combattant;169;Solidarité;03;Subventions aux associations et oeuvres diverses;32;260000;260000
Budget général;1;Anciens combattants, mémoire et liens avec la nation;MB;Reconnaissance et réparation en faveur du monde combattant;169;Solidarité;03;Indemnités, pécules et frais de voyages sur les tombes;33;50000;50000
Budget général;1;Anciens combattants, mémoire et liens avec la nation;MB;Reconnaissance et réparation en faveur du monde combattant;169;Solidarité;03;Action sociale en faveur du monde combattant : Office national des anciens combattants (ONAC);34;26400000;26400000
Budget général;1;Anciens combattants, mémoire et liens avec la nation;MB;Reconnaissance et réparation en faveur du monde combattant;169;Solidarité;03;Office national des anciens combattants (ONAC) : subventions;35;58027168;58027168
Budget général;1;Anciens combattants, mémoire et liens avec la nation;MB;Reconnaissance et réparation en faveur du monde combattant;169;Solidarité;03;Institution nationale des invalides : subventions;36;12089143;12889143
Budget général;1;Anciens combattants, mémoire et liens avec la nation;MB;Reconnaissance et réparation en faveur du monde combattant;169;Solidarité;03;Conseil national des communes compagnons de la libération - Subventions;37;1334634;1334634
Budget général;1;Anciens combattants, mémoire et liens avec la nation;MB;Reconnaissance et réparation en faveur du monde combattant;169;Actions en faveur des rapatriés;07;;;17570000;17570000
Budget général;1;Cohésion des territoires;VA;Aide à l'accès au logement;109;Aides personnelles;01;;;13538131300;13538131300
Budget général;1;Cohésion des territoires;VA;Aide à l'accès au logement;109;Information relative au logement et accompagnement des publics en difficulté;02;;;8268700;8268700
Budget général;1;Cohésion des territoires;VA;Aide à l'accès au logement;109;Sécurisation des risques locatifs;03;;;9800000;9800000
Budget général;1;Cohésion des territoires;VA;Impulsion et coordination de la politique d'aménagement du territoire;112;Attractivité économique et compétitivité des territoires;01;;;59450680;95618058
Budget général;1;Cohésion des territoires;VA;Impulsion et coordination de la politique d'aménagement du territoire;112;Développement solidaire et équilibré des territoires;02;;;100345047;127620225
Budget général;1;Cohésion des territoires;VA;Impulsion et coordination de la politique d'aménagement du territoire;112;Instruments de pilotage et d'étude;04;;;31167189;31639916
Budget général;1;Cohésion des territoires;VA;Urbanisme, territoires et amélioration de l'habitat;135;Construction locative et amélioration du parc;01;;;55300000;55300000
Budget général;1;Cohésion des territoires;VA;Urbanisme, territoires et amélioration de l'habitat;135;Soutien à l'accession à la propriété;02;;;3900000;3900000
Budget général;1;Cohésion des territoires;VA;Urbanisme, territoires et amélioration de l'habitat;135;Lutte contre l'habitat indigne;03;;;7200000;7200000
Budget général;1;Cohésion des territoires;VA;Urbanisme, territoires et amélioration de l'habitat;135;Réglementation, politique technique et qualité de la construction;04;;;162995000;163875000
Budget général;1;Cohésion des territoires;VA;Urbanisme, territoires et amélioration de l'habitat;135;Soutien;05;;;17187771;17187771
Budget général;1;Cohésion des territoires;VA;Urbanisme, territoires et amélioration de l'habitat;135;Urbanisme et aménagement;07;;;64980000;64100000
Budget général;1;Cohésion des territoires;VA;Urbanisme, territoires et amélioration de l'habitat;135;Grand Paris;08;;;0;0
Budget général;1;Cohésion des territoires;VA;Politique de la ville;147;Actions territorialisées et Dispositifs spécifiques de la politique de la ville;01;;;335758441;335758441
Budget général;1;Cohésion des territoires;VA;Politique de la ville;147;Revitalisation économique et emploi;02;;;50330000;50330000
Budget général;1;Cohésion des territoires;VA;Politique de la ville;147;Stratégie, ressources et évaluation;03;;;29318354;29318354
Budget général;1;Cohésion des territoires;VA;Politique de la ville;147;Rénovation urbaine et amélioration du cadre de vie;04;;;15000000;15000000
Budget général;1;Cohésion des territoires;VA;Interventions territoriales de l'État;162;Eau - Agriculture en Bretagne;02;;;2500000;3300000
Budget général;1;Cohésion des territoires;VA;Interventions territoriales de l'État;162;Programme exceptionnel d'investissements en faveur de la Corse;04;;;27500000;20000000
Budget général;1;Cohésion des territoires;VA;Interventions territoriales de l'État;162;Plan gouvernemental sur le Marais Poitevin - Poitou Charentes;06;;;1000000;1600000
Budget général;1;Cohésion des territoires;VA;Interventions territoriales de l'État;162;Plan chlordécone en Martinique et en Guadeloupe;08;;;2000000;2000000
Budget général;1;Cohésion des territoires;VA;Interventions territoriales de l'État;162;Plan littoral 21;09;;;1000000;500000
Budget général;1;Cohésion des territoires;VA;Hébergement, parcours vers le logement et insertion des personnes vulnérables;177;Prévention de l'exclusion;11;;;50445224;50445224
Budget général;1;Cohésion des territoires;VA;Hébergement, parcours vers le logement et insertion des personnes vulnérables;177;Hébergement et logement adapté;12;;;1894189982;1894189982
Budget général;1;Cohésion des territoires;VA;Hébergement, parcours vers le logement et insertion des personnes vulnérables;177;Conduite et animation des politiques de l'hébergement et de l'inclusion sociale;14;;;9058657;9058657
Budget général;1;Conseil et contrôle de l'État;CA;Conseil économique, social et environnemental;126;Représentation des activités économiques et sociales;01;;;26746048;26746048
Budget général;1;Conseil et contrôle de l'État;CA;Conseil économique, social et environnemental;126;Fonctionnement de l'institution;02;;;11645295;11645295
Budget général;1;Conseil et contrôle de l'État;CA;Conseil économique, social et environnemental;126;Communication et international;03;;;1656165;1656165
Budget général;1;Conseil et contrôle de l'État;CA;Cour des comptes et autres juridictions financières;164;Examen des comptes publics;21;;;40884022;40884022
Budget général;1;Conseil et contrôle de l'État;CA;Cour des comptes et autres juridictions financières;164;Contrôle des finances publiques;22;;;16190272;16190272
Budget général;1;Conseil et contrôle de l'État;CA;Cour des comptes et autres juridictions financières;164;Contrôle des gestions publiques;23;;;61293462;61293462
Budget général;1;Conseil et contrôle de l'État;CA;Cour des comptes et autres juridictions financières;164;Evaluation des politiques publiques;24;;;35365556;35365556
Budget général;1;Conseil et contrôle de l'État;CA;Cour des comptes et autres juridictions financières;164;Information des citoyens;25;;;7373072;7373072
Budget général;1;Conseil et contrôle de l'État;CA;Cour des comptes et autres juridictions financières;164;Mise en jeu de la responsabilité des comptables publics et des gestionnaires publics;26;;;4821477;4821477
Budget général;1;Conseil et contrôle de l'État;CA;Cour des comptes et autres juridictions financières;164;Pilotage et soutien des juridictions financières;27;;;52902346;51444346
Budget général;1;Conseil et contrôle de l'État;CA;Conseil d'État et autres juridictions administratives;165;Fonction juridictionnelle : Conseil d'État;01;;;27819707;27819707
Budget général;1;Conseil et contrôle de l'État;CA;Conseil d'État et autres juridictions administratives;165;Fonction juridictionnelle : Cours administratives d'appel;02;;;51449592;51449592
Budget général;1;Conseil et contrôle de l'État;CA;Conseil d'État et autres juridictions administratives;165;Fonction juridictionnelle : Tribunaux administratifs;03;;;161736303;161736303
Budget général;1;Conseil et contrôle de l'État;CA;Conseil d'État et autres juridictions administratives;165;Fonction consultative;04;;;11530140;11530140
Budget général;1;Conseil et contrôle de l'État;CA;Conseil d'État et autres juridictions administratives;165;Fonction études, expertise et services rendus aux administrations de l'État et des collectivités;05;;;16607615;16607615
Budget général;1;Conseil et contrôle de l'État;CA;Conseil d'État et autres juridictions administratives;165;Soutien;06;;;122035406;107908881
Budget général;1;Conseil et contrôle de l'État;CA;Conseil d'État et autres juridictions administratives;165;Cour nationale du droit d'asile;07;;;28190732;28190732
Budget général;1;Conseil et contrôle de l'État;CA;Haut Conseil des finances publiques;340;Haut Conseil des finances publiques;01;;;467481;467481
Budget général;1;Crédits non répartis;PC;Provision relative aux rémunérations publiques;551;Provision relative aux rémunérations publiques;01;;;290533189;290533189
Budget général;1;Crédits non répartis;PC;Dépenses accidentelles et imprévisibles;552;Dépenses accidentelles et imprévisibles;01;;;424000000;124000000
Budget général;1;Culture;CB;Création;131;Soutien à la création, à la production et à la diffusion du spectacle vivant;01;;;739462885;704915885
Budget général;1;Culture;CB;Création;131;Soutien à la création, à la production et à la diffusion des arts plastiques;02;;;109053706;73978514
Budget général;1;Culture;CB;Patrimoines;175;Monuments Historiques et patrimoine monumental;01;;;376532802;332908289
Budget général;1;Culture;CB;Patrimoines;175;Architecture et espaces protégés;02;;;32130588;32130588
Budget général;1;Culture;CB;Patrimoines;175;Patrimoine des musées de France;03;;;337276995;350574581
Budget général;1;Culture;CB;Patrimoines;175;Patrimoine archivistique et célébrations nationales;04;;;32607793;36536187
Budget général;1;Culture;CB;Patrimoines;175;Patrimoine linguistique;07;;;3224338;3224338
Budget général;1;Culture;CB;Patrimoines;175;Acquisition et enrichissement des collections publiques;08;;;9490311;9490311
Budget général;1;Culture;CB;Patrimoines;175;Patrimoine archéologique;09;;;135960196;132460196
Budget général;1;Culture;CB;Transmission des savoirs et démocratisation de la culture;224;Soutien aux établissements d'enseignement supérieur et insertion professionnelle;01;;;264956389;265303457
Budget général;1;Culture;CB;Transmission des savoirs et démocratisation de la culture;224;Soutien à la démocratisation et à l'éducation artistique et culturelle;02;;;173368406;173368406
Budget général;1;Culture;CB;Transmission des savoirs et démocratisation de la culture;224;Action culturelle internationale;06;;;8938159;8938159
Budget général;1;Culture;CB;Transmission des savoirs et démocratisation de la culture;224;Fonctions de soutien du ministère;07;;;794061457;793232485
Budget général;1;Culture;CB;Transmission des savoirs et démocratisation de la culture;224;Développement et professionnalisation de l'emploi dans le spectacle;08;;;90000000;25000000
Budget général;1;Défense;DA;Environnement et prospective de la politique de défense;144;Recherche et exploitation du renseignement intéressant la sécurité de la France;03;Renseignement extérieur;31;306383771;295624227
Budget général;1;Défense;DA;Environnement et prospective de la politique de défense;144;Recherche et exploitation du renseignement intéressant la sécurité de la France;03;Renseignement de sécurité de défense;32;13943890;13943890
Budget général;1;Défense;DA;Environnement et prospective de la politique de défense;144;Prospective de défense;07;Analyse stratégique;01;9411620;9411621
Budget général;1;Défense;DA;Environnement et prospective de la politique de défense;144;Prospective de défense;07;Prospective des systèmes de forces;02;21643498;21643498
Budget général;1;Défense;DA;Environnement et prospective de la politique de défense;144;Prospective de défense;07;Etudes amont;03;759895082;723189498
Budget général;1;Défense;DA;Environnement et prospective de la politique de défense;144;Prospective de défense;07;Gestion des moyens et subventions;04;288965412;288965412
Budget général;1;Défense;DA;Environnement et prospective de la politique de défense;144;Relations internationales et diplomatie de défense;08;;;42873613;42873613
Budget général;1;Défense;DA;Équipement des forces;146;Dissuasion;06;Assurer la crédibilité technique de la dissuasion M51;14;180757191;645268828
Budget général;1;Défense;DA;Équipement des forces;146;Dissuasion;06;Assurer la crédibilité technique de la dissuasion SNLE NG : adaptation M51;15;0;69171782
Budget général;1;Défense;DA;Équipement des forces;146;Dissuasion;06;Assurer la crédibilité technique de la dissuasion - Air sol moyenne portée amélioré (ASMPA);17;33093480;77757029
Budget général;1;Défense;DA;Équipement des forces;146;Dissuasion;06;Assurer la crédibilité technique de la dissuasion Simulation;18;504237342;493922829
Budget général;1;Défense;DA;Équipement des forces;146;Dissuasion;06;Assurer la crédibilité technique de la dissuasion - Autres opérations;19;730478234;746980767
Budget général;1;Défense;DA;Équipement des forces;146;Dissuasion;06;Assurer la crédibilité opérationnelle de la dissuasion - soutien et mise en oeuvre des forces - toutes opérations;22;964696562;745931907
Budget général;1;Défense;DA;Équipement des forces;146;Dissuasion;06;Assurer la crédibilité technique de la posture - toutes opérations;23;455433378;291250387
Budget général;1;Défense;DA;Équipement des forces;146;Dissuasion;06;Assurer la crédibilité technique de la dissuasion  SNLE 3G;24;0;176056977
Budget général;1;Défense;DA;Équipement des forces;146;Commandement et maîtrise de l'information;07;Commander et conduire - Système de commandement et de conduite des opérations aériennes (SCCOA);24;39900000;183525884
Budget général;1;Défense;DA;Équipement des forces;146;Commandement et maîtrise de l'information;07;Commander et conduire - Système d'information TERRE;25;171000000;39003061
Budget général;1;Défense;DA;Équipement des forces;146;Commandement et maîtrise de l'information;07;Commander et conduire - Géographie numérique;27;222000000;58928895
Budget général;1;Défense;DA;Équipement des forces;146;Commandement et maîtrise de l'information;07;Commander et conduire - Autres opérations;28;283225913;40617218
Budget général;1;Défense;DA;Équipement des forces;146;Commandement et maîtrise de l'information;07;Commander et conduire - Système d'information des armées (SIA);29;0;94533905
Budget général;1;Défense;DA;Équipement des forces;146;Commandement et maîtrise de l'information;07;Communiquer - Moyens de communication satellitaire;32;582380000;217662796
Budget général;1;Défense;DA;Équipement des forces;146;Commandement et maîtrise de l'information;07;Communiquer - Autres opérations;35;254780000;248905630
Budget général;1;Défense;DA;Équipement des forces;146;Commandement et maîtrise de l'information;07;Communiquer - CONTACT;36;1032200000;148242445
Budget général;1;Défense;DA;Équipement des forces;146;Commandement et maîtrise de l'information;07;Renseigner, surveiller, acquérir et reconnaître - Autres opérations;39;742611602;364092999
Budget général;1;Défense;DA;Équipement des forces;146;Commandement et maîtrise de l'information;07;Renseigner, surveiller, acquérir et reconnaître - MUSIS;40;0;77684523
Budget général;1;Défense;DA;Équipement des forces;146;Commandement et maîtrise de l'information;07;Communiquer - DESCARTES;41;0;60391736
Budget général;1;Défense;DA;Équipement des forces;146;Commandement et maîtrise de l'information;07;Renseigner, surveiller, acquérir et reconnaître - CERES;42;0;60125692
Budget général;1;Défense;DA;Équipement des forces;146;Projection - mobilité - soutien;08;Projeter les forces - Avion de transport futur (A400M);42;49190456;190802077
Budget général;1;Défense;DA;Équipement des forces;146;Projection - mobilité - soutien;08;Projeter les forces - Autres opérations;43;178418312;268171373
Budget général;1;Défense;DA;Équipement des forces;146;Projection - mobilité - soutien;08;Assurer la mobilité - Rénovation Cougar;46;0;11161407
Budget général;1;Défense;DA;Équipement des forces;146;Projection - mobilité - soutien;08;Assurer la mobilité - Hélicoptère NH 90;47;32300000;445710515
Budget général;1;Défense;DA;Équipement des forces;146;Projection - mobilité - soutien;08;Assurer la mobilité - Autres opérations;48;182447025;125768595
Budget général;1;Défense;DA;Équipement des forces;146;Projection - mobilité - soutien;08;Maintenir le potentiel ami et autre - Porteur polyvalent terrestre (PPT);51;0;18694784
Budget général;1;Défense;DA;Équipement des forces;146;Projection - mobilité - soutien;08;Maintenir le potentiel ami et autre - Autres opérations;53;28638128;59526610
Budget général;1;Défense;DA;Équipement des forces;146;Projection - mobilité - soutien;08;Maintenir le potentiel ami et autre - MRTT;55;650000000;279368468
Budget général;1;Défense;DA;Équipement des forces;146;Engagement et combat;09;Frapper à distance - Missile de croisière naval (MDCN);56;0;63007824
Budget général;1;Défense;DA;Équipement des forces;146;Engagement et combat;09;Frapper à distance - RAFALE;59;1178969959;585099441
Budget général;1;Défense;DA;Équipement des forces;146;Engagement et combat;09;Frapper à distance - Autres opérations;61;54947146;426111278
Budget général;1;Défense;DA;Équipement des forces;146;Engagement et combat;09;Opérer en milieu hostile - Véhicule blindé de combat d'infanterie (VBCI);66;0;45883531
Budget général;1;Défense;DA;Équipement des forces;146;Engagement et combat;09;Opérer en milieu hostile - Hélicoptère HAP/HAD TIGRE;68;47270000;216667986
Budget général;1;Défense;DA;Équipement des forces;146;Engagement et combat;09;Opérer en milieu hostile - Future torpille lourde (FTL);69;106730000;51695542
Budget général;1;Défense;DA;Équipement des forces;146;Engagement et combat;09;Opérer en milieu hostile - Evolution Exocet;71;130300000;47049683
